f,s,c,ibrain,stage
0.0054575,0.0078927,0.0070117,12,46
0.007425,0.016008,0.012081,12,46
0.0068254,0.011672,0.0087656,12,46
0.0089131,0.013962,0.01312,12,46
0.0059016,0.0095621,0.0079518,12,46
0.0051185,0.0059811,0.0058451,12,46
0.0053546,0.0067963,0.0065452,12,46
0.0068152,0.010603,0.010762,12,46
0.0064094,0.0099887,0.0092426,12,46
0.005173,0.0064012,0.0062159,12,46
0.0056836,0.0082435,0.0081091,12,46
0.0067247,0.010844,0.011435,12,46
0.0072937,0.010394,0.010312,12,46
0.0049008,0.0067538,0.0064005,12,46
0.0062379,0.009032,0.0072836,12,46
0.004419,0.0047272,0.0049036,12,46
0.0041944,0.0046599,0.0044073,12,46
0.005098,0.0057647,0.0062203,12,46
0.005031,0.0071072,0.0064965,12,46
0.0082764,0.017391,0.012807,12,46
0.0053919,0.01021,0.0087851,12,46
0.0064738,0.0078682,0.0081711,12,46
0.0057788,0.0072261,0.0072728,12,46
0.0054488,0.00883,0.008199,12,46
0.0054579,0.0093853,0.0078605,12,46
0.0052858,0.0088468,0.00837,12,46
0.0050896,0.0070423,0.0061494,12,46
0.0078573,0.010064,0.0090129,12,46
0.0052879,0.010935,0.0091886,12,46
0.004824,0.0056598,0.0055252,12,46
0.0083968,0.011627,0.011892,12,46
0.0048868,0.0087536,0.0072757,12,46
0.0064583,0.026502,0.019044,12,46
0.0053227,0.012818,0.0096084,12,46
0.0065109,0.010491,0.0077142,12,46
0.0097631,0.0092619,0.012459,13,46
0.0042566,0.014077,0.011716,13,46
0.0046785,0.0044668,0.0046629,13,46
0.0061226,0.0060435,0.0056712,13,46
0.0071686,0.0096224,0.010228,13,46
0.0041295,0.0073886,0.0084724,13,46
0.0035488,0.0060537,0.0058203,13,46
0.0044466,0.0076404,0.0055028,13,46
0.0040091,0.0049823,0.0048372,13,46
0.0040786,0.0052258,0.0047195,13,46
0.004162,0.004826,0.0055567,13,46
0.0040821,0.0057279,0.0049392,13,46
0.0038043,0.0057985,0.0050984,13,46
0.0034677,0.0052749,0.0045619,13,46
0.0041398,0.0059591,0.0056669,13,46
0.0051436,0.0064814,0.0061325,13,46
0.0064294,0.0077858,0.0077454,13,46
0.0053918,0.0084685,0.0088844,13,46
0.0041617,0.005541,0.0063277,13,46
0.0039182,0.0048391,0.0049122,13,46
0.0038167,0.0046013,0.0042965,13,46
0.0045573,0.0072802,0.0052111,13,46
0.0043731,0.0055501,0.0052871,13,46
0.0059819,0.0079342,0.010751,13,46
0.0087991,0.0061757,0.0077814,13,46
0.0038372,0.0045139,0.0048971,13,46
0.0055489,0.0044303,0.0048242,13,46
0.0053854,0.0048064,0.0048212,13,46
0.005744,0.0068216,0.008684,13,46
0.0055964,0.0055798,0.0054181,13,46
0.0058163,0.0064597,0.0064289,13,46
0.0052654,0.00588,0.0059243,13,46
0.0060343,0.0056236,0.0057484,13,46
0.004059,0.012548,0.010025,13,46
0.0034556,0.0062933,0.0059772,13,46
0.0052709,0.0066417,0.006578,13,46
0.0039356,0.0053935,0.0054403,13,46
0.0046901,0.0060883,0.0054909,13,46
0.004932,0.0044213,0.0046321,13,46
0.0048788,0.0064107,0.0060332,13,46
0.004567,0.0048202,0.0050155,13,46
0.002976,0.0046524,0.0043062,13,46
0.0044955,0.0048201,0.0041791,13,46
0.012694,0.012962,0.012738,13,46
0.0036878,0.0057421,0.0053735,13,46
0.0074654,0.010315,0.01066,13,46
0.0069611,0.006484,0.0055871,13,46
0.0041271,0.0057748,0.0061362,13,46
0.003571,0.0051586,0.0046714,13,46
0.0038425,0.0053848,0.0047268,13,46
0.0038879,0.0050778,0.0046626,13,46
0.0044505,0.0064097,0.0053816,13,46
0.0050163,0.010638,0.009313,13,46
0.0042056,0.0050152,0.0052889,13,46
0.0042014,0.0042451,0.0044748,13,46
0.005011,0.0048206,0.0049475,13,46
0.0048638,0.0049056,0.0047438,13,46
0.0054193,0.0058202,0.0063529,13,46
0.0032573,0.0039093,0.0035924,13,46
0.0053114,0.0039679,0.003828,13,46
0.0049435,0.0068697,0.0070375,13,46
0.002729,0.0033557,0.0032811,13,46
0.0035254,0.0049774,0.004744,13,46
0.0063712,0.0056109,0.0053973,13,46
0.0033203,0.013332,0.010738,13,46
0.002816,0.0037979,0.0033109,13,46
0.0037275,0.0077068,0.0072239,13,46
0.0051544,0.0087101,0.010235,13,46
0.0056507,0.0096619,0.0085446,13,46
0.0038596,0.0077265,0.0064547,13,46
0.0050544,0.00544,0.0052437,13,46
0.0040177,0.0045424,0.0046153,13,46
0.0042476,0.0039605,0.0038797,13,46
0.0045238,0.0040029,0.0041005,13,46
0.0054011,0.0045446,0.0048899,13,46
0.0070806,0.0056289,0.005845,13,46
0.006424,0.0052537,0.0048988,13,46
0.0066682,0.0056229,0.0065316,13,46
0.0040601,0.0049103,0.005003,13,46
0.004985,0.0064396,0.0065805,13,46
0.0052801,0.0053139,0.0057863,13,46
0.0037588,0.0041545,0.0042452,13,46
0.0040124,0.004644,0.004375,13,46
0.0058969,0.0071483,0.007342,13,46
0.0056862,0.0078446,0.0076042,13,46
0.0047482,0.0055933,0.0052992,13,46
0.004623,0.0042367,0.004301,13,46
0.0040716,0.0039317,0.0043057,13,46
0.003849,0.0043192,0.0045257,13,46
0.0039324,0.0056721,0.0053309,13,46
0.005463,0.0040435,0.0038161,13,46
0.0049951,0.0049501,0.0065583,13,46
0.0039821,0.0041337,0.0038219,13,46
0.0029109,0.0060533,0.0092873,14,46
0.0029938,0.0054412,0.0074711,14,46
0.0053598,0.013618,0.015463,14,46
0.0044379,0.016808,0.014891,14,46
0.0036857,0.0092995,0.0091372,14,46
0.0037977,0.0062381,0.0058617,14,46
0.0045725,0.0093882,0.008757,14,46
0.0036803,0.0060615,0.0058634,14,46
0.0047501,0.0091565,0.0091,14,46
0.003964,0.0083506,0.0089387,14,46
0.0044513,0.0063466,0.007018,14,46
0.0061137,0.011952,0.011677,14,46
0.0081206,0.015121,0.016002,14,46
0.0033299,0.0057282,0.0062316,14,46
0.003738,0.0051693,0.0059952,14,46
0.0065197,0.010965,0.011673,14,46
0.0066655,0.013538,0.013646,14,46
0.0027684,0.0046988,0.0052965,14,46
0.0032552,0.005932,0.0062387,14,46
0.0041876,0.0075361,0.0065436,14,46
0.002726,0.0043162,0.0044265,14,46
0.0029308,0.0047836,0.0048827,14,46
0.0033697,0.0060057,0.0058094,14,46
0.0031878,0.0055502,0.0064556,14,46
0.0038703,0.0072589,0.0079726,14,46
0.003389,0.014543,0.022781,14,46
0.0035561,0.014758,0.012561,14,46
0.0087227,0.017222,0.018724,14,46
0.0031543,0.0046638,0.0050653,14,46
0.003903,0.0058549,0.0069055,14,46
0.0030589,0.0057173,0.0070172,14,46
0.0036613,0.0060967,0.0074573,14,46
0.0033141,0.0048298,0.0052587,14,46
0.0044718,0.0068514,0.0074852,14,46
0.0063627,0.014803,0.015003,14,46
0.0044551,0.0065768,0.011234,14,46
0.0031129,0.0039602,0.0051483,14,46
0.0036318,0.0043894,0.0054727,14,46
0.0057467,0.0085389,0.0098447,14,46
0.0066864,0.0080619,0.0088523,14,46
0.0034154,0.0039661,0.0041526,14,46
0.0039805,0.0048222,0.0055815,14,46
0.0039741,0.0053751,0.0052507,14,46
0.0046091,0.0074985,0.0080552,14,46
0.0037431,0.0049702,0.0052528,14,46
0.0047,0.0087429,0.0089963,14,46
0.0042009,0.0072531,0.0081907,14,46
0.0027221,0.003617,0.0040046,14,46
0.0038687,0.0051782,0.0051833,14,46
0.003653,0.0052416,0.0067732,14,46
0.0043681,0.0059762,0.0063864,14,46
0.0031288,0.0043171,0.0045132,14,46
0.0050835,0.0096933,0.010636,14,46
0.0070079,0.0080257,0.0088411,14,46
0.0039587,0.0068067,0.0063619,14,46
0.0034082,0.004053,0.0043717,14,46
0.0027204,0.0036763,0.0041966,14,46
0.0037676,0.0040114,0.0043513,14,46
0.003422,0.0048298,0.0045932,14,46
0.0033074,0.0072525,0.0073986,14,46
0.0041893,0.0086863,0.0086197,14,46
0.0053883,0.008138,0.0090091,14,46
0.0042972,0.0058708,0.007,14,46
0.0030633,0.0038293,0.0036818,14,46
0.0032457,0.0037558,0.0046191,14,46
0.0054556,0.0093539,0.011557,14,46
0.0035541,0.014913,0.013266,14,46
0.0035605,0.0092228,0.014062,14,46
0.0051126,0.0092616,0.0089377,14,46
0.0046797,0.007062,0.0072279,14,46
0.0026167,0.0039762,0.004035,14,46
0.0040242,0.0059828,0.0066434,14,46
0.0038843,0.0079278,0.0079924,14,46
0.0039174,0.0054645,0.0059796,14,46
0.0034788,0.00444,0.0050097,14,46
0.0034756,0.0054909,0.005462,14,46
0.005955,0.0094468,0.0092436,14,46
0.0032009,0.0078567,0.0081742,14,46
0.0042008,0.0077566,0.0085373,14,46
0.0028472,0.0070945,0.0084844,14,46
0.0026317,0.0051018,0.0056859,14,46
0.003631,0.0087265,0.010152,14,46
0.0037617,0.0056478,0.0058247,14,46
0.0041033,0.0061107,0.0061423,14,46
0.0027292,0.004382,0.004337,14,46
0.0029315,0.0044349,0.005069,14,46
0.0042653,0.0066835,0.0077122,14,46
0.0054223,0.0062389,0.0068754,14,46
0.0037704,0.0038996,0.0044504,14,46
0.0028974,0.0037395,0.0046415,14,46
0.0038419,0.0063971,0.0081173,14,46
0.0055614,0.0088697,0.0087289,14,46
0.0036303,0.0057335,0.0049916,14,46
0.0031963,0.004391,0.004098,14,46
0.0056329,0.0059484,0.0068272,14,46
0.0033792,0.0035076,0.003903,14,46
0.0026238,0.0030838,0.0034847,14,46
0.00477,0.004405,0.0041911,14,46
0.0039224,0.0048584,0.0055949,14,46
0.0032541,0.0059664,0.0058943,14,46
0.0059458,0.0076174,0.0062967,14,46
0.0035363,0.0054761,0.0064795,14,46
0.0036931,0.0040262,0.0042337,14,46
0.0036068,0.0041057,0.0043083,14,46
0.0047028,0.0071842,0.0072464,14,46
0.0036634,0.0057823,0.0058152,14,46
0.0042849,0.0076834,0.0085824,14,46
0.0022498,0.0027952,0.0026632,15,49
0.0039586,0.0057558,0.005178,15,49
0.0037519,0.0058708,0.0058118,15,49
0.011074,0.012891,0.012061,15,49
0.002692,0.0040729,0.003732,15,49
0.0028752,0.0048943,0.0044839,15,49
0.0097747,0.017564,0.014126,15,49
0.012528,0.01936,0.017992,15,49
0.0065638,0.012023,0.0089068,15,49
0.0090859,0.012774,0.010787,15,49
0.0083495,0.010348,0.0090713,15,49
0.012183,0.018502,0.015954,15,49
0.0090167,0.021683,0.016253,15,49
0.0031008,0.0043685,0.0039431,15,49
0.011015,0.01353,0.012819,15,49
0.010975,0.008022,0.0077531,15,49
0.0098775,0.013897,0.016785,15,49
0.0069448,0.0059386,0.005944,15,49
0.017225,0.015278,0.015051,15,49
0.011046,0.017433,0.010259,15,49
0.009725,0.012852,0.011353,15,49
0.0099092,0.016875,0.014169,15,49
0.0067844,0.012073,0.011463,15,49
0.0024777,0.0049288,0.0036687,15,49
0.012605,0.0179,0.015717,15,49
0.0054476,0.0099342,0.0078125,15,49
0.005263,0.0085082,0.0068998,15,49
0.0052168,0.0076625,0.0069761,15,49
0.0076234,0.015694,0.011244,15,49
0.0081848,0.013415,0.010336,15,49
0.010385,0.018676,0.013673,15,49
0.0059917,0.0085957,0.0079868,15,49
0.0031017,0.0045606,0.004052,15,49
0.012677,0.011784,0.028417,15,49
0.014107,0.021066,0.019637,15,49
0.013265,0.017578,0.023069,15,49
0.0069472,0.012661,0.011592,15,49
0.010007,0.017766,0.013526,15,49
0.0073261,0.014585,0.010302,15,49
0.005458,0.0089329,0.0085691,15,49
0.006148,0.010278,0.01894,15,49
0.0052247,0.0074916,0.0071609,15,49
0.0061876,0.0091717,0.0090907,15,49
0.00493,0.0074147,0.01012,15,49
0.0058083,0.010376,0.0095297,15,49
0.0049155,0.0078655,0.0084569,15,49
0.0049945,0.0082579,0.0076035,15,49
0.0030094,0.0042933,0.0046099,15,49
0.0072601,0.0086611,0.0073316,15,49
0.0030626,0.0045498,0.0041503,15,49
0.0026129,0.0042381,0.0035526,15,49
0.0094974,0.010919,0.011478,15,49
0.0074079,0.0099278,0.0099146,15,49
0.0059365,0.0087544,0.0074108,15,49
0.004503,0.0067422,0.0060876,15,49
0.0054202,0.0079207,0.0079762,15,49
0.0042845,0.0062761,0.0056527,15,49
0.0053942,0.009125,0.0078788,15,49
0.0082997,0.011523,0.011306,15,49
0.0040023,0.0056476,0.0050663,15,49
0.012386,0.01607,0.01367,15,49
0.0029808,0.0055101,0.0045214,15,49
0.002468,0.0052392,0.0040168,15,49
0.0024939,0.0039069,0.0035291,15,49
0.0059052,0.007768,0.0077052,15,49
0.003745,0.0049723,0.0046108,15,49
0.0042458,0.005617,0.0057848,15,49
0.0080645,0.019469,0.013217,15,49
0.0024798,0.0041956,0.0038738,15,49
0.0027537,0.0055368,0.0044913,15,49
0.0024733,0.0041619,0.0033993,15,49
0.0025518,0.0044369,0.0040029,15,49
0.0041079,0.0051497,0.004668,15,49
0.0053441,0.0083445,0.0081224,15,49
0.0092149,0.016237,0.01231,15,49
0.010779,0.01873,0.012005,15,49
0.0075863,0.014965,0.010727,15,49
0.0030683,0.004113,0.0041265,15,49
0.0030874,0.0045029,0.0039647,15,49
0.002493,0.004686,0.0039252,15,49
0.0036895,0.0070288,0.005963,15,49
0.0041596,0.0063247,0.0061924,15,49
0.0025281,0.0041737,0.0035878,15,49
0.0056349,0.006387,0.007546,15,49
0.0090731,0.018122,0.016068,15,49
0.0048838,0.0080979,0.007421,15,49
0.0061783,0.0098947,0.0085674,15,49
0.0079653,0.016712,0.012182,15,49
0.0075345,0.011629,0.01049,15,49
0.0025687,0.0038521,0.0036206,15,49
0.0030591,0.0047729,0.0037842,15,49
0.0026756,0.0041911,0.0038404,15,49
0.0022991,0.0034577,0.0032943,15,49
0.0098971,0.014322,0.011888,15,49
0.0086439,0.014928,0.010958,15,49
0.0083784,0.015798,0.010924,15,49
0.0091161,0.01569,0.011613,15,49
0.0094595,0.015964,0.012712,15,49
0.0051133,0.0071726,0.0063742,15,49
0.008501,0.015392,0.013208,15,49
0.0021818,0.0034431,0.0032674,15,49
0.0027908,0.0053647,0.0041471,15,49
0.0030487,0.0044509,0.004445,15,49
0.0026294,0.0041856,0.0035355,15,49
0.0034963,0.0050525,0.004409,15,49
0.0026624,0.0042956,0.003854,15,49
0.0094035,0.013095,0.0111,15,49
0.01009,0.010322,0.0076727,15,49
0.0074376,0.0089006,0.0073165,15,49
0.0086414,0.011836,0.01027,15,49
0.0083314,0.010356,0.0094648,15,49
0.0023107,0.0031698,0.0028847,15,49
0.0025584,0.0035802,0.0037035,15,49
0.0025615,0.0055684,0.0050718,15,49
0.0025212,0.0054026,0.004597,15,49
0.0024678,0.0050869,0.0039533,15,49
0.009221,0.016605,0.014425,15,49
0.0082855,0.014422,0.012064,15,49
0.0023138,0.003255,0.0029122,15,49
0.0024699,0.0047084,0.0038309,15,49
0.0071645,0.012485,0.0096744,15,49
0.0068781,0.012523,0.008655,15,49
0.0084449,0.012567,0.011577,15,49
0.0074075,0.0087082,0.0075029,15,49
0.0023668,0.0037373,0.0034842,15,49
0.0093337,0.016908,0.013105,15,49
0.0085756,0.013278,0.011639,15,49
0.0080557,0.012807,0.010464,15,49
0.0081467,0.012196,0.0097824,15,49
0.0071403,0.010986,0.0084593,15,49
0.010216,0.016228,0.012989,15,49
0.010827,0.01751,0.01418,15,49
0.0049494,0.0075885,0.0059725,15,49
0.0042388,0.0059548,0.0060227,15,49
0.0022539,0.0032905,0.0029263,15,49
0.015747,0.017436,0.021535,16,49
0.0080766,0.0074909,0.011635,16,49
0.012189,0.010127,0.013498,16,49
0.011197,0.0093683,0.012974,16,49
0.0078872,0.0070583,0.010064,16,49
0.0079547,0.0066244,0.0088799,16,49
0.0072233,0.010126,0.013206,16,49
0.0038987,0.0055955,0.014103,16,49
0.0088861,0.010326,0.013496,16,49
0.014607,0.013979,0.018539,16,49
0.0037675,0.0080642,0.013938,16,49
0.01347,0.021824,0.028165,16,49
0.0066372,0.012655,0.016039,16,49
0.0064214,0.0062397,0.007691,16,49
0.0095148,0.0086208,0.010885,16,49
0.01016,0.009588,0.011198,16,49
0.0052897,0.010962,0.015762,16,49
0.0019384,0.0040331,0.0099741,16,49
0.0030607,0.0079081,0.0098764,16,49
0.0041105,0.0069086,0.010046,16,49
0.0039913,0.0066397,0.0087271,16,49
0.0062019,0.0085236,0.01118,16,49
0.0053839,0.0073176,0.0099822,16,49
0.0087294,0.011367,0.013139,16,49
0.0092237,0.0099019,0.014388,16,49
0.0031626,0.0063344,0.008214,16,49
0.003582,0.0047799,0.0077452,16,49
0.0085441,0.0088933,0.011654,16,49
0.0016743,0.0018036,0.0021908,16,49
0.0087563,0.0099179,0.011476,16,49
0.0013169,0.0014969,0.0017777,16,49
0.0024226,0.00305,0.0039946,16,49
0.0016209,0.0027939,0.0032578,16,49
0.0040775,0.0046866,0.0055388,16,49
0.0016748,0.002816,0.002887,16,49
0.0027809,0.0025057,0.002598,16,49
0.0024861,0.008385,0.0078681,16,49
0.0025179,0.0030644,0.0034994,16,49
0.0024314,0.0031952,0.0061338,16,49
0.002349,0.002755,0.0038,16,49
0.0014688,0.0020766,0.0022948,16,49
0.0025245,0.0024801,0.0032045,16,49
0.0023951,0.0033744,0.0043057,16,49
0.0031769,0.0089414,0.0087891,16,49
0.0086497,0.0085912,0.010703,16,49
0.0069675,0.0052434,0.0066707,16,49
0.010999,0.0087181,0.012652,16,49
0.0089818,0.0078728,0.010429,16,49
0.011,0.0099782,0.013474,16,49
0.0041729,0.0069654,0.0088421,16,49
0.0055931,0.0064567,0.0091402,16,49
0.0063083,0.0076838,0.01026,16,49
0.0023505,0.0044346,0.0063721,16,49
0.0046475,0.0050277,0.0081642,16,49
0.0054993,0.0057356,0.0075408,16,49
0.0038722,0.0047304,0.0065454,16,49
0.0072064,0.0078938,0.010752,16,49
0.0035641,0.0038619,0.0051885,16,49
0.0071299,0.0092125,0.014988,16,49
0.0045637,0.0052725,0.010222,16,49
0.0022893,0.0026145,0.003403,16,49
0.0027682,0.0038492,0.0049521,16,49
0.010856,0.0089591,0.012731,16,49
0.0094619,0.010367,0.014688,16,49
0.0016541,0.0024871,0.0027129,16,49
0.001625,0.002002,0.0025046,16,49
0.0025992,0.0033839,0.0034653,16,49
0.0066857,0.0035293,0.0043479,16,49
0.0030868,0.0043198,0.005033,16,49
0.0023522,0.0029117,0.0034459,16,49
0.0035048,0.002983,0.0037721,16,49
0.0021402,0.0026864,0.003452,16,49
0.0028545,0.0032415,0.0051391,16,49
0.003699,0.0053367,0.0070719,16,49
0.0016637,0.0023011,0.0041364,16,49
0.0034067,0.0057483,0.0055513,16,49
0.003999,0.003856,0.0050502,16,49
0.0026352,0.0062278,0.0092882,16,49
0.0044435,0.0053057,0.0068285,16,49
0.0051509,0.0054098,0.0099271,16,49
0.0038445,0.0061684,0.0082284,16,49
0.0021397,0.0039274,0.005071,16,49
0.004582,0.0074234,0.0088203,16,49
0.0039154,0.0052006,0.0056585,16,49
0.0080739,0.0088253,0.012089,16,49
0.0016185,0.0021785,0.0028882,16,49
0.0015404,0.0019507,0.0025412,16,49
0.002155,0.0023646,0.0029221,16,49
0.0068308,0.0041674,0.0068922,16,49
0.0044816,0.0092591,0.0068688,16,49
0.0097239,0.0089948,0.011679,16,49
0.0046358,0.0090659,0.013576,16,49
0.0036772,0.0049422,0.0073846,16,49
0.0038334,0.0041,0.0064461,16,49
0.005784,0.0084802,0.012463,16,49
0.0038951,0.0066238,0.0085031,16,49
0.0031114,0.0050263,0.0158,16,49
0.0060475,0.0078111,0.011665,16,49
0.0047354,0.0050796,0.0057652,16,49
0.0068384,0.0068916,0.010083,16,49
0.0047705,0.0070194,0.010181,16,49
0.0051175,0.0060946,0.0085869,16,49
0.0046172,0.0055506,0.0080247,16,49
0.0056004,0.0047139,0.007222,16,49
0.0054805,0.0056957,0.008894,16,49
0.0035589,0.0047228,0.0092616,16,49
0.0027736,0.00476,0.0089216,16,49
0.0037696,0.0061958,0.0076927,16,49
0.0023734,0.0034683,0.0071279,16,49
0.00241,0.0032911,0.0061782,16,49
0.0016893,0.0032876,0.0066606,16,49
0.0067969,0.0094629,0.012117,16,49
0.0058463,0.0067857,0.0097456,16,49
0.0014433,0.0017715,0.0040717,16,49
0.0024759,0.0059503,0.0079648,16,49
0.0040931,0.0060103,0.0091694,16,49
0.0014067,0.0024549,0.0036884,16,49
0.0023673,0.0027668,0.0039297,16,49
0.0014936,0.0027569,0.0034458,16,49
0.0049933,0.0058297,0.0076775,16,49
0.0047537,0.0054698,0.0065663,16,49
0.0013482,0.0019973,0.0047913,16,49
0.0025819,0.0038562,0.0068695,16,49
0.0027565,0.0032268,0.0049086,16,49
0.010949,0.010707,0.014839,16,49
0.0025259,0.0030191,0.0037032,16,49
0.0015354,0.0022371,0.0032783,16,49
0.0018567,0.0026975,0.0029884,16,49
0.0015614,0.0026434,0.0077772,16,49
0.0017535,0.0026277,0.0021015,16,49
0.0035741,0.0037382,0.0055993,16,49
0.0047457,0.0047309,0.0058532,16,49
0.0031587,0.0040942,0.004782,16,49
0.0026023,0.002877,0.0037116,16,49
0.001832,0.0022615,0.0028218,16,49
0.0019662,0.002521,0.0029166,16,49
0.0045952,0.0042251,0.0063118,16,49
0.0021376,0.0033144,0.005243,16,49
0.0065371,0.0067239,0.0074425,16,49
0.0033851,0.0040365,0.0072325,16,49
0.0042061,0.0050743,0.007186,16,49
0.0044061,0.0068683,0.011429,16,49
0.0017579,0.0027321,0.0048562,16,49
0.0017741,0.002678,0.0047518,16,49
0.0023115,0.0043773,0.0049994,16,49
0.0020286,0.0026996,0.0033559,16,49
0.0028472,0.0040845,0.0056547,16,49
0.0048668,0.006166,0.009459,16,49
0.001122,0.0015391,0.0033377,16,49
0.0029876,0.0028467,0.0067993,16,49
0.0094235,0.00879,0.011386,16,49
0.0012555,0.0017931,0.002264,16,49
0.0031779,0.0032861,0.0046328,16,49
0.0038844,0.0066797,0.0077042,16,49
0.0029954,0.0025874,0.0040836,16,49
0.0025782,0.0038244,0.0053794,16,49
0.002667,0.0031034,0.0052076,16,49
0.0039954,0.0050614,0.0081233,16,49
0.0039518,0.0035535,0.0059776,16,49
0.0024829,0.0025177,0.0043863,16,49
0.0023367,0.0032081,0.0054926,16,49
0.0018876,0.003043,0.0037977,16,49
0.001248,0.0023556,0.0053662,16,49
0.0019753,0.0030892,0.0050268,16,49
0.0022886,0.00295,0.0039773,16,49
0.0048893,0.0051251,0.0057829,16,49
0.0015974,0.0018642,0.0034435,16,49
0.0021787,0.0028443,0.004644,16,49
0.0010812,0.0013834,0.0021823,16,49
0.0016207,0.0021803,0.0036754,16,49
0.0028884,0.0049618,0.0071475,16,49
0.0011711,0.0013797,0.0019175,16,49
0.0012868,0.0015898,0.0032362,16,49
0.0016007,0.0017689,0.0024306,16,49
0.0048455,0.0063563,0.0074349,16,49
0.0013822,0.0029137,0.0038275,16,49
0.0019187,0.0043608,0.0065861,16,49
0.0099105,0.0056971,0.0081179,16,49
0.019242,0.029863,0.029952,17,49
0.0036331,0.011375,0.0047069,17,49
0.0064903,0.016392,0.0090762,17,49
0.015019,0.025387,0.022764,17,49
0.014235,0.016542,0.012831,17,49
0.0061562,0.017026,0.0080978,17,49
0.015832,0.021171,0.018362,17,49
0.0051557,0.023232,0.0082816,17,49
0.0079931,0.017392,0.0099432,17,49
0.010089,0.017308,0.010374,17,49
0.0059358,0.011891,0.0071569,17,49
0.0091741,0.0098119,0.0081235,17,49
0.0063742,0.0073503,0.0065016,17,49
0.0048828,0.011195,0.0056902,17,49
0.0094587,0.029877,0.012911,17,49
0.015655,0.024964,0.021839,17,49
0.0070533,0.013897,0.011114,17,49
0.0048343,0.0074161,0.0040033,17,49
0.0028996,0.0041874,0.0031337,17,49
0.0030273,0.0040674,0.003522,17,49
0.0057264,0.0036371,0.0038334,17,49
0.0059431,0.0092979,0.0067982,17,49
0.0075718,0.010617,0.0066727,17,49
0.010053,0.016946,0.013687,17,49
0.010152,0.0088757,0.0087859,17,49
0.0056673,0.011693,0.0065424,17,49
0.016705,0.026274,0.026998,17,49
0.007969,0.023787,0.010157,17,49
0.0054484,0.0099487,0.014593,17,49
0.0059151,0.016909,0.01008,17,49
0.0094626,0.022074,0.01445,17,49
0.013969,0.010393,0.01197,17,49
0.015219,0.020506,0.016272,17,49
0.0048413,0.0078405,0.0052679,17,49
0.017009,0.029887,0.02422,17,49
0.0054785,0.017143,0.0065406,17,49
0.01317,0.016678,0.016267,17,49
0.0043517,0.0049401,0.0052454,17,49
0.0056878,0.016812,0.01017,17,49
0.0059337,0.010369,0.0075721,17,49
0.018129,0.023257,0.024368,17,49
0.0079283,0.01792,0.017237,17,49
0.0035179,0.007364,0.0053304,17,49
0.006103,0.018883,0.01468,17,49
0.0031522,0.0070797,0.003788,17,49
0.0031601,0.005734,0.0035917,17,49
0.0025779,0.0067142,0.0034987,17,49
0.0063613,0.0087605,0.007588,17,49
0.01004,0.021277,0.016707,17,49
0.0052903,0.021559,0.0098691,17,49
0.01397,0.018692,0.017322,17,49
0.011081,0.020716,0.016532,17,49
0.003734,0.017605,0.0078093,17,49
0.0063984,0.01558,0.011733,17,49
0.0050208,0.009484,0.0059558,17,49
0.0035027,0.013399,0.00492,17,49
0.0089485,0.017918,0.014431,17,49
0.0031493,0.014347,0.0053287,17,49
0.0035111,0.0087952,0.0047664,17,49
0.0048878,0.0074105,0.006064,17,49
0.0033484,0.0044333,0.0038684,17,49
0.0064054,0.0061737,0.0063759,17,49
0.0060263,0.0083255,0.0072906,17,49
0.003298,0.01076,0.0058603,17,49
0.0034487,0.0048976,0.0036754,17,49
0.0029258,0.0043465,0.003457,17,49
0.003861,0.0050287,0.0042355,17,49
0.0037458,0.0046982,0.0041493,17,49
0.0067182,0.017213,0.010963,17,49
0.0054616,0.016364,0.010987,17,49
0.0039367,0.0069373,0.0048217,17,49
0.0035091,0.010948,0.0054435,17,49
0.004904,0.013003,0.0078945,17,49
0.030588,0.02351,0.037087,17,49
0.0046784,0.0077063,0.006429,17,49
0.0041537,0.0090838,0.0092284,17,49
0.0046414,0.0059881,0.0048783,17,49
0.0038349,0.0070031,0.004664,17,49
0.0036248,0.0057139,0.0044649,17,49
0.0036499,0.006735,0.0040617,17,49
0.0040513,0.0069249,0.0054538,17,49
0.0083841,0.010423,0.013863,17,49
0.016556,0.02466,0.025346,17,49
0.0065033,0.010135,0.0073717,17,49
0.016593,0.01421,0.015106,17,49
0.0031917,0.0047918,0.0036235,17,49
0.0030201,0.0066648,0.0038353,17,49
0.0040264,0.0049161,0.0042452,17,49
0.007939,0.015215,0.0099969,17,49
0.0061517,0.0088715,0.0079022,17,49
0.0047065,0.011128,0.0072917,17,49
0.0088655,0.012848,0.014731,17,49
0.012504,0.022371,0.020027,17,49
0.0050364,0.012466,0.0067517,17,49
0.003883,0.0065561,0.0051278,17,49
0.0097015,0.0056045,0.0071168,17,49
0.0041578,0.0069384,0.0049566,17,49
0.0053553,0.014853,0.0086882,17,49
0.0036075,0.0052891,0.0032422,17,49
0.0040977,0.012474,0.0057128,17,49
0.015085,0.011334,0.013063,17,49
0.014222,0.013903,0.012515,17,49
0.011921,0.017419,0.018386,17,49
0.0072984,0.01019,0.0079578,17,49
0.0091889,0.011655,0.011659,17,49
0.0035913,0.0056637,0.0042392,17,49
0.0037757,0.006654,0.0046718,17,49
0.0031899,0.0073066,0.0039122,17,49
0.0068012,0.0083551,0.0072885,17,49
0.0040122,0.0055642,0.0040263,17,49
0.0036805,0.0050949,0.0041671,17,49
0.0033314,0.0058655,0.0041052,17,49
0.0034449,0.0075297,0.0049333,17,49
