f,s,c,ibrain,stage
0.014744,0.011383,0.016695,6,46
0.0053723,0.01415,0.01352,6,46
0.0087394,0.013054,0.011225,6,46
0.010246,0.015174,0.014961,6,46
0.0081869,0.011956,0.012819,6,46
0.0068835,0.013551,0.011679,6,46
0.0069634,0.011112,0.01018,6,46
0.015096,0.01822,0.019526,6,46
0.0096315,0.00883,0.0093261,6,46
0.0054628,0.0091672,0.0064272,6,46
0.0054269,0.0087499,0.0098566,6,46
0.0052718,0.010895,0.0085285,6,46
0.0043355,0.0077664,0.0071464,6,46
0.0039028,0.0066557,0.0066823,6,46
0.0084089,0.012688,0.011649,6,46
0.0078245,0.013468,0.011758,6,46
0.0032225,0.0054762,0.0041419,6,46
0.0045376,0.0077192,0.0052727,6,46
0.0051545,0.0098059,0.0081196,6,46
0.0056863,0.0097777,0.0090163,6,46
0.0071845,0.014412,0.01254,6,46
0.004545,0.011906,0.010038,6,46
0.0079724,0.023692,0.019848,6,46
0.0052025,0.0294,0.021766,6,46
0.0056041,0.013925,0.0099129,6,46
0.0039165,0.015435,0.01138,6,46
0.0035534,0.0070048,0.0053011,6,46
0.0037982,0.0079178,0.0045872,6,46
0.0040733,0.010729,0.0064972,6,46
0.0046739,0.013443,0.0086521,6,46
0.016378,0.018318,0.020166,6,46
0.015019,0.020068,0.016006,6,46
0.0051556,0.010298,0.0084266,6,46
0.0089475,0.018153,0.012915,6,46
0.0045311,0.0081105,0.0066279,6,46
0.0057326,0.010652,0.0089706,6,46
0.0047559,0.0094132,0.0071537,6,46
0.0048293,0.010906,0.0081022,6,46
0.0045628,0.009048,0.0069139,6,46
0.012366,0.013533,0.011174,6,46
0.0045376,0.0092122,0.0050862,6,46
0.0052541,0.010462,0.0074298,6,46
0.0033827,0.0050854,0.0052178,6,46
0.0039489,0.0059655,0.0040809,6,46
0.0034207,0.004346,0.004975,6,46
0.0031604,0.0040434,0.0033469,6,46
0.004935,0.0075948,0.0060889,6,46
0.0046919,0.0097748,0.0063466,6,46
0.006861,0.010393,0.0087857,6,46
0.0041321,0.0075454,0.0057281,6,46
0.0053974,0.0096447,0.0081331,6,46
0.004352,0.0077152,0.0055301,6,46
0.0047776,0.0068007,0.0067993,6,46
0.0025699,0.0043214,0.0030215,6,46
0.0028625,0.0030197,0.0038806,6,46
0.0031345,0.0039852,0.0037055,6,46
0.0033919,0.0040312,0.0048022,6,46
0.0071895,0.014458,0.0070467,6,46
0.005907,0.0097422,0.0058626,6,46
0.0072086,0.018336,0.011156,6,46
0.0064458,0.01554,0.012202,6,46
0.0041334,0.007034,0.0045699,6,46
0.0043023,0.011325,0.0070854,6,46
0.0033933,0.0057783,0.0045748,6,46
0.003668,0.006045,0.0044807,6,46
0.0036613,0.0067031,0.0048318,6,46
0.0071319,0.010129,0.0098972,6,46
0.0049391,0.010465,0.008444,6,46
0.0037624,0.0060549,0.0047531,6,46
0.0024216,0.0035416,0.0029468,6,46
0.0029665,0.0046918,0.003816,6,46
0.0025919,0.0047863,0.0039472,6,46
0.0060825,0.0092204,0.0074654,6,46
0.003751,0.0067364,0.0072662,6,46
0.005946,0.0080265,0.0070353,6,46
0.0047695,0.0087794,0.0074373,6,46
0.0028065,0.0038444,0.0040231,6,46
0.0048513,0.0067583,0.0068678,6,46
0.0048004,0.0084086,0.0074398,6,46
0.0077287,0.010041,0.01091,6,46
0.00905,0.012331,0.012654,6,46
0.0029115,0.0037898,0.0033825,6,46
0.0056633,0.0092022,0.0090874,6,46
0.0033208,0.003911,0.0040636,6,46
0.0038865,0.006925,0.005447,6,46
0.0037182,0.0043205,0.0050292,6,46
0.0060897,0.0092304,0.0063789,6,46
0.0055189,0.0062792,0.0079873,6,46
0.0064222,0.011783,0.010166,6,46
0.0062917,0.010265,0.0091891,6,46
0.0045856,0.010061,0.0064255,6,46
0.0061091,0.010821,0.010169,6,46
0.013549,0.018863,0.018478,7,46
0.0049268,0.0096845,0.010444,7,46
0.0099681,0.018939,0.019896,7,46
0.0081272,0.013709,0.013436,7,46
0.0064156,0.0093361,0.010878,7,46
0.0043335,0.014461,0.014707,7,46
0.0080103,0.011547,0.013746,7,46
0.0056392,0.0075926,0.0064574,7,46
0.0043822,0.0089293,0.0075678,7,46
0.0055903,0.0072177,0.0072477,7,46
0.0067829,0.00898,0.01091,7,46
0.010363,0.018398,0.019146,7,46
0.0061845,0.0070151,0.0077699,7,46
0.010347,0.013917,0.015228,7,46
0.0084124,0.011918,0.012219,7,46
0.0062608,0.0083313,0.0092432,7,46
0.0049526,0.0072756,0.0078296,7,46
0.0048974,0.009119,0.0093319,7,46
0.009126,0.016579,0.015764,7,46
0.0055397,0.0082415,0.0086791,7,46
0.0098991,0.019887,0.018266,7,46
0.015119,0.019023,0.018239,7,46
0.020996,0.026382,0.02489,7,46
0.0073917,0.0079919,0.0086924,7,46
0.0080863,0.0097261,0.010144,7,46
0.0040155,0.0061518,0.0070259,7,46
0.0046446,0.0072425,0.0076245,7,46
0.006606,0.011694,0.012348,7,46
0.0036361,0.0053861,0.0061963,7,46
0.0042953,0.010179,0.0098213,7,46
0.0056206,0.012275,0.011642,7,46
0.0097358,0.016205,0.016696,7,46
0.0066735,0.01462,0.012056,7,46
0.0097166,0.01558,0.016615,7,46
0.0075394,0.0091416,0.010317,7,46
0.0077701,0.014213,0.014312,7,46
0.0061751,0.0091012,0.01001,7,46
0.011696,0.015917,0.01413,7,46
0.010331,0.014549,0.013766,7,46
0.012728,0.011049,0.012946,7,46
0.0091232,0.015818,0.016852,7,46
0.0032298,0.0032815,0.0041844,7,46
0.004716,0.0051701,0.0060181,7,46
0.0067537,0.0065732,0.0066622,7,46
0.0035317,0.0035674,0.0039417,7,46
0.0061935,0.0079148,0.0094165,7,46
0.0078647,0.0070896,0.0076188,7,46
0.003403,0.0037771,0.0035141,7,46
0.0030656,0.0036022,0.0036364,7,46
0.0032246,0.0040469,0.0038174,7,46
0.004129,0.004655,0.0050888,7,46
0.0041309,0.0053355,0.0058755,7,46
0.0025857,0.0031357,0.0034628,7,46
0.0029527,0.0036891,0.0037157,7,46
0.003702,0.0039023,0.0042302,7,46
0.0061407,0.0053753,0.0052807,7,46
0.0035246,0.0036104,0.0038995,7,46
0.0025313,0.0027318,0.0036091,7,46
0.003576,0.003149,0.003713,7,46
0.002235,0.0023449,0.0032275,7,46
0.007132,0.011575,0.01145,7,46
0.0064067,0.0099307,0.010209,7,46
0.0083203,0.01075,0.011278,7,46
0.0031882,0.0035773,0.0033787,7,46
0.0028281,0.0036097,0.0045083,7,46
0.0086959,0.016501,0.014953,7,46
0.0051204,0.01382,0.013699,7,46
0.0049166,0.0076736,0.0071615,7,46
0.0061052,0.007409,0.0082212,7,46
0.010892,0.013366,0.015314,7,46
0.010128,0.020515,0.016746,7,46
0.0026199,0.0025748,0.0031982,7,46
0.0061492,0.0077811,0.0080615,7,46
0.0029205,0.0025091,0.0033025,7,46
0.0025181,0.0027173,0.0027984,7,46
0.0025516,0.0028178,0.0032818,7,46
0.0048887,0.0059483,0.0057023,7,46
0.008412,0.011163,0.010943,7,46
0.0040419,0.0037395,0.0049854,7,46
0.0079963,0.011993,0.011517,7,46
0.0033903,0.0036249,0.0038332,7,46
0.0030245,0.0024923,0.00267,7,46
0.0075553,0.012575,0.013071,7,46
0.0029475,0.0044869,0.0045093,7,46
0.0026929,0.0030547,0.0033605,7,46
0.0040754,0.0056018,0.0060204,7,46
0.0024682,0.0025393,0.0029495,7,46
0.0022717,0.0025428,0.0028968,7,46
0.0064318,0.0092892,0.0097512,7,46
0.0035496,0.0051492,0.0053157,7,46
0.0040656,0.0069128,0.0072621,7,46
0.010021,0.018433,0.01516,7,46
0.0041816,0.0070668,0.0071871,7,46
0.0060963,0.01257,0.012935,7,46
0.0034188,0.0060073,0.0062863,7,46
0.0032024,0.0041315,0.0048985,7,46
0.0033988,0.0060257,0.0065882,7,46
0.0058739,0.0097637,0.010769,7,46
0.0056517,0.0078307,0.0092958,7,46
0.0061024,0.0086603,0.0089751,7,46
0.0042742,0.0087485,0.0095875,7,46
0.0024035,0.0025722,0.0029229,7,46
0.0083544,0.019534,0.018343,7,46
0.0064705,0.013341,0.014322,7,46
0.0044177,0.0036244,0.0038355,7,46
0.0055273,0.010715,0.01228,7,46
0.0033827,0.0076545,0.0090255,7,46
0.0032915,0.0047578,0.0055088,7,46
0.0031392,0.0049605,0.0057427,7,46
0.0037032,0.00604,0.0067122,7,46
0.0046205,0.0056629,0.0057925,7,46
0.0059228,0.0083489,0.0091775,7,46
0.0022048,0.0022334,0.0024619,7,46
0.0023579,0.0025073,0.0026876,7,46
0.0040817,0.0046787,0.0049139,7,46
0.0044805,0.0060949,0.0059504,7,46
0.0048818,0.0070355,0.0065534,7,46
0.008167,0.015569,0.015304,7,46
0.0060684,0.0087758,0.0092258,7,46
0.0057543,0.0098371,0.0092299,7,46
0.0060243,0.010201,0.010423,7,46
0.0048158,0.010278,0.0096601,7,46
0.0063082,0.0073348,0.0089682,7,46
0.0051832,0.0093256,0.0073351,7,46
0.0022384,0.0021709,0.0027852,7,46
0.0034645,0.0084839,0.0088572,7,46
0.005307,0.009106,0.0090245,7,46
0.0076476,0.012489,0.012759,7,46
0.0056247,0.0076092,0.0083339,7,46
0.0057823,0.010492,0.01084,7,46
0.0043539,0.0062717,0.0062799,7,46
0.0062306,0.0079142,0.0094996,7,46
0.0031443,0.0035573,0.0038356,7,46
0.012059,0.015117,0.015458,8,46
0.0077588,0.013857,0.01183,8,46
0.009638,0.0088117,0.0082177,8,46
0.0046043,0.014622,0.011325,8,46
0.0050324,0.0072289,0.0071919,8,46
0.0063298,0.014197,0.013255,8,46
0.0028157,0.0033157,0.0030557,8,46
0.0039975,0.011823,0.0070205,8,46
0.0040894,0.018578,0.012812,8,46
0.0073954,0.013666,0.011562,8,46
0.0065909,0.017147,0.015145,8,46
0.004369,0.014873,0.012678,8,46
0.003813,0.019792,0.011788,8,46
0.0044452,0.014499,0.010926,8,46
0.0079404,0.018615,0.016689,8,46
0.0075348,0.016153,0.01394,8,46
0.010853,0.013533,0.011043,8,46
0.0072027,0.013027,0.011217,8,46
0.0038393,0.0097966,0.0082112,8,46
0.0056946,0.011587,0.0097778,8,46
0.0051682,0.015237,0.012384,8,46
0.0070199,0.011764,0.0098334,8,46
0.0078902,0.013065,0.011458,8,46
0.0092037,0.013415,0.012339,8,46
0.0079674,0.013863,0.012042,8,46
0.0070076,0.012979,0.010597,8,46
0.0070485,0.014768,0.011825,8,46
0.002497,0.0098927,0.0066684,8,46
0.002797,0.0092508,0.0079724,8,46
0.0046739,0.0082602,0.0073475,8,46
0.0057513,0.010514,0.009722,8,46
0.0022351,0.0036527,0.0030473,8,46
0.0053543,0.0088847,0.0090107,8,46
0.0027509,0.0052231,0.0039218,8,46
0.0066216,0.016878,0.013283,8,46
0.0060061,0.014657,0.012503,8,46
0.0039698,0.010241,0.0086235,8,46
0.0030645,0.010238,0.0070142,8,46
0.0030211,0.006776,0.0043689,8,46
0.0040375,0.0088859,0.0082229,8,46
0.0046844,0.01194,0.0077462,8,46
0.0041994,0.0085001,0.00658,8,46
0.0035727,0.0092937,0.0068634,8,46
0.0079391,0.0143,0.011703,8,46
0.0045211,0.0063304,0.0061956,8,46
0.0085669,0.015265,0.013237,8,46
0.005622,0.0095568,0.0084146,8,46
0.010234,0.013146,0.013404,8,46
0.0067941,0.010928,0.0092484,8,46
0.0079709,0.012418,0.010253,8,46
0.0060457,0.011453,0.0099574,8,46
0.0019,0.002521,0.0023876,8,46
0.00767,0.012588,0.011862,8,46
0.0070026,0.010232,0.0095442,8,46
0.0051328,0.0093926,0.0078603,8,46
0.0055926,0.0069887,0.0064101,8,46
0.0061749,0.0086749,0.0079825,8,46
0.0063233,0.0096063,0.0079044,8,46
0.0057028,0.0077222,0.0064349,8,46
0.0050622,0.0073739,0.0067059,8,46
0.0063447,0.011562,0.010301,8,46
0.0051123,0.008402,0.0063231,8,46
0.0036459,0.0053481,0.0044557,8,46
0.0029694,0.0037107,0.0033998,8,46
0.0079085,0.010777,0.00943,8,46
0.005047,0.0064238,0.0058284,8,46
0.0018275,0.0026178,0.002652,8,46
0.0046295,0.0070016,0.005793,8,46
0.0016928,0.0019917,0.00192,8,46
0.0019971,0.0030733,0.0025669,8,46
0.0032855,0.0057805,0.0049443,8,46
0.0042448,0.014544,0.010735,8,46
0.0036323,0.0081176,0.0065572,8,46
0.0031507,0.0042909,0.0036952,8,46
0.0043477,0.0069662,0.0056121,8,46
0.0036135,0.0083323,0.0068109,8,46
0.0027925,0.0042943,0.0034247,8,46
0.0018745,0.0025509,0.0022091,8,46
0.0035055,0.0054712,0.0044404,8,46
0.0018815,0.0019826,0.0020684,8,46
0.0040813,0.01044,0.0088867,8,46
0.0060514,0.01518,0.0082521,8,46
0.0066646,0.012757,0.0098327,8,46
0.003694,0.0068579,0.0056134,8,46
0.0033523,0.0055828,0.0045993,8,46
0.0032273,0.0047098,0.0039695,8,46
0.0054527,0.0062822,0.0057744,8,46
0.0026837,0.0034254,0.0030569,8,46
0.0022028,0.0027506,0.0025158,8,46
0.0075537,0.013548,0.011321,8,46
0.0035946,0.0095945,0.0074361,8,46
0.0080229,0.011081,0.013872,8,46
0.003701,0.005453,0.0058342,8,46
0.0028777,0.0040614,0.0037048,8,46
0.0048097,0.0065816,0.0065757,8,46
0.0049765,0.0092606,0.0085699,8,46
0.0052845,0.0075066,0.0072127,8,46
0.0037424,0.0066212,0.0054859,8,46
0.0039885,0.0083708,0.0069759,8,46
0.0039202,0.0076469,0.0062556,8,46
0.0015463,0.0018543,0.0019364,8,46
0.0040397,0.0049086,0.0043465,8,46
0.005988,0.0084508,0.0079641,8,46
0.003653,0.0038194,0.0039465,8,46
0.0031108,0.0036366,0.0033416,8,46
0.0042313,0.0085507,0.0072719,8,46
0.0037219,0.0062424,0.0053811,8,46
0.0026233,0.0056575,0.0044772,8,46
0.0022258,0.0030691,0.0028071,8,46
0.0024766,0.0034331,0.0029842,8,46
0.0016902,0.0020897,0.0018782,8,46
0.0049575,0.0061299,0.0052116,9,46
0.0057752,0.0066497,0.0066847,9,46
0.0046225,0.0046508,0.0045635,9,46
0.0058073,0.0059302,0.0060956,9,46
0.0057399,0.0055036,0.005705,9,46
0.0076359,0.0077077,0.0078413,9,46
0.032999,0.019611,0.018549,9,46
0.0077057,0.0077999,0.0067556,9,46
0.0049547,0.00653,0.0045957,9,46
0.0068507,0.0073414,0.0064743,9,46
0.0069963,0.0073501,0.0058051,9,46
0.0071735,0.0076627,0.0084183,9,46
0.0072475,0.0082608,0.0070074,9,46
0.0067627,0.0069901,0.0068244,9,46
0.0054577,0.0055719,0.0054633,9,46
0.0079268,0.0083301,0.0073008,9,46
0.00623,0.0053709,0.0056732,9,46
0.004243,0.0040075,0.0040724,9,46
0.0074733,0.0069038,0.0066622,9,46
0.0059238,0.0067693,0.006626,9,46
0.0067616,0.0073522,0.0074014,9,46
0.0048588,0.0052029,0.004572,9,46
0.0059947,0.0063715,0.0060107,9,46
0.0066651,0.0067421,0.0059984,9,46
0.0066947,0.0071143,0.0060996,9,46
0.0046028,0.0045977,0.0043639,9,46
0.0047027,0.0056448,0.0050875,9,46
0.0054021,0.0066569,0.0067502,9,46
0.0053852,0.0069503,0.006542,9,46
0.0056649,0.0053584,0.0054188,9,46
0.0053934,0.0064301,0.0086442,9,46
0.0055588,0.0056094,0.0045229,9,46
0.0042365,0.0053576,0.0041518,9,46
0.0056921,0.0060008,0.005247,9,46
0.0053864,0.0057104,0.0051606,9,46
0.0071025,0.0082853,0.0071744,9,46
0.005566,0.0062234,0.0051066,9,46
0.0078259,0.0083591,0.0079949,9,46
0.0046562,0.0054277,0.0060682,9,46
0.004194,0.0047593,0.0041923,9,46
0.0061742,0.0065627,0.0054488,9,46
0.0059408,0.0065801,0.0071445,9,46
0.0068824,0.0068786,0.0061111,9,46
0.00422,0.0049606,0.0041161,9,46
0.0043531,0.006221,0.0047137,9,46
0.0048295,0.0064188,0.0057949,9,46
0.004326,0.0054811,0.0057322,9,46
0.0072249,0.0082766,0.0080054,9,46
0.0055058,0.005593,0.0047652,9,46
0.0053763,0.0066229,0.0069296,9,46
0.0086683,0.0079445,0.0076657,9,46
0.0083513,0.0080657,0.0091946,9,46
0.0037038,0.0039618,0.0040147,9,46
0.0050113,0.0059744,0.0047938,9,46
0.007038,0.0072672,0.0054947,9,46
0.0049828,0.0055306,0.0056237,9,46
0.0079071,0.0069267,0.007793,9,46
0.0053709,0.0057172,0.0062169,9,46
0.0055854,0.0062066,0.0054181,9,46
0.0055276,0.005825,0.0057779,9,46
0.0044962,0.0063,0.0056137,9,46
0.0042944,0.0045196,0.0049677,9,46
0.0056515,0.0071374,0.006005,9,46
0.004382,0.0051371,0.0046095,9,46
0.0055645,0.0072337,0.0085334,9,46
0.0052811,0.0050202,0.0050579,9,46
0.0055872,0.0060133,0.0059309,9,46
0.0045879,0.0063619,0.0049722,9,46
0.0049715,0.0055724,0.004898,9,46
0.006454,0.00641,0.0052859,9,46
0.0070015,0.0071441,0.0064892,9,46
0.0073344,0.0074213,0.0072653,9,46
0.0053756,0.00498,0.0045793,9,46
0.011481,0.0076881,0.0076587,9,46
0.0059291,0.0068789,0.0054578,9,46
0.0055363,0.0064537,0.0058557,9,46
0.0054203,0.006539,0.0060185,9,46
0.0063202,0.0077141,0.0062513,9,46
0.008379,0.0078494,0.0066316,9,46
0.0072967,0.0082339,0.0081873,9,46
0.0046682,0.0048999,0.0043497,9,46
0.0066443,0.0068811,0.0075086,9,46
0.0040501,0.0044251,0.0048999,9,46
0.00614,0.0067455,0.0064998,9,46
0.0042417,0.0041492,0.0034305,10,46
0.0068499,0.0081325,0.0072313,10,46
0.005736,0.0076871,0.0066209,10,46
0.0055661,0.0063803,0.0051899,10,46
0.0040783,0.0063915,0.0045572,10,46
0.0034707,0.0033673,0.0034451,10,46
0.0058227,0.0064428,0.0052958,10,46
0.0061964,0.0073985,0.0047206,10,46
0.0054001,0.0074313,0.0062203,10,46
0.0039141,0.0050419,0.0042422,10,46
0.0076126,0.0086856,0.0081896,10,46
0.0035266,0.0037134,0.0029816,10,46
0.0053958,0.010229,0.0053511,10,46
0.0033177,0.0031412,0.00319,10,46
0.0027074,0.0029328,0.0023646,10,46
0.002616,0.0024356,0.002258,10,46
0.0032732,0.0031806,0.0029356,10,46
0.0028996,0.0042806,0.0036022,10,46
0.0029572,0.0033536,0.0029716,10,46
0.0048308,0.0063586,0.0041625,10,46
0.0093308,0.020667,0.01075,10,46
0.016602,0.035273,0.024659,10,46
0.02052,0.027411,0.012515,10,46
0.0096451,0.030007,0.008596,10,46
0.017484,0.036905,0.020775,10,46
0.0090036,0.017085,0.0081124,10,46
0.0066527,0.01291,0.0056748,10,46
0.0055564,0.019645,0.0064605,10,46
0.0099826,0.015142,0.009827,10,46
0.0052498,0.01146,0.0057001,10,46
0.0053524,0.011348,0.0053908,10,46
0.0049769,0.0098255,0.0053497,10,46
0.0028704,0.0038767,0.0030624,10,46
0.0025186,0.0028744,0.00278,10,46
0.0032379,0.0064569,0.0031429,10,46
0.0031946,0.0038413,0.0032947,10,46
0.011172,0.02682,0.0169,10,46
0.0061138,0.015746,0.0060571,10,46
0.0071835,0.013605,0.0054924,10,46
0.0045232,0.0083444,0.0039197,10,46
0.011191,0.023896,0.014903,10,46
0.0068384,0.013104,0.0086828,10,46
0.0065433,0.014017,0.0086081,10,46
0.0040247,0.0055241,0.0042624,10,46
0.0064921,0.013168,0.0057018,10,46
0.0034131,0.0042892,0.0035018,10,46
0.0034059,0.0045193,0.0032435,10,46
0.0057871,0.011928,0.0067015,10,46
0.0044201,0.0080913,0.0045997,10,46
0.004599,0.006214,0.0043853,10,46
0.0039703,0.0070857,0.0045107,10,46
0.0045595,0.0058051,0.0045705,10,46
0.0043328,0.0051389,0.0044002,10,46
0.0040978,0.0063028,0.0045233,10,46
0.0028935,0.0038576,0.003295,10,46
0.004137,0.0039618,0.0038169,10,46
0.0030581,0.0035214,0.0032007,10,46
0.0039987,0.0052325,0.0031495,10,46
0.0033078,0.0038112,0.0039046,10,46
0.0029807,0.0031072,0.002862,10,46
0.0028663,0.0035775,0.0032797,10,46
0.0030288,0.0037237,0.0037068,10,46
0.0037865,0.0040254,0.0043697,10,46
0.0046277,0.0067058,0.0054235,10,46
0.0032977,0.0046205,0.0034345,10,46
0.0054183,0.0055537,0.0038929,10,46
0.0079149,0.0077938,0.0084276,10,46
0.0030324,0.0039,0.0030698,10,46
0.0038908,0.0051903,0.0043542,10,46
0.0028238,0.0035358,0.0028999,10,46
0.0029808,0.0032457,0.0031362,10,46
0.0032283,0.0045047,0.0043598,10,46
0.0043543,0.004345,0.0045944,10,46
0.0033262,0.0032377,0.0034707,10,46
0.0027605,0.0030818,0.0027823,10,46
0.0031911,0.0034226,0.0030967,10,46
0.0029724,0.0030343,0.0030409,10,46
0.0027199,0.0026874,0.0025128,10,46
0.0066704,0.0057137,0.005331,10,46
0.0033134,0.004265,0.0031589,10,46
0.0030975,0.0040311,0.0030049,10,46
0.0030112,0.004024,0.0028871,10,46
0.0045759,0.003682,0.0037847,10,46
0.0033531,0.0038491,0.0030278,10,46
0.004535,0.0043788,0.0041512,10,46
0.0022606,0.0024333,0.0020833,10,46
0.011493,0.020532,0.013904,10,46
0.002889,0.0030041,0.0028117,10,46
0.0062569,0.013093,0.0085195,10,46
0.014726,0.027343,0.017474,10,46
0.0061504,0.0078312,0.005601,10,46
0.003026,0.0031591,0.0032549,10,46
0.024845,0.027585,0.030279,11,46
0.0099504,0.014429,0.012794,11,46
0.021632,0.03128,0.02815,11,46
0.013147,0.015925,0.012863,11,46
0.020905,0.027099,0.022126,11,46
0.022611,0.024504,0.02517,11,46
0.012893,0.0054443,0.0071452,11,46
0.011772,0.0058832,0.0063146,11,46
0.0050735,0.0038714,0.0039124,11,46
0.016401,0.021872,0.023553,11,46
0.01141,0.012467,0.011524,11,46
0.019052,0.022061,0.018791,11,46
0.021473,0.019364,0.017172,11,46
0.013763,0.013316,0.010067,11,46
0.010422,0.016607,0.016405,11,46
0.0094962,0.014538,0.016639,11,46
0.013621,0.0098975,0.012118,11,46
0.014217,0.014245,0.01409,11,46
0.018002,0.019552,0.019172,11,46
0.010841,0.012403,0.0104,11,46
0.012911,0.013932,0.012579,11,46
0.015446,0.015674,0.013244,11,46
0.0062479,0.005122,0.0049965,11,46
0.0041894,0.0051626,0.0046801,11,46
0.013079,0.011088,0.0088962,11,46
0.012093,0.010352,0.009775,11,46
0.0054005,0.0057483,0.0049329,11,46
0.0045503,0.0053664,0.0052372,11,46
0.0054894,0.0043906,0.00454,11,46
0.0092547,0.0061011,0.0072828,11,46
0.0056816,0.0052786,0.005065,11,46
0.0027351,0.0027681,0.0028392,11,46
0.0030523,0.0026983,0.0026639,11,46
0.013765,0.010977,0.010732,11,46
0.014146,0.011837,0.0096714,11,46
0.0088854,0.007276,0.0062202,11,46
0.01039,0.014542,0.011458,11,46
0.015431,0.017355,0.019041,11,46
0.0092569,0.0098016,0.0072649,11,46
0.0085428,0.010247,0.0076346,11,46
0.013434,0.0096457,0.0088737,11,46
0.01036,0.012397,0.012167,11,46
0.0091126,0.0097705,0.012172,11,46
0.0021746,0.0029795,0.0030446,11,46
0.0099005,0.0083916,0.01091,11,46
0.011019,0.011013,0.012149,11,46
0.0065972,0.006018,0.0067362,11,46
0.0093137,0.0079705,0.0077237,11,46
0.010879,0.010113,0.0097455,11,46
0.012674,0.010758,0.010816,11,46
0.010052,0.010994,0.0097836,11,46
0.0049432,0.0045864,0.0050281,11,46
0.0066588,0.0061309,0.0060363,11,46
0.0067614,0.0047298,0.0057948,11,46
0.0091402,0.0070951,0.0069417,11,46
0.0071077,0.0060895,0.0067224,11,46
0.0074695,0.0066681,0.0062943,11,46
0.010412,0.0090042,0.007765,11,46
0.0075994,0.0076031,0.006952,11,46
0.0070688,0.0047591,0.0042969,11,46
0.0084718,0.0073411,0.0063575,11,46
0.0065386,0.0094205,0.006638,11,46
0.0080614,0.0081038,0.0071419,11,46
0.0058546,0.0086522,0.0068768,11,46
0.004935,0.0044626,0.0041644,11,46
0.0039242,0.0036092,0.0035387,11,46
0.010446,0.0067406,0.0070608,11,46
0.0080556,0.0062525,0.006472,11,46
0.010133,0.0069398,0.0061138,11,46
0.0076629,0.007414,0.006953,11,46
0.0078804,0.0065713,0.0061279,11,46
0.0062553,0.00569,0.0050304,11,46
0.0082622,0.0059199,0.0056205,11,46
0.0044952,0.0039101,0.0038259,11,46
0.0087098,0.0071139,0.0081069,11,46
0.0072611,0.0073153,0.0072252,11,46
0.0052255,0.0054237,0.0044527,11,46
0.011756,0.0099447,0.010463,11,46
0.0093453,0.0089621,0.0081177,11,46
0.006439,0.0061355,0.0054779,11,46
0.011658,0.0091576,0.0086236,11,46
0.0081766,0.0053423,0.0059777,11,46
0.003975,0.0040627,0.0037112,11,46
0.0085107,0.008373,0.0075616,11,46
0.0086036,0.0059684,0.0056974,11,46
0.0062297,0.007431,0.0078485,11,46
0.011909,0.013789,0.011222,11,46
0.020197,0.0186,0.019538,11,46
0.019953,0.028186,0.024906,11,46
0.0082774,0.0071291,0.0070897,11,46
0.0038072,0.0033607,0.0033154,11,46
0.0032676,0.0030107,0.002923,11,46
0.0031179,0.0030553,0.0029307,11,46
0.0029907,0.0028435,0.0027295,11,46
0.0029752,0.0025852,0.0026835,11,46
0.0060152,0.0056863,0.0065107,11,46
0.012264,0.012587,0.013129,11,46
0.006135,0.0050672,0.0043166,11,46
0.0055397,0.0041306,0.004045,11,46
0.0047316,0.0053124,0.0050725,12,46
0.0053406,0.0049997,0.0050734,12,46
0.0074382,0.011155,0.013933,12,46
0.0076561,0.032705,0.027966,12,46
0.0087887,0.04136,0.031966,12,46
0.0044156,0.0048549,0.0048176,12,46
0.0088451,0.012177,0.012536,12,46
0.0060956,0.0099465,0.0084815,12,46
0.0055373,0.0075711,0.0072102,12,46
0.0056831,0.007946,0.0072968,12,46
0.006205,0.0092949,0.0089199,12,46
0.0051646,0.0053282,0.0056168,12,46
0.0054606,0.0052747,0.0060471,12,46
0.0052748,0.0054739,0.005843,12,46
0.0051098,0.0056637,0.005956,12,46
0.004981,0.0079959,0.006773,12,46
0.0063111,0.011042,0.010326,12,46
0.0049331,0.0067983,0.0063504,12,46
0.0054179,0.0078215,0.0073038,12,46
0.0052335,0.0086359,0.0072488,12,46
0.01968,0.015841,0.019399,12,46
0.0054679,0.0083084,0.0066186,12,46
0.012451,0.018533,0.017112,12,46
0.0062676,0.0088721,0.007939,12,46
0.0058738,0.008399,0.0074681,12,46
0.0083074,0.013557,0.010977,12,46
0.005371,0.0077427,0.0079526,12,46
0.0061325,0.009794,0.0076203,12,46
0.0073801,0.010492,0.01028,12,46
0.0040786,0.0048276,0.0047174,12,46
0.0051185,0.0072466,0.0063754,12,46
0.0054425,0.0094491,0.0089246,12,46
0.0057272,0.0085684,0.0082396,12,46
0.0060554,0.0077389,0.0082371,12,46
0.0057857,0.0087988,0.0078721,12,46
0.0048295,0.0065291,0.0058832,12,46
0.0046854,0.0070992,0.0060488,12,46
0.0056217,0.0065338,0.0068247,12,46
0.0054661,0.0060837,0.0059623,12,46
0.0042934,0.0052169,0.0045091,12,46
0.0060673,0.0091087,0.0091025,12,46
0.0052989,0.010422,0.0080009,12,46
0.0089361,0.019361,0.015288,12,46
0.0069032,0.0085665,0.0084256,12,46
0.0065489,0.0087665,0.0072324,12,46
0.0096023,0.01219,0.010452,12,46
0.010933,0.012331,0.011765,12,46
0.0051578,0.0056435,0.0051104,12,46
0.0057301,0.0091037,0.0065992,12,46
0.0052753,0.0091838,0.00738,12,46
