fc,fs,sc,ibrain,stage
2.5288,1.7241,0.85277,16,49
3.2977,1.3816,2.699,16,49
2.7451,1.0002,1.6316,16,49
0.83149,0.29837,0.53144,16,49
1.8336,0.0319,1.7117,16,49
2.4962,1.1415,1.2987,16,49
2.0208,0.6979,1.3965,16,49
2.1104,0.71604,1.4145,16,49
0.76312,-0.43377,1.4382,16,49
1.3896,0.11254,1.4727,16,49
2.2909,0.73951,1.7383,16,49
2.0698,1.5261,1.3236,16,49
2.0201,1.8047,0.69584,16,49
2.4056,0.89801,1.7172,16,49
2.7576,0.81149,1.792,16,49
2.6588,1.482,1.6127,16,49
1.6655,0.90801,0.74368,16,49
2.0299,0.63573,1.4427,16,49
0.80476,0.45899,0.69966,16,49
3.3351,2.432,1.0074,16,49
2.5043,1.1667,1.3692,16,49
1.011,0.73925,0.47812,16,49
1.3004,0.33801,0.77691,16,49
1.5926,1.1895,0.46005,16,49
1.921,0.56153,1.2629,16,49
1.1257,0.48378,0.61654,16,49
1.4198,0.57113,1.1063,16,49
3.1516,1.0207,1.7539,16,49
2.1225,0.53729,1.5826,16,49
1.5103,-0.089162,1.5479,16,49
0.94289,0.56138,0.52134,16,49
2.1731,0.93588,1.0341,16,49
1.3159,0.76296,0.23971,16,49
1.792,0.76183,1.3834,16,49
0.33385,0.64528,-0.4475,16,49
1.0677,0.13799,0.94746,16,49
0.71517,-0.0095782,0.81025,16,49
1.3359,0.89325,0.50714,16,49
1.0513,0.24068,0.7053,16,49
1.1778,0.52495,0.5838,16,49
1.5919,1.0159,0.58419,16,49
0.86379,-0.25018,1.0679,16,49
2.2657,1.0774,1.2441,16,49
0.34186,0.071925,0.34471,16,49
1.2715,0.41308,1.0806,16,49
1.5415,0.55916,1.1133,16,49
2.9182,1.1613,1.5491,16,49
2.9166,1.4543,1.8101,16,49
2.824,1.0026,1.6273,16,49
2.0426,1.4936,0.38634,16,49
1.8619,0.82851,0.7423,16,49
2.0254,1.2825,1.0472,16,49
2.5798,0.89177,1.6637,16,49
0.84102,0.88013,0.67742,16,49
1.6146,-0.097724,1.6571,16,49
0.85099,-0.25851,1.0951,16,49
2.0851,0.91635,0.77428,16,49
0.84144,0.074163,0.83418,16,49
2.5889,2.0762,0.62128,16,49
0.44326,-0.19962,0.70304,16,49
1.8515,1.0985,0.93008,16,49
1.4542,0.35559,1.1319,16,49
2.1696,0.74772,1.6842,16,49
1.0157,-0.26075,1.2617,16,49
1.2686,0.033301,1.2164,16,49
2.2772,0.62518,1.3401,16,49
1.8639,1.2198,0.59969,16,49
2.6101,1.3518,1.7372,16,49
2.8077,1.2855,1.5391,16,49
1.3768,0.70066,0.75555,16,49
0.58202,0.15388,0.45168,16,49
1.2406,0.40462,1.0242,16,49
1.5337,0.85107,1.0777,16,49
0.91291,0.80518,0.66205,16,49
1.1586,0.79047,0.8232,16,49
2.1235,1.3121,0.91456,16,49
1.0225,0.49995,0.71567,16,49
1.6901,0.58405,1.394,16,49
0.87964,0.22345,0.66917,16,49
1.4928,0.85409,0.53872,16,49
0.92486,1.0523,0.30703,16,49
1.4545,1.2559,0.62827,16,49
-0.42034,-1.3159,0.70984,16,49
0.68636,0.64676,0.0046918,17,49
0.36413,1.1553,-0.96113,17,49
0.49414,1.1762,-0.82629,17,49
0.56662,0.72482,-0.15465,17,49
-0.13516,0.18059,-0.2804,17,49
0.38858,1.0238,-0.82575,17,49
0.16148,0.31738,-0.15912,17,49
0.54841,1.3412,-1.0403,17,49
0.31382,0.8742,-0.66087,17,49
0.034918,0.72143,-0.62521,17,49
0.23316,0.74545,-0.56561,17,49
-0.16956,0.076538,-0.22198,17,49
0.023165,0.17391,-0.13789,17,49
0.21051,0.71462,-0.60936,17,49
0.37922,1.0421,-0.8481,17,49
0.40967,0.53869,-0.16005,17,49
0.45501,0.86649,-0.2624,17,49
-0.27164,0.6156,-0.87344,17,49
0.1342,0.58319,-0.46809,17,49
0.22023,0.45741,-0.21417,17,49
-0.57481,-0.59198,0.064029,17,49
0.21197,0.67851,-0.47284,17,49
-0.17717,0.39123,-0.53571,17,49
0.38049,0.59551,-0.25198,17,49
-0.19519,-0.17292,-0.014049,17,49
0.19392,0.9114,-0.7707,17,49
0.5755,0.53843,0.0346,17,49
0.31696,0.97275,-0.81727,17,49
0.64866,0.76678,0.3139,17,49
0.54406,0.9168,-0.50218,17,49
0.48043,0.88153,-0.48039,17,49
-0.19178,-0.36222,0.19577,17,49
0.069394,0.32141,-0.25745,17,49
0.12412,0.5977,-0.49252,17,49
0.39803,0.65005,-0.24471,17,49
0.25065,1.0808,-0.98309,17,49
0.22676,0.25749,-0.028039,17,49
0.27684,0.1797,0.090176,17,49
0.68624,1.1392,-0.64879,17,49
0.28887,0.65833,-0.37888,17,49
0.3128,0.27067,0.051987,17,49
0.70686,0.76979,-0.040302,17,49
0.50873,0.8557,-0.39524,17,49
0.74383,0.93432,-0.25232,17,49
0.26139,0.77411,-0.63562,17,49
0.18432,0.70818,-0.57416,17,49
0.37951,1.1141,-0.76394,17,49
0.20009,0.39299,-0.16994,17,49
0.55858,0.79655,-0.27786,17,49
0.59493,1.0917,-0.71656,17,49
0.2449,0.3376,-0.090657,17,49
0.47855,0.74899,-0.30011,17,49
0.9103,1.2484,-0.83418,17,49
0.65391,0.85308,-0.30804,17,49
0.21827,0.71216,-0.55649,17,49
0.4618,0.95448,-0.80755,17,49
0.78637,0.93842,-0.33171,17,49
0.75598,1.1219,-0.8825,17,49
0.41125,0.79442,-0.58079,17,49
0.3,0.55415,-0.2741,17,49
0.21363,0.38113,-0.19716,17,49
-0.0074767,-0.05372,0.048101,17,49
0.26294,0.42108,-0.17082,17,49
0.71939,1.0796,-0.66135,17,49
0.089116,0.50058,-0.41621,17,49
0.24531,0.56162,-0.32857,17,49
0.12367,0.36616,-0.24802,17,49
0.14662,0.34872,-0.18785,17,49
0.51184,0.86489,-0.45313,17,49
0.73325,1.1299,-0.46575,17,49
0.23161,0.67823,-0.45378,17,49
0.56874,1.1727,-0.82236,17,49
0.56596,1.0368,-0.58692,17,49
0.21199,-0.29964,0.47475,17,49
0.3448,0.52779,-0.21866,17,49
0.61153,0.88012,0.015047,17,49
0.065904,0.32639,-0.24995,17,49
0.26979,0.75458,-0.53117,17,49
0.29833,0.54801,-0.30794,17,49
0.15905,0.77109,-0.65459,17,49
0.3976,0.65601,-0.30994,17,49
0.44192,0.24958,0.27367,17,49
0.56807,0.5182,0.037453,17,49
0.17623,0.5348,-0.40154,17,49
-0.12356,-0.18508,0.075613,17,49
0.14964,0.48291,-0.30859,17,49
0.29785,0.68931,-0.5135,17,49
0.059616,0.24531,-0.20318,17,49
0.29062,0.73013,-0.48995,17,49
0.29831,0.43347,-0.14142,17,49
0.46599,0.91126,-0.45598,17,49
0.6124,0.48745,0.17521,17,49
0.53585,0.61763,-0.12948,17,49
0.38365,1.0107,-0.73829,17,49
0.29892,0.64239,-0.28633,17,49
-0.47898,-0.67883,0.32335,17,49
0.2564,0.61072,-0.43026,17,49
0.59545,1.0751,-0.62441,17,49
-0.12595,0.45387,-0.5728,17,49
0.34125,0.93636,-0.74583,17,49
-0.20131,-0.38412,0.18774,17,49
-0.15561,-0.027078,-0.11733,17,49
0.50573,0.44526,0.065874,17,49
0.12605,0.4471,-0.33435,17,49
0.24172,0.34836,0.00042267,17,49
0.24788,0.60299,-0.39156,17,49
0.29807,0.69949,-0.4793,17,49
0.27076,0.8059,-0.65511,17,49
0.11354,0.28215,-0.19544,17,49
0.0044247,0.43657,-0.41584,17,49
0.21228,0.5001,-0.3251,17,49
0.32273,0.73878,-0.4827,17,49
0.46558,0.77787,-0.47355,17,49
0.1408,0.68113,-0.58621,17,49
0.33626,-0.051791,0.35264,17,49
0.086021,0.57822,-0.50458,17,49
0.46506,0.9549,-0.61963,17,49
0.45353,0.85184,-0.40981,17,49
0.3299,0.86524,-0.59472,17,49
0.19709,0.54433,-0.35438,17,49
0.42766,1.0306,-0.73871,17,49
0.38139,0.69745,-0.33939,17,49
0.46911,0.81938,-0.49449,17,49
0.54331,1.0019,-0.51816,17,49
0.18174,0.4659,-0.31525,17,49
-0.40347,-0.20028,-0.13368,17,49
0.14976,-0.022203,0.18033,17,49
0.33648,0.43772,-0.096695,17,49
0.33163,0.67614,-0.39549,17,49
0.55483,0.82899,-0.45035,17,49
0.81788,0.8029,0.26187,17,49
0.48273,0.99882,-0.69798,17,49
0.27625,0.68982,-0.44466,17,49
0.66069,0.99911,-0.38772,17,49
0.39266,0.53502,-0.18188,17,49
-0.026269,0.23681,-0.26142,17,49
0.061792,0.30632,-0.24439,17,49
-0.11482,-0.21231,0.086445,17,49
0.32328,0.7631,-0.46831,17,49
-0.074672,0.03746,-0.10713,17,49
-0.19509,-0.11517,-0.072134,17,49
0.12305,-0.24994,0.3655,17,49
-0.31061,-0.044157,-0.24448,17,49
-0.27034,-0.14688,-0.089534,17,49
0.052348,0.18787,-0.13649,17,49
0.23923,0.6469,-0.43556,17,49
-0.15623,0.25946,-0.38728,17,49
0.36781,0.4439,-0.12097,17,49
0.34519,0.33224,0.0063519,17,49
0.38825,1.1009,-0.86606,17,49
0.21925,0.57446,-0.41451,17,49
0.032378,0.76717,-0.77294,17,49
0.39461,0.78374,-0.44036,17,49
0.35892,0.88254,-0.63439,17,49
-0.045847,-0.1009,0.054897,17,49
-0.061985,-0.26458,0.19135,17,49
0.31515,0.79131,-0.49501,17,49
0.3263,0.52816,-0.20382,17,49
0.50064,0.67007,-0.13674,17,49
0.44736,0.59391,-0.15672,17,49
0.36481,0.57074,-0.26056,17,49
0.30803,0.75261,-0.54975,17,49
0.30775,0.61953,-0.36509,17,49
0.42366,0.77117,-0.33195,17,49
0.43888,0.68756,-0.33747,17,49
1.0019,0.85896,-0.042852,18,49
0.852,1.3315,-0.61834,18,49
0.40959,0.68117,-0.17526,18,49
0.77813,0.68551,0.23532,18,49
0.47259,1.2659,-0.85272,18,49
0.49539,0.40882,0.11588,18,49
0.72731,1.3273,-0.6098,18,49
1.5694,3.2364,-1.7576,18,49
0.32082,0.72003,-0.49272,18,49
0.38213,0.9694,-0.62587,18,49
0.86494,1.6613,-1.1304,18,49
0.40221,1.1486,-0.80301,18,49
0.57079,2.1794,-1.8158,18,49
0.27537,1.4626,-1.2157,18,49
0.46808,1.324,-0.92949,18,49
1.2945,2.2235,-1.1418,18,49
-0.0014134,0.58333,-0.57577,18,49
-0.65293,0.57897,-1.0411,18,49
-0.20239,1.0952,-1.1812,18,49
0.48083,0.96104,-0.48085,18,49
0.27191,0.30918,-0.064643,18,49
-0.13974,0.97907,-1.0737,18,49
0.086778,1.1365,-1.064,18,49
0.58501,2.4984,-1.551,18,49
-0.39438,0.26429,-0.50377,18,49
0.24772,1.2125,-0.92064,18,49
-0.321,0.041258,-0.37641,18,49
1.0998,1.4145,-0.59541,18,49
-0.79768,0.53127,-1.3606,18,49
0.3592,1.9857,-1.4383,18,49
0.48841,1.2477,-0.74689,18,49
-0.48605,1.642,-1.8179,18,49
-0.011023,1.3649,-1.2876,18,49
-0.19105,0.51299,-0.62446,18,49
0.19162,0.73775,-0.40384,18,49
0.1485,0.49959,-0.29105,18,49
0.13038,0.72329,-0.52567,18,49
-0.62511,0.33452,-0.86896,18,49
-0.69399,0.27708,-0.83514,18,49
-0.024796,0.96986,-1.0428,18,49
0.31906,0.94932,-0.55643,18,49
0.15582,1.006,-0.95995,18,49
-0.25067,0.89237,-1.1235,18,49
0.17434,0.3564,-0.18511,18,49
-0.60248,1.1678,-1.4638,18,49
-0.25743,0.34693,-0.65119,18,49
-0.60831,0.47643,-0.80784,18,49
-0.20256,1.0103,-1.0294,18,49
1.126,1.7563,-0.70126,18,49
-0.78849,-0.014107,-0.70129,18,49
0.3733,1.6317,-1.3689,18,49
1.3961,2.1302,-1.2794,18,49
0.25619,1.5696,-1.2266,18,49
-0.67786,0.081976,-0.78016,18,49
-0.79391,0.65364,-1.3794,18,49
-0.34003,0.51641,-1.0081,18,49
-0.056381,1.142,-1.1434,18,49
-0.13198,1.814,-1.8677,18,49
-0.43789,0.68105,-1.0478,18,49
-0.56341,0.50905,-0.73718,18,49
-0.93201,1.2236,-1.8661,18,49
-0.46524,1.4009,-1.7999,18,49
-0.20135,0.66695,-0.84956,18,49
0.53915,1.8089,-1.2968,18,49
0.0080981,1.2218,-1.2228,18,49
-0.56981,0.76721,-1.1589,18,49
-0.16398,1.5621,-1.8694,18,49
0.40819,1.9997,-1.3998,18,49
0.16789,1.1559,-1.035,18,49
-0.40755,0.60174,-0.7235,18,49
0.79797,2.7174,-2.2354,18,49
0.46562,3.9364,-3.287,18,49
0.51304,3.7141,-3.1778,18,49
-0.00067246,1.7926,-1.7252,18,49
0.55365,1.8008,-1.2383,18,49
-0.25445,1.4878,-1.5298,18,49
0.010494,0.27514,-0.29526,18,49
-0.70279,0.79725,-1.6466,18,49
-0.39727,0.83672,-1.1442,18,49
-0.062937,0.71324,-0.74801,18,49
1.0106,2.3107,-1.5498,18,49
0.5169,0.42875,0.13362,18,49
0.57202,1.7761,-0.87443,18,49
-0.20797,1.6533,-1.7096,18,49
-0.43549,1.1661,-1.4941,18,49
0.33138,1.1288,-0.83187,18,49
0.25055,0.57302,-0.31492,18,49
-1.0481,0.90079,-1.8062,18,49
-1.5663,-2.0632,0.48488,18,49
-0.1394,0.57199,-0.69445,18,49
-0.82566,0.9262,-1.5488,18,49
0.3026,1.4488,-1.2517,18,49
-0.041633,0.28244,-0.29466,18,49
0.026736,2.4448,-2.5056,18,49
0.12177,1.5213,-1.4126,18,49
0.07907,1.1221,-1.0393,18,49
0.10751,1.4924,-1.3857,18,49
0.062092,1.3807,-1.3661,18,49
-0.59149,0.7869,-1.1819,18,49
-1.2491,0.58589,-1.3174,18,49
-0.52988,1.065,-1.4845,18,49
-0.0041657,1.1181,-1.0741,18,49
0.55279,0.56934,-0.024633,19,49
0.54515,0.62297,-0.093615,19,49
1.2788,1.281,-0.3666,19,49
-0.39768,-0.77635,0.39097,19,49
0.80982,0.62907,0.14841,19,49
0.87491,1.0495,-0.20404,19,49
0.52935,0.70037,-0.19644,19,49
-0.10794,-0.11026,0.010446,19,49
0.93226,0.86055,0.063047,19,49
0.13013,0.27109,-0.14046,19,49
0.93553,0.84672,-0.0068806,19,49
0.38825,0.43183,-0.04055,19,49
0.10874,0.59294,-0.51955,19,49
0.4997,0.38404,0.13068,19,49
0.61254,0.70327,-0.11089,19,49
0.64178,0.84093,-0.28243,19,49
0.35513,0.32985,-0.028264,19,49
1.3809,1.3578,0.0020473,19,49
0.29748,0.70166,-0.44664,19,49
0.53758,0.57309,-0.034197,19,49
0.83875,0.9669,-0.19308,19,49
0.68323,0.7575,-0.11186,19,49
0.61223,0.76581,-0.20561,19,49
0.69967,1.1153,-0.46681,19,49
0.36396,0.55819,-0.18966,19,49
0.46886,0.57424,-0.081305,19,49
1.236,1.4393,-0.15714,19,49
0.8406,0.99851,-0.26981,19,49
-0.49803,-0.32803,-0.14739,19,49
-0.080379,-0.50349,0.47811,19,49
0.47744,0.10432,0.41957,19,49
0.18765,0.031797,0.15595,19,49
0.44394,0.32139,0.093129,19,49
0.29943,0.57393,-0.34285,19,49
0.23544,0.54955,-0.36764,19,49
0.67408,0.67929,-0.053144,19,49
0.71864,0.79081,-0.22777,19,49
0.40514,0.71957,-0.33544,19,49
0.15338,0.48942,-0.32021,19,49
1.4859,1.5748,-0.23932,19,49
0.61913,1.1128,-0.63827,19,49
-0.0036712,0.22207,-0.24315,19,49
0.51988,1.0798,-0.66363,19,49
0.98582,1.1778,-0.3047,19,49
0.54736,1.0675,-0.53558,19,49
0.97422,1.2359,-0.33944,19,49
0.87749,0.99056,-0.095657,19,49
1.5469,1.6253,-0.20696,19,49
-0.16295,0.1029,-0.26028,19,49
1.2295,1.4495,-0.5769,19,49
0.81323,0.93152,-0.19518,19,49
-0.073123,0.07382,-0.1602,19,49
0.30988,0.41453,-0.11507,19,49
0.42743,0.31286,0.12372,19,49
0.8197,0.77995,-0.048044,19,49
0.82016,0.8224,-0.05468,19,49
-1.0626,-0.63312,-0.41578,19,49
0.016307,0.27117,-0.25853,19,49
-1.0303,-0.30903,-0.57692,19,49
0.71714,0.019493,0.73154,19,49
-0.0177,-0.061585,0.042933,19,49
-0.012058,-0.055873,0.045662,19,49
0.074191,0.21824,-0.15691,19,49
0.41768,0.067802,0.39973,19,49
0.79878,1.1781,-0.44573,19,49
0.048893,0.41438,-0.36691,19,49
0.48125,0.28428,0.16599,19,49
0.54084,0.4951,0.027122,19,49
0.11583,0.54544,-0.45312,19,49
0.1209,0.27081,-0.17831,19,49
-0.08426,0.22705,-0.29709,19,49
0.80791,1.1271,-0.47485,19,49
0.25641,0.52845,-0.27587,19,49
0.22469,0.35722,-0.13,19,49
0.83749,1.0341,-0.10967,19,49
0.51481,0.2644,0.21388,19,49
0.62496,0.89957,-0.28095,19,49
1.308,1.4154,-0.24201,19,49
1.0014,1.3859,-0.29379,19,49
0.011217,0.25635,-0.23845,19,49
-0.21637,-0.33356,0.14065,19,49
0.52189,0.78844,-0.27849,19,49
0.46051,0.73466,-0.15831,19,49
0.24683,0.55139,-0.25426,19,49
-0.0106,0.2252,-0.24799,19,49
0.50812,0.68888,-0.15104,19,49
0.33647,0.41889,-0.072447,19,49
0.56326,0.90222,-0.35584,19,49
0.61216,0.85565,-0.19278,19,49
0.35476,0.37361,0.0078518,19,49
0.68876,0.89266,-0.24704,19,49
0.64213,0.80484,-0.13082,19,49
0.37858,0.65607,-0.27751,19,49
0.71899,0.90475,-0.25459,19,49
0.93245,1.0438,-0.24257,19,49
0.42066,0.45632,-0.055504,19,49
0.49678,0.61679,-0.13113,19,49
0.82572,1.1854,-0.51961,19,49
1.048,1.2595,-0.51065,19,49
0.4784,0.50972,-0.014518,19,49
0.52125,0.69043,-0.15299,19,49
0.036678,0.28452,-0.25524,19,49
0.36834,0.41269,-0.045434,19,49
0.49921,0.70164,-0.19353,19,49
0.5082,0.60712,0.052657,19,49
0.67553,0.94366,-0.26401,19,49
0.48696,0.57464,-0.13001,19,49
0.60348,0.39304,0.18873,19,49
0.37229,0.56421,-0.18318,19,49
0.20334,0.20181,-0.00021903,19,49
0.076897,0.19941,-0.12725,19,49
0.001058,0.19855,-0.19326,19,49
-0.36819,-0.06756,-0.29545,19,49
0.28476,0.27105,0.002211,19,49
-0.4283,-0.80191,0.26587,20,49
0.56159,1.6044,-1.0315,20,49
-0.11013,0.93192,-1.3885,20,49
-0.20583,0.51026,-0.69415,20,49
-0.036395,0.60769,-0.89464,20,49
-0.093955,0.52795,-0.69072,20,49
0.63569,1.3053,-0.80071,20,49
0.30755,0.95548,-0.55503,20,49
0.92144,1.1874,-0.24265,20,49
0.54008,1.1918,-0.56468,20,49
0.60428,0.5528,0.03568,20,49
0.058409,0.7325,-0.70944,20,49
-0.03663,-0.57638,0.53269,20,49
-0.64416,-0.35755,-0.36447,20,49
0.30468,0.52797,-0.25691,20,49
0.10071,0.63272,-0.49533,20,49
0.20712,0.39844,-0.22328,20,49
-0.11778,0.31437,-0.62568,20,49
0.039926,0.57256,-0.56106,20,49
-0.22769,0.22743,-0.5262,20,49
0.20312,0.65171,-0.50029,20,49
0.31918,0.29479,-0.00056025,20,49
0.67022,1.315,-0.51504,20,49
-0.21801,0.27323,-0.55846,20,49
0.052736,0.50041,-0.38516,20,49
0.31045,0.83402,-0.44029,20,49
0.2842,1.1976,-0.96355,20,49
0.11874,0.76833,-0.6792,20,49
0.19154,0.97584,-0.79057,20,49
0.094976,0.60245,-0.56422,20,49
0.3246,0.9157,-0.51916,20,49
0.29361,0.47814,-0.1912,20,49
0.11004,0.45053,-0.33478,20,49
0.015958,0.18419,-0.17837,20,49
0.16921,0.26706,-0.12209,20,49
-0.066016,0.10378,-0.18147,20,49
-0.287,-0.15729,-0.18451,20,49
-0.48831,-0.7344,0.35539,20,49
-0.011975,0.66845,-0.75479,20,49
0.0211,0.014559,0.010292,20,49
-0.014235,0.43632,-0.4345,20,49
-0.019352,0.16088,-0.18661,20,49
-0.16745,0.014217,-0.21254,20,49
-0.02604,0.37222,-0.42286,20,49
0.16631,0.39601,-0.15307,20,49
0.37885,0.84123,-0.43731,20,49
0.49378,0.72433,-0.1973,20,49
0.52926,1.1284,-0.48012,20,49
0.2089,0.60997,-0.37434,20,49
0.12824,0.4841,-0.35103,20,49
-0.30498,0.35197,-0.78445,20,49
0.16701,0.57294,-0.38154,20,49
0.071296,0.59746,-0.56215,20,49
0.21721,0.64598,-0.43239,20,49
-0.17347,0.61671,-0.98415,20,49
0.98158,1.505,-0.69817,20,49
-0.014304,1.2086,-1.4427,20,49
-0.2707,0.32968,-0.83084,20,49
-0.040701,0.48175,-0.63531,20,49
-0.048601,0.4271,-0.48424,20,49
-0.03849,-0.028182,-0.018719,20,49
-0.0019235,0.81566,-0.88458,20,49
-0.22376,0.51361,-0.92728,20,49
0.092141,0.86386,-0.8105,20,49
-0.21806,-0.021408,-0.23768,20,49
-0.088029,0.47807,-0.567,20,49
0.14817,0.69786,-0.51937,20,49
-0.08058,0.23214,-0.36857,20,49
-0.016953,0.53965,-0.60328,20,49
0.10887,0.47319,-0.37275,20,49
-0.070977,0.53627,-0.66422,20,49
-0.68055,0.11107,-1.1367,20,49
0.26913,0.1677,0.12796,20,49
-0.11566,0.051954,-0.20278,20,49
-0.34192,0.50932,-1.0639,20,49
-0.24552,0.20295,-0.49329,20,49
-0.0020748,0.49026,-0.50642,20,49
0.19528,0.45186,-0.24105,20,49
-0.047508,0.50051,-0.59936,20,49
0.35032,0.39211,-0.029914,20,49
0.056472,1.0308,-1.0432,20,49
-0.28945,0.033151,-0.40549,20,49
-0.25144,0.25698,-0.56759,20,49
-0.4205,-0.16171,-0.33698,20,49
-0.63399,-0.82657,0.22445,20,49
-0.25693,0.544,-0.96528,20,49
-0.022288,0.23859,-0.2688,20,49
-0.28454,0.39488,-0.8878,20,49
-0.1692,0.75797,-0.97477,20,49
0.15047,0.67547,-0.58026,20,49
-0.18758,0.10213,-0.4641,20,49
0.15754,0.41548,-0.1958,20,49
-0.041956,0.57645,-0.68318,20,49
0.057367,0.99154,-1.1141,20,49
-0.1534,0.43814,-0.66239,20,49
0.39109,0.78598,-0.30436,20,49
-0.23082,0.39148,-0.72982,20,49
-0.09033,0.5393,-0.73561,20,49
0.061659,0.57126,-0.52175,20,49
0.13608,0.49124,-0.36213,20,49
-0.18614,0.16351,-0.39383,20,49
0.73456,1.0713,-0.43662,20,49
-0.10091,0.59998,-0.70439,20,49
-0.083773,0.49873,-0.59674,20,49
-0.26905,0.42071,-0.74929,20,49
0.3449,1.1168,-0.79413,20,49
-0.32837,0.65495,-1.0598,20,49
0.038864,0.81392,-0.70678,20,49
0.070025,0.6242,-0.54188,20,49
-0.090201,0.48329,-0.61824,20,49
-0.02338,0.78572,-0.91949,20,49
0.3656,0.60229,-0.17321,20,49
-0.31008,0.093383,-0.52488,20,49
-0.11701,0.31314,-0.59488,20,49
0.41318,0.9364,-0.44286,20,49
-0.068963,0.83589,-1.0783,20,49
-0.52675,-0.18523,-0.32079,20,49
-0.056179,0.38002,-0.46376,20,49
0.10698,0.6554,-0.54313,20,49
0.046408,0.61899,-0.61495,20,49
-0.071065,0.7689,-0.91422,20,49
-0.023578,0.90136,-1.0227,20,49
-0.062328,0.40127,-0.49162,20,49
-0.10337,0.47301,-0.75568,20,49
0.20218,1.2115,-1.008,20,49
-0.10834,0.83103,-0.96068,20,49
-0.49218,0.40613,-0.93897,20,49
0.25841,0.52691,-0.30977,20,49
0.77869,0.58617,0.15723,21,49
0.22561,0.30958,-0.11061,21,49
1.2332,0.89646,0.20519,21,49
1.4917,0.9206,0.28229,21,49
0.95341,0.75935,0.11021,21,49
0.83698,0.62473,0.11207,21,49
0.80629,0.76456,-0.054554,21,49
0.95717,0.7763,0.068901,21,49
0.27046,0.19334,0.099526,21,49
1.0535,0.65835,0.16076,21,49
0.82948,0.5467,0.14462,21,49
0.99794,0.72845,0.11429,21,49
1.1077,0.78801,0.19486,21,49
0.80164,0.61356,0.11071,21,49
0.66783,0.51363,0.039703,21,49
0.55867,0.47173,0.062807,21,49
-0.29164,-0.89015,0.7795,21,49
0.74494,0.49111,0.11542,21,49
-0.28037,-0.17477,-0.12305,21,49
0.98309,0.86834,-0.022561,21,49
0.51153,0.71513,0.0030664,21,49
0.21308,0.15306,0.071987,21,49
1.4034,1.0748,0.3114,21,49
0.62101,0.5213,0.035307,21,49
0.69308,0.61191,0.21483,21,49
0.59608,0.2591,0.26465,21,49
0.56755,0.48502,0.022423,21,49
-0.11103,-0.8626,0.73388,21,49
0.41904,0.51653,0.10267,21,49
0.61084,0.46594,0.075539,21,49
0.51933,0.36958,0.11661,21,49
0.10163,-0.68428,0.82933,21,49
0.56579,0.50219,0.00022212,21,49
0.12145,0.24825,-0.1373,21,49
0.32975,0.3661,-0.015553,21,49
0.32888,0.49576,-0.08704,21,49
0.10752,0.021472,0.087341,21,49
1.033,0.76025,0.16786,21,49
0.66076,0.36508,0.3078,21,49
0.20364,0.33524,-0.087817,21,49
0.44154,0.22239,0.20365,21,49
0.61583,0.54936,-0.047104,21,49
0.67998,0.59251,0.008416,21,49
0.68992,0.65109,-0.22095,21,49
1.5006,1.0291,0.14843,21,49
0.74546,0.64387,-0.030013,21,49
0.2422,0.13264,0.10157,21,49
0.37288,0.28902,0.042034,21,49
0.31414,0.26637,0.0005311,21,49
0.6187,0.55244,-0.070446,21,49
0.79693,0.68143,0.020829,21,49
0.18595,0.051138,0.13658,21,49
0.45846,0.46028,-0.064488,21,49
-0.63047,-0.64319,0.092448,21,49
0.080036,-0.29903,0.38643,21,49
-0.27529,-0.25665,0.0013811,21,49
0.95234,0.97706,-0.21482,21,49
0.25905,0.26865,-0.050641,21,49
-0.053526,-0.13512,0.087857,21,49
0.36947,0.44388,-0.1359,21,49
1.0407,0.69539,0.15976,21,49
0.67228,0.57671,-0.050831,21,49
0.42745,0.42286,-0.046348,21,49
0.38444,0.41497,-0.097165,21,49
0.41068,0.32663,0.033156,21,49
0.6238,0.64976,-0.14064,21,49
0.49368,0.79393,-0.31613,21,49
0.48317,0.50241,-0.070887,21,49
0.13545,-0.46609,0.65679,21,49
0.55546,0.66051,-0.15739,21,49
0.40491,0.1659,0.16911,21,49
0.58215,0.40056,0.16534,21,49
0.17837,0.22633,-0.074491,21,49
0.65441,0.46734,0.15411,21,49
0.051626,-0.20387,0.24333,21,49
0.66641,0.53287,0.052017,21,49
0.12085,-0.0029602,0.10764,21,49
0.42679,0.4297,-0.012816,21,49
0.89028,0.91472,-0.042622,21,49
1.0909,1.214,-0.38152,21,49
1.0089,0.85857,0.033581,21,49
0.28111,0.092804,0.16942,21,49
0.94775,0.7871,0.1345,21,49
0.62563,0.69331,-0.11161,21,49
0.53784,1.3636,-0.87965,21,49
0.26175,0.58069,-0.39448,21,49
-0.10989,-0.22665,0.1367,21,49
0.50178,0.41726,0.026796,21,49
0.28838,0.32812,-0.057066,21,49
0.44326,0.55344,-0.18195,21,49
0.56476,0.59769,-0.11307,21,49
0.25955,0.19453,0.034846,21,49
-0.0072351,0.085987,-0.10106,21,49
1.5398,1.1089,0.19986,21,49
0.47246,0.30143,0.14421,21,49
0.74756,0.75844,-0.093765,21,49
1.1202,1.0699,-0.0012142,21,49
0.37027,0.39659,-0.056448,21,49
0.77627,0.63175,-0.048591,21,49
1.6029,1.2331,0.059345,21,49
1.2294,1.0297,0.080179,21,49
0.43714,0.59353,-0.18191,21,49
0.27738,-0.10505,0.30029,21,49
0.82248,0.65493,0.059881,21,49
0.29437,0.24044,0.045573,21,49
0.36696,0.38728,-0.065652,21,49
