fc,fs,sc,ibrain,stage
1.3621,0.99596,-0.25853,26,49
1.3199,0.71943,0.82593,26,49
1.006,0.95395,0.32422,26,49
0.43759,0.035224,0.43766,26,49
0.9355,0.74605,0.21355,26,49
0.96712,0.89409,0.1814,26,49
0.98991,0.54107,0.65502,26,49
0.94318,0.98361,0.14364,26,49
0.94215,0.36039,0.60007,26,49
0.81432,0.48612,0.36089,26,49
1.2309,0.75618,0.59457,26,49
1.2953,1.1569,0.45113,26,49
0.69435,0.4459,0.31019,27,49
0.62554,0.19987,0.43964,27,49
0.32055,0.21263,0.14309,27,49
0.66734,0.591,0.22735,27,49
0.58156,0.3321,0.298,27,49
0.58064,0.50497,0.18948,27,49
0.75517,0.67481,0.30228,27,49
0.94662,0.94888,0.10396,27,49
0.84786,0.94513,-0.0015203,27,49
0.92352,0.67991,0.4278,27,49
0.94199,1.1827,-0.062238,27,49
2.3342,1.9316,-0.037304,27,49
1.5152,1.6563,0.059635,27,49
0.80964,1.1564,-0.34546,27,49
0.57688,0.75466,-0.054541,27,49
1.1214,1.0927,-0.10489,27,49
0.84142,1.1166,0.21459,27,49
1.1857,1.9805,-0.11131,27,49
0.65605,0.70709,-0.090273,27,49
0.68443,0.64476,0.048183,27,49
0.7304,0.5105,0.31978,27,49
1.1429,1.3136,-0.028918,27,49
1.2607,0.86837,0.43945,27,49
0.21825,0.18183,0.0064151,27,49
0.21898,0.1788,0.052334,27,49
0.33146,0.50695,-0.16159,27,49
0.81656,0.7923,-0.098474,27,49
0.80688,0.99889,-0.29536,27,49
0.36273,0.68945,-0.31049,27,49
1.0214,0.88385,0.18715,27,49
0.52534,0.70787,-0.20456,27,49
0.80918,0.68202,0.23479,27,49
1.0271,0.92363,-0.059953,27,49
1.2013,2.028,-0.78299,27,49
0.79269,0.87579,-0.14342,27,49
1.2402,0.94982,-0.0113,27,49
0.60821,0.68801,-0.057757,27,49
1.1277,1.3449,-0.18986,27,49
0.58903,0.53226,0.0086567,27,49
0.60307,0.71162,-0.052552,27,49
0.50748,0.83493,-0.27887,27,49
1.2485,1.2139,-0.14985,27,49
1.077,1.1384,-0.045605,27,49
0.96944,1.1978,-0.21589,27,49
1.2374,1.8918,-0.30866,27,49
1.5972,1.5865,0.026174,27,49
1.1143,1.2731,0.035041,27,49
1.6482,1.4429,0.017288,27,49
2.1145,2.7502,0.020048,27,49
1.2011,1.7906,-0.27134,27,49
0.89202,0.94073,-0.077464,27,49
1.1328,1.5639,-0.21483,27,49
1.6158,2.7023,-0.44823,27,49
0.78358,1.2214,-0.30982,27,49
1.6602,1.48,-0.04891,27,49
1.4266,2.4474,-0.9562,27,49
0.97115,1.7814,-0.58079,27,49
1.0923,1.4953,-0.35958,27,49
1.2363,1.6615,-0.19462,27,49
1.5979,1.7838,0.10551,27,49
1.632,1.5069,0.5469,27,49
0.90084,0.69837,0.23413,27,49
1.229,1.9511,-0.38456,27,49
0.82205,1.1629,0.28483,27,49
1.338,1.2957,0.58931,27,49
0.96947,1.441,0.28818,27,49
1.2555,0.77129,-0.17328,27,49
0.7099,1.4705,0.2143,27,49
1.1566,1.8089,-0.54767,27,49
0.93867,1.2723,0.10588,27,49
0.81401,0.57523,0.23754,27,49
0.95873,0.76105,0.11872,27,49
1.5994,1.4406,0.41194,27,49
1.2477,0.81081,0.35281,27,49
1.4972,1.6566,0.078528,27,49
1.5518,1.9442,0.058848,27,49
0.75731,0.5508,0.41043,27,49
0.92838,0.79644,0.020708,27,49
1.1313,1.4405,-0.080809,27,49
0.92163,0.6828,0.258,27,49
2.09,2.3198,-0.28606,27,49
0.7188,0.83915,0.14072,27,49
0.83025,0.55553,-0.10222,27,49
1.0846,0.64891,0.36066,27,49
1.3111,1.0107,0.59341,27,49
0.97294,0.87643,0.28171,27,49
0.82605,0.79504,0.24951,27,49
1.0838,0.93424,0.26333,27,49
1.0188,0.84177,0.29422,27,49
1.0274,0.78424,0.053581,27,49
1.2374,1.472,0.35407,27,49
0.81392,1.2303,-0.18843,27,49
1.1046,1.4502,-0.21167,27,49
0.50583,0.11764,0.38083,27,49
0.81908,0.46284,0.42644,27,49
0.65048,0.55367,0.14058,27,49
1.4275,1.2537,0.60896,27,49
0.88152,0.74161,0.22582,27,49
1.0199,0.72018,0.48959,27,49
0.78791,0.66186,0.2248,27,49
1.5029,1.9357,0.18234,27,49
1.4041,2.0711,-0.19423,27,49
1.1624,1.3664,0.21348,27,49
0.58865,0.52427,0.13343,27,49
0.95845,1.6619,-0.66573,27,49
1.2079,1.8683,-0.062992,27,49
0.76351,1.1059,0.052271,27,49
1.1405,1.7868,-0.01086,27,49
1.0246,0.86617,0.34134,27,49
1.1225,1.4243,0.1192,27,49
1.3375,0.94184,0.30354,27,49
1.3026,1.6536,-0.23302,27,49
0.25,0.89419,-0.45758,27,49
0.68557,0.64834,0.072491,27,49
0.81959,0.74479,0.18212,27,49
1.0668,1.0605,0.2076,27,49
0.95615,0.97844,0.1305,27,49
1.036,0.81378,0.38311,27,49
1.5755,2.3503,0.14521,27,49
1.0162,1.0395,0.23112,27,49
0.5502,0.13828,0.39861,27,49
0.57104,0.14078,0.365,27,49
0.34613,0.3294,0.064394,27,49
2.0063,2.3001,-0.28208,27,49
1.7117,2.1938,0.083025,27,49
0.92124,1.0478,-0.25534,27,49
0.32108,0.50632,-0.21105,27,49
1.4393,0.95679,0.42489,27,49
0.97153,0.777,0.030462,27,49
1.5726,2.1289,0.018212,27,49
1.7591,1.9681,0.059024,27,49
1.2379,1.0258,0.16919,27,49
0.71309,1.0687,-0.47394,27,49
1.0854,0.85036,0.070723,27,49
0.57131,0.52591,0.0011672,27,49
0.75248,0.95467,-0.31875,27,49
0.16704,0.35102,-0.22273,27,49
0.27629,-0.069227,0.34419,27,49
0.82902,1.3208,-0.60631,27,49
1.4339,1.5906,-0.38824,27,49
1.1292,1.1159,-0.086649,27,49
0.98206,1.4176,-0.43125,27,49
0.80897,0.63945,0.25287,27,49
0.67221,0.6796,0.021778,27,49
1.4189,0.82643,0.57356,27,49
1.3878,1.1101,0.34845,27,49
0.64035,0.51003,0.17193,27,49
0.71103,0.76159,-0.025666,27,49
1.0059,0.99406,0.21195,27,49
0.96862,1.0667,-0.047199,27,49
0.72519,1.0774,-0.37905,27,49
0.42486,0.79964,-0.37981,27,49
0.22975,0.16329,0.054136,27,49
0.59779,0.57085,0.030487,27,49
0.96117,0.66815,0.20645,27,49
0.67012,0.6163,0.030638,27,49
0.69814,0.59851,0.10068,27,49
1.1068,1.0792,-0.16766,27,49
0.86282,0.91223,0.022382,27,49
0.88807,0.384,0.41586,27,49
1.2122,1.1541,0.046301,27,49
1.4396,0.81108,0.55052,27,49
1.392,1.6595,-0.29694,27,49
1.286,1.138,0.11135,27,49
0.82608,0.54879,0.3114,27,49
0.86273,0.73492,0.067094,27,49
0.69449,0.56447,0.1312,27,49
0.82179,0.73252,0.001936,27,49
0.93921,0.80297,0.23287,27,49
1.0473,0.86079,0.24706,27,49
1.0353,0.93952,0.28895,27,49
0.96819,1.1093,-0.076357,27,49
1.5585,1.6419,0.2108,27,49
0.47849,0.41117,0.07373,27,49
1.1151,0.94294,0.48473,27,49
0.86812,0.62099,0.34066,27,49
0.67011,0.026388,0.61088,27,49
1.1244,1.8898,-0.20716,27,49
0.805,0.70756,0.00035439,27,49
1.4982,1.8054,-0.0031816,27,49
0.74569,0.7843,-0.066059,27,49
1.1297,1.1326,-0.029747,27,49
0.82514,0.77776,-0.024557,27,49
0.73372,0.82804,-0.043236,27,49
0.7954,0.35507,0.47132,27,49
0.56061,0.2783,0.24028,27,49
0.48012,0.80092,-0.28464,27,49
1.1036,1.3828,-0.342,27,49
1.2986,1.489,-0.11423,27,49
1.4026,0.99297,0.43817,27,49
0.55342,0.30619,0.22519,27,49
0.38489,0.63447,-0.24787,27,49
0.59565,0.8203,-0.24492,27,49
1.2752,1.2775,0.082019,27,49
0.69434,0.59117,0.054452,27,49
0.70901,0.73463,-0.048214,27,49
1.6667,1.1943,0.47922,27,49
0.96375,0.84734,0.063605,27,49
0.86479,0.45373,0.41666,27,49
1.0038,0.93757,0.030689,27,49
0.52765,0.14328,0.37824,27,49
0.97874,1.1425,-0.47736,27,49
0.98901,1.1514,-0.13441,27,49
1.0658,1.7512,-0.67349,27,49
0.88021,0.4412,0.48488,27,49
0.68187,0.55132,0.082299,27,49
0.96171,0.59945,0.27721,27,49
1.4435,1.8743,-0.43702,27,49
1.0948,1.1536,-0.16759,27,49
1.2108,1.693,-0.0020225,27,49
0.85344,1.0956,-0.34616,27,49
1.3671,1.1079,0.17393,27,49
1.3106,0.94222,-0.16558,27,49
0.73269,0.63802,0.029995,27,49
0.81688,0.74797,0.10121,27,49
0.92335,0.83288,-0.0068701,27,49
0.82363,1.4331,-0.69407,27,49
0.88819,0.91037,0.22732,27,49
0.83504,0.51744,0.18913,27,49
1.1908,1.0061,0.052104,27,49
0.66864,0.55718,0.12148,27,49
1.0642,0.8449,0.063629,27,49
0.86794,1.1414,0.11992,27,49
1.756,1.8524,-0.2309,27,49
1.2378,1.5583,0.10729,27,49
1.0704,0.70842,0.25117,27,49
0.67915,0.5369,0.10506,27,49
1.6179,1.3731,0.26662,27,49
1.286,1.3084,-0.29362,27,49
0.24693,0.81306,-0.67236,28,49
0.23627,0.57038,-0.305,28,49
0.2852,1.074,-0.81592,28,49
0.084737,0.55205,-0.60067,28,49
-0.098593,1.1578,-1.3849,28,49
0.088607,0.88568,-0.85738,28,49
-0.10189,0.75906,-0.86279,28,49
-0.077494,1.2522,-1.4864,28,49
-0.23956,0.55669,-0.94552,28,49
0.018775,0.80547,-0.87101,28,49
-0.35736,0.93892,-1.35,28,49
-0.082785,0.84725,-1.0698,28,49
-0.20239,0.58466,-0.82106,28,49
0.013681,0.71322,-0.76737,28,49
0.32162,1.103,-0.90514,28,49
0.16267,0.95879,-0.77114,28,49
-0.24179,0.70065,-1.4994,28,49
-0.18774,0.97424,-1.2216,28,49
0.0083372,0.51508,-0.49255,28,49
-0.15713,0.82539,-1.0766,28,49
0.10589,0.41491,-0.42254,28,49
-0.30764,0.72136,-1.0203,28,49
0.064404,0.49306,-0.40305,28,49
0.39165,0.65954,-0.37029,28,49
0.042659,0.4219,-0.37923,28,49
0.30904,0.76873,-0.47972,28,49
0.21353,0.87661,-0.93384,28,49
-0.28031,0.7708,-1.1422,28,49
0.23389,0.98464,-0.79028,28,49
0.044497,0.75504,-0.82568,28,49
-0.21436,0.92577,-1.2184,28,49
-0.18696,0.45039,-1.0555,28,49
0.048966,0.66229,-0.60022,28,49
-0.030291,0.3874,-0.43653,28,49
-0.14013,0.57954,-0.71953,28,49
-0.12872,0.54889,-0.72866,28,49
0.42462,1.1188,-0.89989,28,49
-0.19457,0.75492,-1.0835,28,49
-0.21874,0.49143,-0.92235,28,49
-0.27481,1.2831,-2.1026,28,49
-0.077429,0.83925,-0.93304,28,49
0.085648,1.0862,-0.95986,28,49
0.036404,0.58577,-0.55786,28,49
-0.53248,1.0343,-1.9329,28,49
-1.1628,0.20407,-1.3779,28,49
0.19962,0.61873,-0.51266,28,49
0.043713,0.53208,-0.51492,28,49
0.40118,0.78067,-0.55604,28,49
-0.033968,0.74017,-0.80452,28,49
0.19877,0.61828,-0.48564,28,49
0.01925,0.21622,-0.2095,28,49
0.12786,0.077364,0.067934,28,49
0.71017,0.86047,-0.34267,28,49
0.24773,1.2435,-1.0688,28,49
-0.5433,0.8938,-1.162,28,49
-0.44934,0.52511,-0.8409,28,49
-0.34567,0.35341,-0.84813,28,49
-0.62773,0.16438,-1.1248,28,49
0.056549,0.29449,-0.28699,28,49
0.091961,0.27081,-0.19438,28,49
-0.053449,0.27952,-0.33707,28,49
0.035354,0.2424,-0.24165,28,49
-0.043836,0.35743,-0.35903,28,49
0.059916,0.048875,0.018238,28,49
-0.74096,-0.011941,-0.75925,28,49
0.14192,0.38893,-0.28122,28,49
0.26271,0.24319,0.01969,28,49
-0.033298,-0.17709,0.15066,28,49
0.17254,0.49738,-0.34348,28,49
0.85481,0.74512,0.24495,28,49
0.18898,0.56986,-0.3857,28,49
0.40688,0.54639,-0.13775,28,49
-0.27216,0.16695,-0.59727,28,49
0.031382,0.59128,-0.75308,28,49
0.49482,0.22018,0.24752,28,49
0.44754,0.80371,-0.42754,28,49
-0.011255,0.7913,-0.78321,28,49
-0.034673,-0.029687,0.0017445,28,49
-0.53589,0.22702,-0.69319,28,49
0.43683,0.55676,-0.16938,28,49
0.16423,0.23807,-0.045337,28,49
-0.17583,0.64144,-0.92857,28,49
-0.16677,0.65252,-0.68992,28,49
0.1013,-0.089115,0.19554,28,49
0.30909,0.34304,0.039258,28,49
0.016048,0.22379,-0.20868,28,49
-0.3538,0.11272,-0.92413,28,49
-0.087247,0.66198,-0.7614,28,49
-0.3213,0.29982,-0.62457,28,49
-0.52091,0.83001,-1.1844,28,49
-0.27524,0.58227,-0.78999,28,49
-0.081467,0.88005,-0.93302,28,49
0.099782,-0.057834,0.18191,28,49
0.26704,1.1314,-0.91263,28,49
-0.12335,0.45569,-0.55895,28,49
-0.14864,0.61634,-0.79813,28,49
-0.16185,0.71997,-0.75426,28,49
-0.15528,0.70989,-1.2772,28,49
-0.4603,0.5776,-1.0505,28,49
-0.29665,0.56569,-0.76705,28,49
-0.4548,0.60519,-1.1657,28,49
0.14721,1.3168,-1.274,28,49
-0.060331,0.36217,-0.4333,28,49
0.16418,0.8307,-0.66553,28,49
0.30468,0.24094,0.091792,28,49
-0.17565,0.32833,-0.53944,28,49
-0.15231,0.40645,-0.49275,28,49
0.1734,0.30233,-0.17233,28,49
0.13023,0.22206,-0.087106,28,49
-0.025666,0.080428,-0.10224,28,49
0.034815,0.42248,-0.38405,28,49
0.84407,1.8929,-1.2608,28,49
-0.1595,0.014963,-0.28267,28,49
0.045628,0.59901,-0.63043,28,49
-0.35296,0.51851,-0.82185,28,49
0.54025,0.75857,-0.088444,28,49
0.46903,0.87664,-0.40337,28,49
-0.25052,0.2936,-0.56627,28,49
-0.13159,0.67596,-0.94706,28,49
0.16836,0.49905,-0.31062,28,49
-0.37936,0.38725,-0.98107,28,49
0.10206,0.6139,-0.54579,28,49
0.25255,0.73675,-0.51413,28,49
0.4048,0.83948,-0.67686,28,49
0.13562,0.31773,-0.18409,28,49
0.21194,0.36905,-0.22839,28,49
0.14312,0.73803,-0.84874,28,49
0.25105,0.29474,-0.083247,28,49
-0.016839,1.157,-1.193,28,49
-0.21335,0.54526,-1.0072,28,49
0.16845,0.38353,-0.14094,28,49
0.34498,0.58486,-0.16943,28,49
0.017393,0.33167,-0.44517,28,49
-0.24422,0.57109,-0.85381,28,49
-0.62373,0.23956,-0.65006,28,49
-0.34221,0.3839,-0.9523,28,49
0.028648,0.78149,-0.67009,28,49
0.077676,0.34672,-0.30903,28,49
0.23392,0.78936,-0.62699,28,49
0.39295,0.6099,-0.3317,28,49
0.43689,0.70747,-0.32826,28,49
0.45429,0.71688,-0.28412,28,49
-0.47303,0.41565,-0.93901,28,49
-0.35882,0.10828,-0.43046,28,49
-0.68401,0.18222,-0.8473,28,49
-0.46782,0.18457,-0.52729,28,49
-0.19194,0.14048,-0.3763,28,49
-0.20151,0.21934,-0.45722,28,49
-0.0081128,0.40026,-0.45218,28,49
-0.28646,0.44373,-1.0978,28,49
0.11789,0.38959,-0.27306,28,49
-0.3655,0.35106,-0.74342,28,49
0.4053,1.0383,-0.7893,28,49
0.18324,0.60169,-0.4506,28,49
-0.29491,0.95275,-1.397,28,49
0.1633,0.78977,-0.71666,28,49
0.20763,1.0981,-0.89456,28,49
0.0079393,0.70432,-0.71675,28,49
0.25208,0.85315,-0.81612,28,49
-0.13303,0.85154,-1.0983,28,49
0.1763,1.1473,-1.0374,28,49
0.35299,0.74301,-0.42152,28,49
-0.0069386,1.0779,-1.2321,28,49
-0.24326,1.1494,-1.4571,28,49
0.14082,0.69664,-0.63663,28,49
-0.17245,0.94531,-1.105,28,49
-0.1908,0.52822,-0.70233,28,49
-0.031908,0.48827,-0.49782,28,49
-0.23589,0.19722,-0.49502,28,49
-0.29545,0.50331,-0.92396,28,49
-0.23522,0.61286,-0.82836,28,49
-0.19299,0.74284,-0.97493,28,49
-0.24007,0.6731,-1.0569,28,49
-0.014298,0.84197,-0.73978,28,49
-0.82247,0.47027,-1.2887,28,49
-0.0048694,0.33918,-0.49399,28,49
-0.37663,0.63179,-1.1593,28,49
0.034647,0.62685,-0.74077,28,49
-0.38492,0.29655,-0.5373,28,49
-0.34579,0.70333,-1.2473,28,49
0.31399,0.68677,-0.33927,28,49
-0.20579,0.49764,-0.67036,28,49
-0.096916,0.48026,-0.51564,28,49
0.25078,0.50025,-0.28327,28,49
-0.33635,0.024931,-0.4035,28,49
-0.39433,0.81747,-1.3618,28,49
0.29194,0.73001,-0.59005,28,49
0.28475,0.58687,-0.24372,28,49
0.40233,0.30575,0.080373,28,49
0.10162,0.81516,-0.79203,28,49
0.066881,0.89752,-0.81282,28,49
-0.054645,1.1145,-1.4347,28,49
-0.38415,-0.20313,-0.19578,28,49
-0.14036,0.66022,-0.84903,28,49
-0.53779,-0.059096,-0.67001,28,49
-0.77471,0.48885,-1.4867,28,49
0.098408,0.76547,-0.6491,28,49
0.056914,0.6089,-0.55886,28,49
-0.33388,0.23326,-0.66639,28,49
0.034641,0.99028,-0.9905,28,49
-0.23758,0.26011,-0.74606,28,49
-0.22797,0.005257,-0.30867,28,49
0.16318,0.016415,0.17694,28,49
0.2127,0.50238,-0.31105,28,49
-0.44994,0.42773,-0.82831,28,49
0.21983,0.3972,-0.14634,28,49
0.49791,1.0466,-0.65961,28,49
-0.15071,0.40278,-0.59264,28,49
0.12153,0.53026,-0.46726,28,49
-0.24519,0.16073,-0.51779,28,49
-0.34426,0.50004,-0.95133,28,49
0.073668,0.94055,-1.0638,28,49
-0.13693,0.26819,-0.66564,28,49
0.13712,-0.041238,0.19005,28,49
-0.11742,-0.39234,0.39995,28,49
0.64838,0.41715,0.14897,28,49
-0.12683,0.20606,-0.2811,28,49
0.64194,0.56577,-0.043098,28,49
0.3836,0.066363,0.26636,28,49
0.42569,-0.012426,0.39671,28,49
0.28605,0.46776,-0.19308,28,49
0.025109,0.077507,-0.045963,29,49
0.092903,0.21224,-0.1196,29,49
0.16175,0.088467,0.079786,29,49
0.30464,0.082941,0.21058,29,49
0.33389,0.21112,0.13002,29,49
0.10479,0.11583,-0.0054083,29,49
0.22479,-0.076219,0.29982,29,49
0.19085,0.06318,0.13283,29,49
0.16088,0.13323,0.026932,29,49
0.45404,0.52306,-0.12192,29,49
0.3346,0.3151,0.03274,29,49
0.29314,0.14915,0.13908,29,49
0.18443,0.061609,0.12985,29,49
0.33816,0.10366,0.21296,29,49
0.30136,0.085049,0.24545,29,49
0.75927,0.65759,-0.0035834,29,49
0.44956,0.4855,-0.01045,29,49
0.2334,0.22632,0.019215,29,49
0.62125,0.33813,0.34535,29,49
0.31927,0.21973,0.097577,29,49
0.33829,0.1541,0.19427,29,49
0.3594,0.50834,-0.2062,29,49
0.50284,0.49223,0.0055149,29,49
0.40605,0.31878,0.094264,29,49
0.55444,0.5512,0.069688,29,49
0.69885,0.68735,0.013902,29,49
0.70946,0.70803,-0.052042,29,49
0.70826,0.48194,0.21218,29,49
0.16189,0.13422,0.025381,29,49
0.4066,0.31704,0.087338,29,49
0.38689,0.42306,-0.062088,29,49
0.68958,0.68635,-0.02563,29,49
0.4238,0.47696,-0.085585,29,49
0.46697,0.45697,0.032365,29,49
0.32146,0.10024,0.22946,29,49
0.53988,0.45026,0.088274,29,49
0.44696,0.30041,0.14242,29,49
0.37045,0.4066,-0.063226,29,49
0.25415,0.31719,-0.07486,29,49
0.26905,0.46602,-0.21876,29,49
0.41385,0.3144,0.10071,29,49
0.52888,0.6367,-0.18368,29,49
0.46008,0.28164,0.10047,29,49
0.34839,0.2565,0.083374,29,49
0.16117,0.28589,-0.13702,29,49
0.42888,0.3227,0.10658,29,49
0.31911,0.19966,0.1353,29,49
-0.004506,-0.017535,0.013765,29,49
0.040441,-0.089804,0.12749,29,49
0.07553,0.10251,-0.027543,29,49
0.28436,0.12337,0.15051,29,49
-0.04748,-0.11727,0.076146,29,49
-0.022286,-0.15351,0.13599,29,49
0.054731,-0.04655,0.098545,29,49
0.21919,0.3046,-0.099735,29,49
0.057547,0.063595,-0.0066619,29,49
-0.022266,-0.042082,0.020021,29,49
0.019323,0.10335,-0.089519,29,49
0.15487,-0.096726,0.26173,29,49
0.035036,-0.035357,0.074385,29,49
0.27432,0.42098,-0.13773,29,49
0.15542,0.0059895,0.16012,29,49
0.24636,0.23357,0.013866,29,49
0.1308,-0.068652,0.19517,29,49
0.10499,-0.016948,0.14185,29,49
0.70844,0.76978,0.018297,29,49
0.34945,0.28497,0.064411,29,49
0.44054,0.4881,-0.063806,29,49
0.40761,0.32504,0.12691,29,49
0.31991,0.35923,-0.044515,29,49
0.37301,0.39461,-0.062661,29,49
-0.028633,-0.03273,0.0052473,29,49
0.20701,0.015558,0.20997,29,49
0.32005,0.30883,0.017095,29,49
0.67359,0.50882,0.23831,29,49
0.65557,0.53548,0.16965,29,49
0.39909,0.36376,0.020066,29,49
0.21707,0.22806,-0.039739,29,49
0.23345,0.12907,0.10327,29,49
0.24603,0.11212,0.14165,29,49
0.25082,0.26517,-0.035645,29,49
0.34674,0.31436,0.043892,29,49
0.28972,0.10631,0.18699,29,49
0.1817,0.26802,-0.078142,29,49
0.47606,0.37985,0.084097,29,49
0.14687,0.25676,-0.1164,29,49
0.42345,0.39626,0.011764,29,49
0.71302,0.69475,-0.051598,29,49
0.44751,0.52492,-0.092624,30,49
1.6644,1.5011,0.067705,30,49
0.72905,2.1317,-0.05298,30,49
-2.9379,-7.3299,1.1946,30,49
-0.74779,-0.74554,0.021846,30,49
-0.15753,0.80894,-0.545,30,49
0.49037,0.85163,-0.014262,30,49
0.73026,1.6718,-1.0187,30,49
0.026579,0.66118,-0.5148,30,49
0.38781,4.7623,-1.1891,30,49
-0.30655,0.43537,-0.64878,30,49
1.2526,3.2711,-2.0124,30,49
0.55992,1.2473,-0.18142,30,49
1.1388,2.5987,-0.55814,30,49
0.56636,1.5449,-0.56094,30,49
1.2656,6.9084,-0.44215,30,49
0.27102,0.59422,-0.11122,30,49
0.15313,-0.76024,0.64596,30,49
0.07119,-0.1444,0.19077,30,49
-2.2409,-2.2984,0.16158,30,49
0.225,0.5702,-0.20631,30,49
-0.25856,-1.2442,1.2257,30,49
-1.1951,-2.6445,0.625,30,49
-1.1666,-1.6559,0.21402,30,49
0.072354,-0.7443,0.66982,30,49
0.93204,1.777,0.18637,30,49
0.69831,1.6051,-0.20934,30,49
1.0844,0.98234,0.44736,30,49
-0.12559,-0.83327,0.49878,30,49
-0.51374,-1.2567,0.19742,30,49
-0.2921,0.1482,-0.37768,30,49
0.31682,0.10063,0.30138,30,49
0.80488,0.6421,0.35349,30,49
-0.51604,-1.0408,0.0027693,30,49
0.22404,0.25517,0.069507,30,49
0.32128,-0.39225,0.61586,30,49
-0.79062,-1.0469,0.054143,30,49
-0.099396,-0.82915,0.67439,30,49
-0.51119,-0.020465,-0.5558,30,49
-0.48665,-0.92101,0.16735,30,49
0.6171,1.7767,-0.5431,30,49
0.032716,-0.16235,0.34564,30,49
-0.19943,0.46249,-0.77574,30,49
0.36154,-0.075811,0.52029,30,49
0.29799,-0.46981,0.65444,30,49
0.84229,0.59746,0.47125,30,49
1.0076,0.9427,0.2552,30,49
0.40503,0.7263,-0.12933,30,49
0.94804,1.8848,-0.35398,30,49
1.766,2.7048,-1.0136,30,49
1.2303,1.9313,0.074685,30,49
0.49495,2.0872,-1.008,30,49
0.70702,0.27055,0.55975,30,49
0.25397,0.0090273,0.25999,30,49
0.79725,2.1031,-0.31984,30,49
0.85211,1.4752,0.3688,30,49
0.25107,-0.47048,0.7638,30,49
-0.51047,-1.0155,0.26282,30,49
0.055112,0.28517,-0.16088,30,49
0.39568,0.083995,0.39688,30,49
0.67408,-0.58139,1.14,30,49
0.7859,0.24714,0.55261,30,49
0.50421,-0.29109,0.97258,30,49
0.012395,-0.41726,0.4005,30,49
0.49412,-0.19769,0.68427,30,49
-0.67685,-0.48447,-0.47742,30,49
0.14979,0.20458,-0.0034928,30,49
0.56968,0.85931,-0.20382,30,49
1.2089,0.96141,0.49111,30,49
0.47837,1.0463,-0.10767,30,49
0.032251,-0.70201,0.56967,30,49
0.54178,0.88576,0.09538,30,49
0.84652,1.5039,-0.010463,30,49
1.0611,1.6003,-0.22017,30,49
0.57051,-0.11018,0.69416,30,49
-0.056271,-0.64544,0.58684,30,49
0.75761,1.1728,-0.087879,30,49
1.2229,1.4747,-0.1641,30,49
0.86726,0.75349,0.29544,30,49
2.0033,3.3959,-0.42875,30,49
0.56008,0.042755,0.47563,30,49
3.0039,2.9159,-0.80965,30,49
-1.2792,-0.14207,-1.0853,30,49
0.44475,-0.39055,0.61965,30,49
1.1684,1.0824,0.2133,30,49
0.43842,0.61399,-0.41969,30,49
0.13992,0.74674,-0.70304,30,49
0.55264,0.022238,0.46934,30,49
-0.14822,0.014123,-0.16151,30,49
0.44721,0.4149,0.054264,30,49
0.12452,0.54911,-0.5976,30,49
0.21135,0.21302,0.0098406,30,49
2.15,2.9152,0.052463,30,49
0.27341,0.056244,0.22033,30,49
0.84279,0.43221,0.64018,30,49
0.70641,0.63137,0.29861,30,49
-0.42143,0.20029,-0.64174,30,49
0.95724,0.37961,0.87174,30,49
0.2705,1.6522,-0.73776,30,49
0.39047,-0.51669,1.1672,30,49
-0.24549,-0.45639,0.24209,30,49
-0.52963,-0.58543,0.032472,30,49
1.0273,0.36276,0.53668,30,49
-0.65146,-0.47166,-0.46632,30,49
-0.10367,-0.51144,0.62045,30,49
-0.70636,0.049392,-0.5324,30,49
-0.21478,-0.33469,0.092296,30,49
-0.5984,-0.40295,-0.059755,30,49
-0.56913,0.36744,-1.5814,30,49
