nexp, ncell, selFC, selSC, indegree, oudegree, katz, revkatz, clust, spiking, insel
4,77,-0.089723,0.19621,0.3454,0,0.16891,0.1,0.010369,0.0045392,0.12215
4,78,0.38557,0.13096,0.070224,0.44183,0.1119,0.25935,0.012117,0.0048681,0.0083077
4,79,0.4472,0.002633,0.20908,0.19941,0.14148,0.15202,0.0023672,0.007082,0.081855
4,80,0.075079,-0.10658,0.063824,0,0.10943,0.1,0,0.0064701,0.042806
4,81,0.25132,0.2362,0.14218,0.065303,0.12538,0.11511,0.012272,0.0049451,0.066868
4,83,0.21988,0.17623,0.064075,0.5151,0.10947,0.25608,0.0066511,0.0035098,-0.004327
4,84,0.41009,0.19185,0.44899,0.14714,0.19204,0.14406,0.021126,0.0054935,0.096172
4,85,0.49169,0.45206,0.41721,0.27213,0.18194,0.1772,0.0073528,0.0044492,0.062833
4,88,-0.11799,0.21193,0.22674,0.077297,0.14483,0.12746,0.042745,0.0040362,0.031979
4,95,0.22758,0.089261,0.35922,0.54685,0.16461,0.27782,0.010834,0.0040635,0.052766
5,1,1.6332,-0.46863,0,0.044454,0.1,0.10945,0,0.016444,0
5,3,2.3158,-0.33717,0.049977,0.042127,0.11138,0.11156,0,0.0082131,0.072204
5,4,1.8716,-0.16168,0.19761,0.087664,0.14622,0.11863,0.0032772,0.011626,0.24683
5,5,1.9656,-0.13708,0.10348,0.2017,0.1247,0.15135,0.0082617,0.0058067,0.20815
5,6,2.1469,-0.15868,0.15162,0,0.13404,0.1,0,0.011293,0.18792
5,7,1.4948,-0.93926,0,0.13605,0.1,0.13612,0.008294,0.0090142,0
5,9,1.4182,-0.016086,0.043875,0,0.10906,0.1,0,0.0086519,0.054703
5,11,1.3556,-0.14683,0,0.22674,0.1,0.15454,0.0042004,0.0047754,0
5,12,1.6804,-0.37715,0.045544,0.20381,0.11057,0.16508,0,0.0072708,0.05994
5,13,1.6513,0.32322,0.04694,0,0.11089,0.1,0,0.008229,0.061777
5,14,1.2694,-0.32127,0,0.14435,0.1,0.13281,0,0.0054487,0
5,15,1.3641,-0.2671,0,0.046636,0.1,0.11303,0,0.004973,0
5,18,2.4167,0.36302,0.15689,0,0.13607,0.1,0.008294,0.0091769,0.21412
5,19,1.4495,-0.28073,0,0.086117,0.1,0.12081,0,0.0063273,0
5,24,0.9383,-0.19375,0.08619,0,0.11779,0.1,0,0.0049191,0.089831
5,25,1.126,0.10943,0,0.04226,0.1,0.10898,0,0.0037905,0
5,30,1.2468,0.19142,0,0.043875,0.1,0.10932,0,0.006125,0
5,35,1.696,-0.585,0.042535,0.16122,0.10968,0.14673,0.0083214,0.0097474,0.036969
5,37,1.4447,0.11623,0.049833,0.26069,0.11029,0.16805,0.0049105,0.0055427,0.074492
5,38,1.116,-0.38438,0.14324,0.13849,0.13066,0.13145,0.0032855,0.007333,0.19914
5,43,0.96166,-0.099563,0,0.04393,0.1,0.10934,0,0.005448,0
5,46,1.1106,-0.10783,0.063648,0.14086,0.11453,0.13162,0,0.0058192,0.10695
5,47,1.2044,-0.83713,0.046283,0.43596,0.11048,0.20171,0.0027294,0.006276,0.078497
5,48,0.66409,0.16338,0.045443,0.18561,0.11028,0.15133,0.0051204,0.0070186,0.069965
5,50,2.0739,-0.45338,0.10708,0,0.1251,0.1,0.025203,0.0093486,0.13381
5,54,0.27767,-0.37984,0,0.044078,0.1,0.11054,0,0.0060297,0
5,55,1.6871,-0.027985,0,0.054616,0.1,0.11817,0,0.0083242,0
5,56,2.6685,0.90464,0.10078,0.1891,0.12179,0.15655,0.0062523,0.0089059,0.1228
5,57,1.207,0.77305,0.09197,0,0.12135,0.1,0,0.0092987,0.10659
5,58,1.201,-0.36629,0.13465,0,0.13078,0.1,0,0.0034868,0.17392
5,59,1.3103,-0.35802,0.14887,0,0.13849,0.1,0.0078508,0.0024652,0.20822
5,61,2.1412,-0.21471,0.35062,0,0.19879,0.1,0.0046023,0.0060381,0.61166
5,62,2.5418,0.20003,0.4235,0.09367,0.20627,0.11991,0.0043268,0.0080355,0.61895
5,63,2.8817,-0.50817,0.28413,0,0.17532,0.1,0.0047643,0.0092353,0.4999
5,64,1.1532,-0.17078,0.35446,0.1056,0.1827,0.12814,0.004339,0.0055709,0.41275
5,65,0.86914,-0.52551,0.044808,0.2827,0.11023,0.16905,0.0023775,0.011336,0.075294
5,66,0.99957,-0.98406,0.090667,0,0.12706,0.1,0,0.013536,0.13823
5,67,1.1836,-0.43406,0.08773,0.40758,0.12108,0.19616,0.0022473,0.0062997,0.1922
5,70,1.3161,-0.25434,0.05999,0.092484,0.11238,0.12596,0,0.0061453,0.081324
5,71,0.68015,-0.24093,0.044078,0.045906,0.1091,0.1125,0,0.0083494,0.012239
5,72,1.2603,-1.0613,0.061761,0,0.11275,0.1,0,0.0070095,0.083725
5,73,1.304,-0.3012,0,0.16292,0.1,0.13462,0,0.0063592,0
5,78,2.6325,-0.33639,0.092414,0.04587,0.12216,0.10975,0.0079429,0.0087746,0.11028
5,82,1.1256,-0.006869,0.055042,0,0.11136,0.1,0,0.0061907,0.071775
5,83,1.5396,-0.011321,0.042167,0.045443,0.1096,0.11464,0,0.0067125,0.028003
5,84,2.4348,-0.14216,0.27481,0,0.16925,0.1,0.0015737,0.0069063,0.43056
5,85,1.7629,-0.052849,0,0.048771,0.1,0.11131,0,0.0056963,0
5,86,1.7074,0.11119,0.043013,0,0.10977,0.1,0,0.0087475,0.062312
5,87,2.1925,0.0062625,0.29948,0.13703,0.17949,0.12912,0.0036922,0.0058391,0.46561
5,88,1.7925,-0.52595,0,0.042549,0.1,0.11168,0,0.004491,0
5,93,1.4487,0.11171,0.048771,0.043013,0.11007,0.10914,0,0.0062913,0.085976
6,1,2.3265,0.22981,0.14985,0,0.12811,0.1,0.0086934,0.015765,0.10851
6,3,1.6303,-0.028256,0,0.051596,0.1,0.11098,0,0.015199,0
6,4,0.87164,0.01774,0.097779,0.063213,0.11726,0.11123,0.0096504,0.01373,0.079122
6,6,0.57939,0.16368,0.56947,0.047423,0.20683,0.11238,0.0074879,0.0074532,0.38727
6,7,0.27216,0.78904,0.043227,0,0.10865,0.1,0,0.014274,0.030905
6,8,2.4374,-0.15494,0.054324,0.048948,0.11158,0.10915,0,0.011014,0.028726
6,9,0.58889,-0.37965,0.050117,0.1437,0.11068,0.12271,0,0.011006,0.026502
6,10,1.1739,-0.042492,0.10321,0,0.11786,0.1,0,0.01346,0.013483
6,11,1.5346,0.26383,0.1049,0,0.11871,0.1,0,0.010987,0.072267
6,12,1.0746,-0.35377,0.052017,0,0.10978,0.1,0,0.010705,-0.012311
6,14,0.66241,0.18951,0.10085,0.14445,0.11855,0.12371,0.0077935,0.017614,0.088236
6,15,-0.067224,0.1107,0,0.141,0.1,0.13265,0,0.0092625,0
6,16,0.27934,-0.55855,0.050946,0,0.10778,0.1,0,0.0070191,0.027316
6,17,0.79883,0.16381,0.089714,0.30508,0.11958,0.15901,0.011253,0.0080112,0.090768
6,19,0.82141,-0.14086,0.094839,0.053258,0.11678,0.10842,0.0082412,0.0064161,0.042734
6,20,0.81227,0.0066945,0.25769,0.14637,0.14778,0.13454,0.01423,0.0057469,0.22692
6,26,0.72547,-0.13406,0.043163,0,0.10659,0.1,0,0.0081601,0.022287
6,27,1.1821,-0.34296,0.14532,0.062617,0.12834,0.11113,0.01272,0.011379,0.14506
6,29,2.2141,-0.53926,0,0.047556,0.1,0.10948,0,0.017171,0
6,31,1.08,-0.71723,0.045409,0.044198,0.10693,0.10864,0,0.009814,-0.0030525
6,34,0.31255,-0.65743,0.057883,0.087437,0.11016,0.11593,0.0081181,0.0054344,0.024487
6,35,0.64825,-0.79279,0.065644,0,0.11249,0.1,0,0.0070998,0.052873
6,37,0.71495,0.28495,0.17224,0.58951,0.13094,0.21138,0.0043571,0.018287,0.089904
6,38,0.17249,-0.63838,0,0.25091,0.1,0.14758,0.0049086,0.017031,0
6,39,0.77141,-0.35015,0.045044,0.047942,0.10901,0.10758,0,0.0079602,0.032204
6,41,0.82607,-0.44443,0.048991,0.051649,0.10921,0.1103,0,0.0064232,-0.011595
6,42,0.77969,-0.36259,0.14759,0,0.1273,0.1,0.017583,0.0084518,0.11674
6,43,0.63406,-0.42528,0,0.043537,0.1,0.10688,0,0.0071076,0
6,44,1.2481,-0.76207,0.044107,0,0.10746,0.1,0,0.0079457,0.025975
6,45,0.90445,-0.502,0,0.095281,0.1,0.11669,0,0.0068416,0
6,46,-0.23668,-0.47264,0.14302,0.16068,0.12312,0.12619,0,0.012358,0.17846
6,47,0.12918,-0.54381,0,0.048175,0.1,0.10842,0,0.0062787,0
6,48,0.42305,-0.43914,0.094502,0.057883,0.11494,0.11061,0.0081181,0.0077153,0.00539
6,50,0.043033,-0.45571,0.066117,0,0.11083,0.1,0,0.0046651,-0.0011893
6,51,0.57227,0.20228,0.10466,0,0.11799,0.1,0,0.0042473,0.053608
6,55,0.3875,-0.28907,0.056872,0.097911,0.10999,0.12209,0.017526,0.00868,0.054784
6,56,0.55562,-0.43936,0.049011,0,0.10748,0.1,0,0.0058019,0.026279
6,63,0.25589,0.1274,0,0.049598,0.1,0.10784,0,0.0040751,0
6,64,-0.017988,-0.49822,0.043096,0.19138,0.10725,0.13102,0.0040591,0.0095646,0.01347
6,66,0.70327,-1.0497,0.10379,0.092708,0.11702,0.11797,0,0.012234,0.028565
6,67,0.80545,-0.34422,0.13944,0.065644,0.12461,0.11037,0.0040604,0.011396,0.11983
6,70,0.51635,-0.39669,0,0.043163,0.1,0.10682,0,0.0045822,0
6,71,0.38489,-0.55364,0.044341,0,0.10746,0.1,0,0.0047312,0.013859
6,72,0.53618,-0.54034,0,0.099957,0.1,0.1158,0,0.0050654,0
6,75,0.43514,-0.48688,0.043689,0,0.10738,0.1,0,0.0048568,0.025728
6,80,1.484,0.18536,0.24794,0.28876,0.14619,0.15832,0.0059851,0.0059179,0.16969
6,86,0.5288,0.13273,0.19194,0.36492,0.13947,0.17771,0.0087053,0.0095601,0.16959
6,87,0.6791,0.058114,0.15419,0.044524,0.12822,0.10704,0,0.011345,0.079462
6,89,1.1653,-0.035513,0.15032,0,0.12498,0.1,0.0082412,0.0079843,0.089201
6,90,0.36522,0.07082,0.15709,0,0.12728,0.1,0,0.0037652,0.1046
6,91,0.5838,-0.39546,0.045629,0,0.11019,0.1,0,0.0054195,0.067712
6,92,0.37315,0.19955,0,0.23314,0.1,0.1395,0.0045495,0.004356,0
6,94,0.39576,0.27936,0.096103,0.1017,0.11603,0.11849,0.0088975,0.0065951,0.055155
6,95,0.8991,-0.31443,0.055909,0,0.10945,0.1,0,0.009457,0.032925
6,96,0.69612,-0.25015,0.048948,0.10419,0.10834,0.11828,0,0.0085819,0.11931
6,97,0.48593,-0.5571,0.078935,0,0.11292,0.1,0,0.0070241,-0.0014199
6,98,0.9633,-0.12051,0.047423,0.28728,0.11499,0.16501,0.0074002,0.0090329,0.027476
7,1,0.72899,-0.065403,0.046805,0.019948,0.11687,0.11423,0,0.016963,0.021651
7,2,1.6198,0.22589,0.025584,0.06316,0.11108,0.139,0.0052533,0.0083519,0.036045
7,4,1.7024,-0.06604,0,0.10723,0.1,0.1574,0.0044691,0.011757,0
7,5,1.3289,0.42742,0,0.065589,0.1,0.12622,0,0.0088765,0
7,6,2.4519,0.035827,0.029088,0.028748,0.11192,0.11061,0,0.011167,0.02976
7,7,1.9156,0.74443,0.025373,0,0.11031,0.1,0,0.011101,0.035418
7,8,0.2519,-0.36298,0.16306,0.15042,0.16466,0.16782,0.0015691,0.0065631,0.25132
7,9,2.0049,-0.67269,0.26053,0.054967,0.22092,0.12122,0.00084056,0.0069598,0.31033
7,11,0.8892,0.41252,0.032729,0,0.1263,0.1,0,0.0088911,0.04732
7,13,0.37885,0.19965,0,0.030333,0.1,0.11396,0,0.0069898,0
7,14,0.8298,0.26628,0.020428,0,0.11425,0.1,0,0.013164,0.018791
7,16,0.59117,0.18605,0.04906,0,0.11888,0.1,0,0.0079451,0.021355
7,17,0.94162,0.1881,0,0.074974,0.1,0.12721,0,0.0066859,0
7,21,1.6145,-0.37265,0.047769,0,0.12342,0.1,0,0.016017,0.07329
7,23,0.65595,-0.2613,0.03106,0,0.11285,0.1,0,0.024089,0.045289
7,24,0.22783,0.15064,0.027585,0,0.11338,0.1,0,0.0080254,0.01379
7,25,0.4999,0.11086,0.08894,0.056514,0.13451,0.11913,0,0.0093188,0.10712
7,26,1.274,0.38965,0.031742,0.027966,0.11144,0.11372,0,0.005731,0.054039
7,27,1.2504,0.15878,0.023035,0.062459,0.1083,0.1318,0.00393,0.0065039,0.039215
7,28,1.939,0.23363,0.024229,0.038239,0.10965,0.11451,0,0.010216,0.0051319
7,29,1.4458,0.48647,0.26582,0.24975,0.22294,0.21038,0.0011534,0.0050728,0.38266
7,30,2.5905,-0.14534,0,0.14516,0.1,0.16909,0.0054373,0.0080986,0
7,31,1.5705,-0.18949,0.047886,0.16683,0.11791,0.18149,0.0041883,0.0098461,0.071615
7,32,1.7275,0.16062,0,0.081844,0.1,0.13229,0,0.014212,0
7,33,1.4095,-0.72105,0.037275,0,0.12305,0.1,0,0.011117,0.076322
7,34,1.4368,0.2178,0.024282,0,0.10875,0.1,0,0.013971,0.00075224
7,36,1.9546,0.0313,0.057232,0,0.12434,0.1,0,0.012098,0.065471
7,37,1.0773,0.29564,0.031971,0.046189,0.11358,0.12376,0.0050202,0.0084287,0.05021
7,39,1.147,-0.21142,0.020825,0,0.1075,0.1,0,0.012882,0.0042297
7,40,0.030979,0.38551,0,0.024282,0.1,0.10822,0,0.012241,0
7,41,1.3963,0.17765,0.050228,0,0.12125,0.1,0,0.013931,0.048912
7,42,0.3586,0.41549,0.032056,0.02766,0.11155,0.10936,0,0.0035652,0.012822
7,46,0.8393,0.45618,0.026745,0.02868,0.11075,0.10971,0,0.0078416,0.030409
7,50,0.32474,-0.11086,0.028713,0,0.11159,0.1,0,0.0036963,0.0014441
7,52,0.46258,0.15369,0,0.071989,0.1,0.12741,0,0.0051139,0
7,53,0.46249,0.17359,0,0.034256,0.1,0.11302,0,0.0030614,0
7,55,0.19239,0.12344,0,0.021295,0.1,0.10909,0,0.0039448,0
7,57,0.2031,0.1524,0,0.020825,0.1,0.10705,0,0.0036782,0
7,58,0.37141,0.3596,0.02766,0,0.11112,0.1,0,0.0029574,0.0099187
7,59,0.050294,0.25862,0.033466,0.054822,0.11206,0.11939,0,0.0034793,-0.0069062
7,60,0.4,0.44899,0,0.032056,0.1,0.11187,0,0.0026025,0
7,62,1.1151,0.077073,0,0.050896,0.1,0.1225,0,0.0088487,0
7,63,1.0231,0.18196,0.038171,0.062732,0.11376,0.13004,0.0068673,0.010116,0.098884
7,66,1.4089,-0.35472,0.055918,0.025584,0.12015,0.11206,0,0.013383,0.074768
7,68,0.91987,-0.19836,0.13782,0.17178,0.19344,0.17589,0.0018999,0.0065839,0.17015
7,69,0.48937,0.22207,0.022768,0.083274,0.11814,0.13391,0,0.0072451,0.045647
7,70,1.2446,0.49622,0.022985,0.019775,0.10919,0.10862,0,0.013191,0.038102
7,71,1.2445,-0.60719,0.061016,0.053327,0.12701,0.12111,0.002304,0.015796,0.10446
7,72,0.23431,0.31101,0,0.096652,0.1,0.13624,0,0.0027977,0
7,77,0.2738,-0.08976,0.094112,0,0.14543,0.1,0.010902,0.0055131,0.17408
7,78,0.92562,-0.070441,0.065525,0.029355,0.12608,0.11205,0,0.010173,0.10517
7,79,0.13828,0.23364,0.039014,0.037324,0.11406,0.11685,0,0.0042556,0.0091415
7,80,0.82925,-0.10983,0.11507,0.022505,0.14728,0.10895,0,0.010502,0.13046
7,81,0.21181,0.10763,0.026109,0.024229,0.11054,0.10939,0,0.0036162,0.0013132
7,82,-0.20671,0.11929,0,0.028234,0.1,0.11355,0,0.002729,0
7,84,0.60846,0.009202,0,0.029803,0.1,0.11696,0,0.0039812,0
7,90,0.86929,0.082516,0,0.025436,0.1,0.10966,0,0.0046715,0
7,91,1.3959,0.14313,0.027925,0.025373,0.11278,0.10859,0,0.0060802,0.034752
7,92,1.3559,-0.85527,0.10525,0.033169,0.1636,0.11268,0.0052182,0.014538,0.1215
7,93,1.7198,0.066039,0.12614,0.041734,0.16102,0.1166,0.0017184,0.0061452,0.15316
7,94,1.8538,0.12244,0.12326,0.050412,0.15982,0.12863,0.0014447,0.010534,0.15204
7,95,1.478,0.13311,0.087013,0.041802,0.14437,0.11746,0.0012022,0.0052374,0.14943
7,96,0.57837,0.25768,0,0.027363,0.1,0.11803,0,0.0040774,0
7,97,1.1783,0.16649,0.022896,0,0.10825,0.1,0,0.0053375,0.021559
7,98,1.8269,0.34421,0.15189,0,0.1828,0.1,0,0.0088023,0.2083
7,99,0.8705,0.51991,0.019616,0,0.10707,0.1,0,0.0075927,0.01847
7,100,1.137,0.12531,0.028858,0.11322,0.11153,0.14319,0,0.0079126,0.047839
7,101,2.2412,0.33746,0.033169,0.031349,0.11956,0.11286,0,0.0075367,0.044972
7,103,2.2352,-0.22827,0.099878,0.021372,0.15482,0.11216,0.0068633,0.015411,0.055005
7,104,2.4105,0.26205,0,0.10273,0.1,0.15111,0.010902,0.011378,0
7,105,-0.20636,0.086635,0,0.058004,0.1,0.12184,0,0.0039592,0
7,106,2.0947,0.47058,0.056401,0,0.13526,0.1,0.017397,0.0095075,0.084729
7,108,1.1986,0.57322,0.12834,0.06604,0.16297,0.13317,0.0022364,0.0045194,0.12231
7,109,1.3415,0.36845,0.042264,0.035386,0.11947,0.12524,0.0052533,0.0046141,0.065442
7,110,1.3917,0.30355,0.1434,0.047972,0.16495,0.12591,0.0013415,0.0054851,0.17771
7,112,0.70828,0.21272,0.030761,0.033373,0.11109,0.11231,0,0.0078164,0.0072078
7,117,0.83353,-0.23198,0.028234,0.10693,0.11017,0.1417,0.0028996,0.0061569,-0.0058363
7,121,1.4419,0.072928,0.084764,0,0.15575,0.1,0.0056598,0.0088827,0.07958
7,122,1.7979,-0.21692,0.10912,0.064165,0.15887,0.13574,0,0.0082512,0.11598
7,123,0.84741,0.63086,0.019558,0,0.11127,0.1,0,0.0075371,0.036256
7,125,0.3024,0.43837,0.026876,0,0.10968,0.1,0,0.0023982,0.0062974
7,126,1.9208,0.10523,0,0.033669,0.1,0.11382,0,0.0069352,0
7,127,1.4581,-0.029711,0.034773,0.07155,0.11478,0.1278,0,0.0078125,0.054611
7,128,1.6577,0.08265,0.027153,0.077445,0.11091,0.13112,0,0.010965,0.030874
7,129,1.1528,0.29934,0.032654,0.10446,0.12624,0.13996,0.0028172,0.0071893,0.047211
7,130,2.0476,0.1158,0.1393,0.22991,0.17145,0.19437,0.00050341,0.0090381,0.2035
7,131,0.88907,0.0046533,0.086757,0.11764,0.13242,0.14482,0.00074235,0.0056352,0.14876
7,133,0.41587,0.1706,0,0.023768,0.1,0.11352,0,0.0035124,0
8,1,0.39264,0.044089,0,0.031039,0.1,0.11831,0,0.014211,0
8,3,-0.28905,-0.11888,0,0.021621,0.1,0.11124,0,0.0088892,0
8,4,2.8208,-0.99892,0.028943,0.13114,0.11305,0.21408,0,0.010184,0.053436
8,5,0.62403,-0.010161,0.057688,0,0.11783,0.1,0,0.0064844,0.035721
8,6,2.1942,-0.29862,0.038896,0,0.11154,0.1,0,0.011261,0.0097452
8,8,1.7708,-1.9687,0.097749,0.18927,0.1368,0.21048,0.0012201,0.0076138,0.16586
8,9,2.6161,-1.2535,0.032321,0.026958,0.11233,0.11669,0,0.011826,0.041171
8,10,1.2534,-0.49088,0.053266,0.086194,0.11831,0.18082,0,0.010875,0.083744
8,11,2.0764,-0.33671,0.072412,0,0.12671,0.1,0,0.012961,0.16845
8,12,2.5103,-0.47816,0,0.088955,0.1,0.1498,0,0.01064,0
8,13,3.1525,-1.5813,0.1318,0.089829,0.15047,0.17128,0.0046675,0.011798,0.20723
8,14,2.2563,-0.99374,0.02871,0.13293,0.10852,0.18577,0,0.0099568,0.054645
8,15,2.0864,-0.41191,0,0.031477,0.1,0.11636,0,0.014415,0
8,16,1.9968,-0.58076,0.082008,0,0.12762,0.1,0,0.012543,0.14946
8,17,0.05272,-0.65815,0,0.023482,0.1,0.12355,0,0.01181,0
8,18,1.506,-0.64581,0.031477,0,0.10934,0.1,0,0.010482,0.065674
8,19,1.9034,-0.67585,0,0.067405,0.1,0.15491,0,0.0072824,0
8,20,1.5021,-0.59265,0.026669,0.027384,0.10884,0.14412,0,0.0090199,0.028456
8,21,2.0507,-0.63984,0.03753,0.024484,0.11525,0.11272,0.015639,0.01093,0.066458
8,23,1.067,-0.42925,0.028526,0.026669,0.11159,0.11997,0,0.010805,0.050514
8,24,0.50318,-0.18056,0.034906,0.030745,0.11036,0.11834,0,0.011652,0.0087454
8,26,1.1716,-0.72902,0.06969,0,0.12215,0.1,0.015554,0.010195,0.12767
8,27,1.2295,-0.68537,0.1338,0,0.15706,0.1,0.0030346,0.011214,0.19397
8,28,1.8182,-1.1776,0.070094,0.035876,0.1208,0.11864,0,0.0063527,0.17706
8,29,2.5435,-0.50051,0,0.22382,0.1,0.29899,0.0024185,0.0066734,0
8,30,0.87852,-0.22787,0.089311,0,0.13365,0.1,0,0.0067605,0.15053
8,31,1.8767,-0.31987,0,0.091208,0.1,0.19594,0.0062646,0.0086625,0
8,32,1.2738,-0.81266,0.077239,0.098023,0.12844,0.17161,0.0033443,0.0029784,0.15675
8,33,1.6498,0.053876,0.16327,0.067782,0.16256,0.13522,0.0023975,0.0077499,0.34985
8,35,1.8035,-0.86138,0.080477,0.037186,0.12472,0.15991,0,0.012261,0.1163
8,36,2.1762,-0.55787,0.08481,0.17481,0.13201,0.23574,0.0012257,0.011055,0.14077
8,37,1.8462,-0.46959,0.15267,0.19027,0.1518,0.28947,0.0034062,0.0076115,0.36114
8,38,2.4098,-1.4777,0.1139,0.12481,0.14351,0.22015,0.0044614,0.0067723,0.25477
8,41,0.82115,-1.0616,0.031572,0,0.10937,0.1,0,0.0081234,0.023178
8,42,1.4685,-0.95797,0.10355,0.13632,0.14055,0.193,0.001534,0.0064265,0.17587
8,43,1.9413,-1.01,0.064899,0.025812,0.12224,0.11695,0,0.0065766,0.1536
8,45,1.2461,-0.074369,0.02587,0.058797,0.10833,0.14823,0,0.0056824,0.058371
8,46,1.3326,-0.55289,0,0.02437,0.1,0.12025,0,0.012356,0
8,47,0.87105,-0.33159,0.065317,0,0.12657,0.1,0,0.0078644,0.047213
8,48,0.74936,0.058832,0.10946,0,0.1381,0.1,0,0.012261,0.13381
8,49,0.74528,-0.46665,0.084512,0.028466,0.12771,0.11479,0,0.0089903,0.097463
8,54,0.76918,-0.21683,0.029604,0,0.10879,0.1,0,0.0089262,0.074315
8,56,0.25054,-0.17897,0,0.09531,0.1,0.15628,0,0.0063304,0
8,57,0.4523,-0.18374,0.031039,0.025954,0.10921,0.11349,0,0.0076108,0.012187
8,58,0.35952,-0.4036,0,0.026727,0.1,0.11389,0,0.0079447,0
8,66,0.19196,-0.16997,0.027065,0,0.10803,0.1,0,0.0057664,0.0026541
8,70,0.8959,-0.68982,0.051852,0.030092,0.11642,0.11564,0.0051847,0.0025457,0.13926
8,71,1.4334,-0.63456,0.062549,0.034447,0.1226,0.13066,0.005948,0.0046701,0.061658
8,72,2.2158,-0.87693,0.11172,0.14007,0.14332,0.23839,0.0047102,0.0098412,0.18449
8,76,2.2404,-0.83236,0.1191,0.072769,0.14766,0.18978,0.0098998,0.0062522,0.24244
8,78,0.42383,-0.42404,0,0.023341,0.1,0.1194,0,0.0022115,0
8,81,1.8929,-0.51365,0,0.02283,0.1,0.11362,0,0.0078026,0
8,82,1.2632,-1.9526,0.17319,0.050755,0.17072,0.12638,0.0015875,0.0098278,0.33669
8,83,1.371,-1.0137,0.089239,0.30322,0.13313,0.31002,0.00077984,0.0097513,0.16765
8,84,0.73415,-0.41504,0,0.031572,0.1,0.11641,0,0.0053884,0
8,88,0.32657,-0.2693,0,0.023904,0.1,0.11242,0,0.0030553,0
8,90,0.99302,-0.5738,0.09771,0,0.1389,0.1,0.0052131,0.010808,0.19764
8,91,1.7556,-0.82198,0,0.053816,0.1,0.13967,0,0.0068751,0
8,93,0.75571,0.12426,0,0.031735,0.1,0.11649,0,0.004996,0
8,95,0.63017,-0.001936,0,0.022664,0.1,0.11178,0,0.005989,0
8,96,1.3837,-0.24131,0.05081,0,0.11997,0.1,0,0.0076023,0.089397
8,97,0.70549,-0.09734,0.11328,0.036851,0.14419,0.11915,0.0014453,0.0066679,0.20272
8,99,1.3386,-0.59792,0.14848,0,0.15744,0.1,0.0012529,0.006445,0.23243
8,100,1.0774,-0.559,0.023904,0,0.10709,0.1,0,0.0059409,0.0078062
8,102,0.098064,-0.17191,0,0.027065,0.1,0.11407,0,0.0044316,0
8,103,0.91691,-0.21548,0,0.042183,0.1,0.15228,0,0.0074676,0
8,108,1.5057,-0.77854,0.034584,0.025021,0.11474,0.13065,0,0.0042527,0.08334
9,1,0.10548,-0.27491,0.023075,0,0.11832,0.1,0,0.005433,-0.00035137
9,2,0.25184,0.0085104,0.11656,0,0.19506,0.1,0.0026354,0.0063699,-0.0071988
9,3,-0.025918,-0.042831,0.020426,0.1251,0.11325,0.24892,0.0025507,0.0046123,-0.00054598
9,4,0.08739,0.043566,0.024453,0.096358,0.1164,0.18407,0,0.0059443,-0.0032438
9,6,0.03827,0.025303,0.075323,0.057015,0.15093,0.15045,0,0.0077283,-0.0039145
9,7,-0.83034,-0.079143,0.026458,0.031896,0.12479,0.12074,0,0.02372,4.655e-05
9,8,-0.19471,-0.21889,0.050396,0,0.1331,0.1,0,0.0074204,-0.0049232
9,9,-0.14699,-0.46783,0.025298,0,0.12168,0.1,0,0.0053601,0.0083796
9,10,-0.075774,-0.15544,0.02022,0.018379,0.1128,0.12659,0,0.0068888,-0.0025662
9,15,0.0017594,-0.027842,0.091235,0.092074,0.18126,0.1887,0.0011294,0.0054977,-0.013367
9,16,-0.12521,-0.17142,0.017974,0.099501,0.1108,0.20666,0.0011839,0.0078526,0.0015708
9,17,-0.12694,0.08075,0.054267,0.052996,0.13818,0.14807,0.0027569,0.005758,0.0094379
9,18,-0.10537,0.037538,0.025895,0,0.11933,0.1,0,0.0041076,0.0025249
9,19,-0.13265,-0.039509,0.044636,0.078033,0.12989,0.18576,0.0011899,0.0070131,0.0017353
9,20,0.23032,-0.036319,0,0.027773,0.1,0.12806,0,0.0064397,0
9,21,0.13244,0.0078617,0.022309,0.077832,0.11152,0.19652,0.0011137,0.0071717,-0.0029018
9,22,-0.12691,-0.21535,0.039168,0.12756,0.12259,0.22238,0.00059196,0.0048779,-0.0039956
9,23,0.0054644,-0.10392,0.032537,0.075183,0.13369,0.17896,0,0.0061256,-0.002679
9,24,-0.12007,-0.12774,0.051341,0,0.13718,0.1,0,0.0064685,0.00054833
9,25,-0.10478,-0.15607,0.035771,0,0.12648,0.1,0,0.0066362,-0.00031228
9,28,0.51563,0.025755,0.017267,0.020107,0.11753,0.12814,0,0.0062697,-0.0042671
9,30,-0.083436,0.020151,0.015774,0,0.10814,0.1,0,0.0054807,-0.0018631
9,33,-0.037563,-0.38261,0.01618,0,0.10835,0.1,0,0.004582,0.0046514
9,34,-0.11811,-0.16589,0,0.015774,0.1,0.11026,0,0.0056467,0
9,36,0.012905,-0.16413,0.022041,0.016743,0.11502,0.11089,0,0.0075207,-0.0014896
9,39,0.52483,0.20346,0.019287,0,0.10996,0.1,0,0.005384,0.010054
9,42,0.28748,0.1416,0,0.01618,0.1,0.11052,0,0.0065551,0
9,44,-0.056756,-0.31086,0.016743,0,0.10994,0.1,0,0.0044322,0.00021606
9,45,0.18159,-0.41244,0,0.030752,0.1,0.12547,0,0.0050959,0
