nexp, ncell, selFC, selSC, indegree, oudegree, katz, revkatz, clust, spiking, insel
9,46,0.44639,-0.20396,0.018157,0,0.11296,0.1,0,0.0056811,-0.0023049
9,51,-0.13008,-0.040265,0,0.022309,0.1,0.12853,0,0.0080928,0
9,52,0.14705,0.2218,0,0.027067,0.1,0.13805,0,0.0085372,0
9,53,0.27646,0.040353,0,0.017624,0.1,0.11146,0,0.0038934,0
9,54,-0.082336,-0.31387,0.1384,0.09312,0.20029,0.20999,0.00092849,0.0052598,0.005262
9,56,0.2763,0.03776,0.073004,0.081995,0.15859,0.16681,0.0016542,0.0053791,0.010054
9,57,-0.02673,0.19228,0.034417,0.042218,0.12569,0.14726,0.0044526,0.0075423,0.0033558
9,58,0.33124,0.18247,0.075211,0.065517,0.16585,0.16008,0.0027569,0.0057683,-0.0144
9,59,-0.067581,-0.23467,0.041925,0.046861,0.13198,0.13203,0,0.0057367,0.0050522
9,60,0.10216,-0.013655,0.055357,0.023335,0.13339,0.11518,0,0.0057102,0.0078949
9,61,0.52126,-0.17342,0,0.019287,0.1,0.11254,0,0.00547,0
9,63,0.085201,-0.19499,0.053535,0,0.14081,0.1,0,0.0062646,0.010728
9,64,0.080838,-0.15351,0.030752,0.028425,0.11587,0.12737,0,0.0047095,0.0055842
9,66,-0.099691,0.015707,0.076091,0.063205,0.14253,0.15535,0,0.0051197,0.0060534
9,68,0.18236,-0.30928,0.020618,0,0.11064,0.1,0,0.0053074,-0.0064033
9,70,-0.31057,-0.26394,0,0.020618,0.1,0.11341,0,0.0060499,0
9,71,-0.096542,-0.10405,0.027067,0.10061,0.11397,0.21612,0,0.0068783,0.00398
9,72,-0.015227,-0.028363,0.082761,0.046314,0.15378,0.13775,0,0.0073404,0.0027091
9,73,-0.34042,-0.16408,0.10072,0,0.17052,0.1,0.0019732,0.0049783,-0.012137
9,74,-0.46732,-0.0041762,0.024366,0.02394,0.11683,0.11557,0,0.0089427,0.00013315
9,75,-0.13831,-0.29979,0.090121,0.073783,0.17257,0.17484,0,0.0060886,-0.0059999
9,76,0.097505,-0.13957,0.074169,0.17434,0.14461,0.28893,0.0013721,0.0059485,-0.0020504
9,77,0.23537,-0.12485,0.031896,0,0.12057,0.1,0,0.0059926,-0.026484
9,79,-0.24713,-0.1827,0.13561,0.12274,0.19653,0.21517,0.00058563,0.00762,0.0044608
9,80,0.18686,-0.0072134,0.029368,0.030735,0.11717,0.12302,0,0.007906,-0.00076116
9,81,-0.20092,-0.25932,0.047486,0,0.12935,0.1,0,0.0046393,-0.014176
9,82,0.19584,0.12758,0.017624,0,0.1091,0.1,0,0.0070113,0.0048724
10,2,0.10331,-0.29468,0.087447,0.084893,0.12051,0.12529,0,0.0074046,0.0053465
10,3,0.25891,-0.31059,0,0.040099,0.1,0.11322,0,0.0066813,0
10,4,-0.13605,-0.44992,0.054418,0,0.11121,0.1,0,0.0057121,0.0056217
10,7,-0.20227,-0.47552,0,0.03048,0.1,0.10908,0,0.0058538,0
10,8,-0.53047,-1.2828,0,0.06995,0.1,0.12783,0.018476,0.0061052,0
10,9,0.43246,-0.68198,0.076543,0.043439,0.114,0.1162,0,0.0063506,0.0023761
10,17,-0.29808,-0.21774,0.030064,0,0.10557,0.1,0,0.0031298,-0.0054254
10,18,0.33914,-0.22602,0.038285,0,0.10654,0.1,0,0.0035941,-0.0030699
10,21,0.22778,-1.6308,0.060767,0.064743,0.11254,0.12259,0,0.013583,0.017955
10,22,0.90115,-1.1456,0.10857,0.032795,0.12196,0.11209,0,0.025511,0.0040346
10,23,-1.0142,-1.7585,0.13435,0.096788,0.12824,0.13413,0,0.020148,0.017007
10,24,-0.18046,-2.9532,0.035783,0.35792,0.10851,0.25763,0.0035209,0.016083,-0.00068608
10,25,0.3058,-1.6376,0.041234,0.14795,0.10893,0.15402,0.0019331,0.025055,-0.0033934
10,26,-0.14805,-1.9295,0.23921,0.077316,0.14832,0.12794,0.0079717,0.0114,0.038222
10,27,-0.23517,-2.2178,0.15478,0,0.13409,0.1,0.013279,0.0084126,0.0088783
10,28,0.29802,-2.5114,0.13468,0,0.12461,0.1,0,0.010554,-0.013727
10,30,0.12959,-1.4795,0.058576,0.070551,0.11389,0.12666,0.0069667,0.00747,0.0088921
10,31,0.011981,-1.9681,0.13457,0.062099,0.12641,0.12376,0,0.0073639,0.068235
10,32,0.13935,-1.795,0.099812,0.078545,0.11881,0.12892,0.0054165,0.0067173,0.0072915
10,33,0.20268,-0.8491,0,0.035502,0.1,0.11418,0,0.0032698,0
10,35,-0.064085,-1.6323,0.10258,0.035972,0.11967,0.11071,0,0.0042792,-0.012339
10,38,-0.019173,-2.2867,0.20891,0.52704,0.13919,0.33217,0.002531,0.0093056,-0.0056287
10,39,-0.45099,-2.7847,0.036877,0.058032,0.10878,0.15745,0,0.0087603,-0.00070706
10,41,0.65293,-1.8359,0.080981,0.068356,0.1177,0.12569,0.0062869,0.016663,-0.0039437
10,42,0.34676,-0.82189,0,0.083184,0.1,0.16375,0.021174,0.0095419,0
10,43,0.57133,-1.5966,0.08457,0.2217,0.11739,0.1788,0.0030334,0.0097228,0.013253
10,44,0.15108,-0.93907,0.038481,0.03272,0.10772,0.11221,0,0.0046037,0.021985
10,45,-0.2571,-2.3978,0.30216,0.067293,0.15964,0.12523,0.001231,0.0084541,0.045981
10,46,0.051825,-0.46136,0.034492,0.06081,0.10756,0.12164,0,0.0037347,-0.034984
10,47,-0.11282,-0.87898,0.10809,0,0.12314,0.1,0.0064178,0.0037229,0.017913
10,48,0.30152,-2.014,0.092605,0.273,0.12037,0.24297,0.0018627,0.0081389,0.0015281
10,49,0.073462,-1.474,0.058008,0.18129,0.11193,0.17768,0.0012805,0.0057037,0.017491
10,50,-0.082295,-1.1371,0.12645,0.041234,0.12681,0.11892,0.003822,0.0050661,0.028231
10,51,0.21489,-0.97686,0.031793,0.04095,0.10584,0.11417,0,0.0051889,0.0016477
10,53,0.023768,-0.25468,0,0.049108,0.1,0.1164,0,0.004624,0
10,54,0.1526,-0.56101,0.042256,0.071955,0.11006,0.12468,0,0.0049746,-0.0008102
10,68,0.027091,-0.61164,0.030888,0.02913,0.10586,0.10868,0,0.0033341,0.0063654
10,69,0.20608,-0.33612,0.059938,0.030888,0.11113,0.11,0,0.0044784,0.0035305
10,73,0.1003,0.12562,0.02913,0,0.10527,0.1,0,0.0044312,0.00078916
10,79,-0.33625,-0.11762,0.030475,0,0.10628,0.1,0,0.005905,0.0031482
10,80,-0.10262,-0.72837,0.033586,0.028537,0.10658,0.11064,0,0.0035791,0.016237
10,82,-0.080186,-0.64825,0,0.038285,0.1,0.1114,0,0.0033074,0
10,87,0.33295,-0.96204,0.094463,0,0.12053,0.1,0,0.01531,0.0020593
10,89,0.48346,-1.0406,0.074612,0.075486,0.11467,0.12852,0,0.0092898,0.016808
10,90,0.58155,-1.9763,0.071573,0.066811,0.11506,0.12194,0,0.019848,-0.027567
10,91,-0.18642,-0.80023,0.22004,0.10721,0.14585,0.13985,0.0037401,0.0065275,-0.0084548
11,1,0.71677,0.33496,0.028164,0.026065,0.11167,0.10984,0,0.02757,-0.03108
11,3,1.1342,-0.4535,0.089559,0,0.14089,0.1,0,0.027021,-0.027645
11,4,-0.055717,-0.56187,0.072769,0.15865,0.13148,0.16658,0.0013478,0.013979,-0.065852
11,5,0.2071,-0.66205,0.18382,0.054916,0.20774,0.12195,0.00090403,0.023377,0.012595
11,6,0.35472,0.097417,0.027245,0,0.11499,0.1,0,0.024095,0.0054784
11,7,-1.1035,0.53189,0,0.066387,0.1,0.13141,0,0.0084941,0
11,10,1.5502,0.32108,0,0.054087,0.1,0.12452,0,0.020609,0
11,12,-0.032124,-0.41591,0.057737,0,0.12591,0.1,0,0.019968,0.072441
11,13,-0.60905,-0.30223,0.12039,0.035234,0.15997,0.11322,0.001625,0.019336,-0.020568
11,14,-0.48045,-0.43418,0.061455,0,0.13362,0.1,0,0.012382,0.0028664
11,15,0.905,-0.031395,0,0.064395,0.1,0.12364,0,0.014478,0
11,16,0.96069,0.26822,0.027185,0.11992,0.11648,0.15066,0.0045992,0.013557,-0.0039983
11,17,-0.38953,0.67961,0.048499,0.19994,0.1201,0.17827,0.0028534,0.011879,0.038747
11,18,-0.019984,-0.027934,0,0.087316,0.1,0.13733,0,0.014184,0
11,20,-0.075972,-0.36031,0.12618,0.097051,0.19118,0.14099,0.0011793,0.011215,-0.015613
11,21,-0.047005,-0.20882,0.15371,0.030253,0.18988,0.11303,0.0050888,0.013141,-0.0042167
11,22,-0.38412,-0.50927,0.27127,0.065729,0.27983,0.12975,0.0024189,0.014788,-0.053268
11,23,-0.5145,-0.051263,0,0.022119,0.1,0.10875,0,0.0054555,0
11,27,-0.25868,-0.39511,0.028909,0,0.11198,0.1,0,0.0053606,-0.014481
11,29,-0.43831,0.081495,0,0.024136,0.1,0.10801,0,0.0048067,0
11,30,-0.50093,0.33761,0,0.028909,0.1,0.10959,0,0.0075462,0
11,31,-0.2761,-0.088801,0,0.026227,0.1,0.11051,0,0.0053418,0
11,34,-0.68963,-0.05711,0.026065,0.035612,0.11207,0.11373,0,0.011825,0.018682
11,36,-0.62886,-0.2406,0,0.027175,0.1,0.10981,0,0.0074605,0
11,38,0.9144,0.46394,0,0.083226,0.1,0.13146,0,0.017276,0
11,39,-0.39858,-0.53694,0,0.030894,0.1,0.11025,0,0.0087744,0
11,43,0.69632,0.58237,0.12111,0.048776,0.15991,0.12074,0.0011325,0.010352,-0.017445
11,44,0.36143,0.024171,0.024775,0,0.1114,0.1,0,0.0027329,-0.0081023
11,45,0.37211,1.1702,0.07609,0,0.138,0.1,0,0.0097341,-0.026252
11,46,0.43364,0.47241,0.025563,0,0.11407,0.1,0,0.011394,0.0051401
11,47,0.050953,0.28675,0.10787,0.034654,0.14795,0.11275,0.0023956,0.0064505,-0.02573
11,48,-0.33741,-0.056603,0.05769,0.1863,0.12994,0.1727,0.0016951,0.008336,0.021383
11,49,-0.23823,-0.081343,0.08224,0.049189,0.15335,0.11818,0,0.010246,-0.013663
11,50,-0.45295,0.015025,0.021903,0.085171,0.11452,0.13778,0.0020686,0.011416,0.015251
11,51,-0.061238,-0.315,0.12963,0.074641,0.17506,0.1314,0.0049285,0.010276,0.013489
11,52,0.048273,0.26463,0.053414,0.026068,0.13672,0.10978,0.0046833,0.0048526,-0.0041842
11,53,-0.21563,-0.035853,0.030546,0,0.11266,0.1,0,0.0062753,0.027931
11,54,-0.41371,0.51535,0.13995,0.048711,0.17189,0.12025,0.0011325,0.005762,-0.00067251
11,55,-0.59034,-0.044617,0.024136,0,0.11,0.1,0,0.0077257,-0.010579
11,58,-0.67998,-0.31101,0.025189,0.055966,0.11186,0.12097,0.0047911,0.0090605,-0.0055538
11,59,-0.22049,-0.23348,0.028105,0.15997,0.11358,0.17271,0.0020589,0.0073848,-0.0084457
11,60,-0.95088,-0.18189,0,0.02274,0.1,0.1098,0,0.0053749,0
11,62,0.038657,-0.62641,0,0.046444,0.1,0.11738,0,0.0075324,0
11,63,-0.21528,-0.21217,0.052977,0,0.12742,0.1,0,0.007769,-0.0098371
11,65,-0.46095,-0.17534,0,0.029767,0.1,0.10988,0,0.0045206,0
11,67,-0.7723,0.087547,0.022086,0.035435,0.10915,0.11414,0,0.0080826,0.016797
11,73,-0.69059,-0.08897,0,0.026639,0.1,0.11052,0,0.0066009,0
11,75,-0.18292,0.33611,0.081786,0.028192,0.13717,0.10935,0,0.0079768,0.023234
11,76,-0.0086268,-0.022532,0.062531,0.023105,0.13627,0.11082,0,0.0072672,-0.0076402
11,77,-0.31768,-0.42255,0.027175,0.02638,0.11126,0.10875,0,0.0050339,-0.01709
11,80,-0.43877,-0.29703,0.032506,0,0.11496,0.1,0,0.0060175,-0.010631
11,81,-0.78231,-0.13708,0,0.068436,0.1,0.1351,0,0.0098131,0
11,83,-0.18883,-0.24139,0.026303,0.024785,0.1109,0.10822,0,0.0039163,-0.0096365
11,84,-0.30051,-0.24487,0.035612,0.028105,0.11654,0.11612,0,0.0081484,-0.024559
11,87,-0.12136,-0.4469,0.13915,0.072621,0.19178,0.12954,0.0030604,0.012307,-0.048862
11,88,-0.14708,0.19724,0.080937,0.09394,0.14627,0.14016,0.0025707,0.019445,-0.008171
11,89,0.76055,-0.47246,0,0.022086,0.1,0.10836,0,0.024348,0
11,90,-0.46936,-0.01852,0,0.026086,0.1,0.10865,0,0.0074987,0
11,92,-0.32704,-0.092085,0.026639,0.05728,0.11104,0.119,0,0.0030671,-0.018397
11,93,-0.22797,-0.15249,0.025536,0.0328,0.11184,0.11314,0,0.0030346,-0.017364
11,95,-0.36637,0.121,0,0.026303,0.1,0.10944,0,0.002748,0
11,96,0.20108,0.37932,0.074204,0.21712,0.13274,0.18575,0.00093049,0.0060707,-0.038231
11,97,0.24268,0.15917,0.069752,0,0.1339,0.1,0,0.01266,-0.014143
11,99,-0.68524,-0.044272,0.022119,0.034546,0.10917,0.11911,0,0.0045718,-0.01138
12,2,-0.12332,0.036381,0.064494,0.047562,0.12688,0.13044,0,0.0051379,0.036715
12,3,1.0449,0.38871,0.14612,0.063356,0.20051,0.15509,0.010471,0.010842,0.046384
12,5,2.1539,-0.51309,0,0.022822,0.1,0.12721,0,0.027372,0
12,6,0.19875,-0.018964,0,0.030001,0.1,0.11309,0,0.004696,0
12,7,0.67344,0.0714,0.053344,0,0.13671,0.1,0,0.011186,0.023709
12,10,0.69075,-0.28243,0.030001,0.023853,0.11019,0.1095,0,0.0069753,0.0059626
12,11,1.2292,-0.13009,0.021113,0.052869,0.10809,0.12198,0,0.0081399,0.018451
12,12,0.24641,0.14848,0.031239,0.133,0.1146,0.23653,0.0033799,0.0053698,0.0085947
12,13,0.24218,0.27983,0.15439,0.24441,0.17,0.33293,0.0087656,0.0055941,0.084096
12,14,0.28186,0.16584,0,0.020021,0.1,0.12657,0,0.0055306,0
12,15,0.39564,0.11533,0.020298,0.035674,0.11735,0.11854,0,0.0055765,0.0070009
12,16,0.58937,-0.34343,0.032348,0.027398,0.11208,0.11457,0,0.0065833,0.041686
12,17,0.85769,-0.14681,0.026904,0,0.10914,0.1,0,0.0092265,0.028294
12,18,0.52587,-0.1496,0.032054,0,0.11089,0.1,0,0.0060273,0.012364
12,22,0.54609,-0.70692,0.017229,0,0.10705,0.1,0,0.0067983,0.017281
12,25,0.68836,-0.3405,0.020192,0,0.10758,0.1,0,0.007247,0.027655
12,26,0.96145,-0.69905,0,0.031383,0.1,0.1125,0,0.010947,0
12,27,1.0031,0.063924,0.057013,0.091586,0.12039,0.13878,0,0.0070221,0.0606
12,29,1.0367,-0.057382,0,0.037599,0.1,0.11652,0,0.0093842,0
12,30,0.3605,-0.060983,0,0.065014,0.1,0.1259,0,0.0045412,0
12,33,1.0355,-0.11137,0.04854,0,0.1306,0.1,0,0.0075118,0.040911
12,34,1.134,0.25049,0.043018,0,0.11462,0.1,0,0.0073438,0.04524
12,35,0.87389,-0.32304,0.037599,0.021113,0.11278,0.11026,0,0.0074855,0.038978
12,38,0.57095,0.12268,0.14984,0.024031,0.19333,0.12712,0.0073155,0.0063267,0.052404
12,39,0.27513,-0.068951,0.048892,0.086353,0.1375,0.15488,0.0055358,0.0058374,0.034202
12,40,0.10623,-0.34197,0,0.09304,0.1,0.14646,0,0.0046732,0
12,42,1.5216,-0.81585,0,0.036506,0.1,0.12019,0,0.0079074,0
12,43,1.056,-0.57236,0.14248,0,0.17204,0.1,0,0.014528,0.12121
12,44,0.53667,-0.041316,0.11651,0.094187,0.15711,0.16551,0.0016134,0.0079651,0.043004
12,45,0.25181,-0.51708,0.030671,0,0.11042,0.1,0,0.0075159,0.003258
12,46,0.20811,-0.33121,0.069414,0,0.14135,0.1,0.01749,0.010748,0.052438
12,47,0.29335,-0.16877,0.046747,0.032425,0.11701,0.13345,0,0.011676,0.034442
12,49,0.38571,-0.87246,0,0.032054,0.1,0.11277,0,0.0071443,0
12,51,0.94552,-0.42963,0,0.091113,0.1,0.18596,0,0.0067873,0
12,54,1.0859,-0.20137,0.058919,0,0.12002,0.1,0,0.011998,0.040331
12,55,1.1452,-0.65337,0.023853,0,0.10893,0.1,0,0.0078051,0.016477
12,56,0.40074,-0.076709,0.020972,0,0.1092,0.1,0,0.0056482,0.016447
12,59,0.68439,-0.17386,0.18181,0.19249,0.22133,0.27925,0.011523,0.0085469,0.07585
12,60,0.49465,-0.086876,0.020186,0.025639,0.10826,0.12854,0,0.00593,0.020247
12,63,1.0517,-0.025488,0,0.097543,0.1,0.13886,0,0.0093333,0
12,66,0.34491,0.12373,0.22532,0.24482,0.25144,0.28312,0.0066104,0.0046833,0.10807
12,68,0.51097,0.20908,0.031383,0,0.11066,0.1,0,0.0056943,0.030173
12,71,1.0665,-0.29506,0.033716,0,0.11146,0.1,0,0.008129,0.012155
12,72,0.78422,0.13617,0.036243,0.089358,0.12913,0.1391,0.002915,0.0075044,0.025997
12,74,1.3696,-0.21479,0.028528,0.020192,0.11048,0.10804,0,0.0074926,0.035067
12,75,1.2887,-0.66659,0.029228,0.032348,0.10993,0.11477,0,0.0075679,0.0031047
12,78,0.33796,-0.2431,0.1817,0.18714,0.21833,0.25881,0.01176,0.008978,0.11181
12,79,1.2967,-0.48258,0.080977,0.018644,0.16221,0.12223,0.020483,0.0084705,0.04676
12,81,0.7173,0.05161,0.2259,0.26486,0.23644,0.29912,0.005923,0.010639,0.16715
12,82,1.0427,-0.46485,0.057358,0.066135,0.13196,0.15807,0.0055861,0.006972,0.011873
13,1,0.42179,0.48724,0.1465,0.11059,0.15039,0.18881,0.0019375,0.010495,0.071832
13,2,1.4989,-0.34391,0,0.015343,0.1,0.10955,0,0.010016,0
13,3,-0.0043335,0.08128,0.056871,0.31912,0.1209,0.35152,0.004175,0.0046027,-0.0079537
13,4,-0.077952,-0.10821,0,0.033324,0.1,0.12286,0,0.0059458,0
13,5,0.67556,0.11832,0,0.02326,0.1,0.1146,0,0.0090062,0
13,7,1.5213,-0.11797,0,0.015584,0.1,0.11399,0,0.005141,0
13,8,0.36315,-0.70125,0.018326,0,0.10554,0.1,0,0.0058633,-0.0019117
13,9,0.2569,-0.064172,0.087967,0,0.13781,0.1,0.019386,0.0046095,-0.0053013
13,10,0.3254,-0.22858,0.044581,0.038094,0.11383,0.13199,0,0.0046746,0.012892
13,13,1.0715,-0.34234,0,0.023464,0.1,0.11116,0,0.0049004,0
13,14,0.68556,-0.33517,0.047379,0,0.12038,0.1,0.011136,0.0044348,0.024019
13,15,0.88938,-0.15022,0.02843,0,0.11049,0.1,0,0.0052553,0.020912
13,16,0.46444,-0.15841,0.019173,0,0.10814,0.1,0,0.0059192,0.0080872
13,17,0.25993,-0.010043,0.17894,0.16961,0.16438,0.26303,0.0077084,0.0073202,-0.0041195
13,18,0.63887,0.086208,0.068803,0.023579,0.12229,0.11121,0.0063559,0.0075816,0.00088266
13,19,0.80718,0.29291,0,0.020791,0.1,0.11088,0,0.0053435,0
13,20,0.61918,0.041998,0.033324,0.050648,0.1094,0.14423,0.0093654,0.0045565,-0.0025977
13,21,0.23038,-0.2454,0.024855,0,0.10701,0.1,0,0.0042382,-0.0036439
13,22,0.29222,-0.65091,0.013997,0,0.10413,0.1,0,0.0056829,-0.0011218
13,23,0.4166,-0.11679,0.016054,0,0.10548,0.1,0,0.0050701,-0.0021246
13,25,-0.10431,0.38299,0.025532,0.018326,0.1072,0.10871,0,0.0075854,-0.0037431
13,26,0.49169,0.16498,0.036369,0,0.11115,0.1,0,0.0044161,-0.0046452
13,27,-0.13234,0.17668,0.049935,0.21986,0.1208,0.29673,0.0027305,0.0049345,0.0078339
13,28,-0.12772,0.0064086,0.018703,0.036369,0.10871,0.11729,0,0.0050044,0.021671
13,30,-0.056207,-0.071862,0.017695,0,0.10499,0.1,0,0.0055314,0.015357
13,34,1.1587,-0.3852,0.18929,0.11722,0.16505,0.17659,0.0012243,0.0088773,0.058597
13,35,1.2533,-0.14553,0,0.018469,0.1,0.10878,0,0.005242,0
13,36,0.36376,-0.018388,0.058242,0,0.11997,0.1,0.014187,0.0061635,0.014914
13,37,0.73555,0.031981,0.078686,0.050636,0.13072,0.14052,0.0064662,0.0049231,0.013772
13,38,0.37746,-0.29532,0,0.027816,0.1,0.11322,0,0.0054231,0
13,39,-0.081187,0.12546,0.033295,0.019721,0.11047,0.11771,0,0.0046618,0.01179
13,40,0.47703,-0.14995,0.050699,0,0.11591,0.1,0,0.0057742,0.025025
13,42,1.1395,-0.26174,0.019438,0,0.10548,0.1,0,0.0039782,0.0021135
13,43,-0.080144,-0.4757,0.015822,0.013997,0.10466,0.10666,0,0.0044982,-0.00375
13,44,0.0051806,-0.036462,0.029551,0,0.11012,0.1,0,0.012798,0.0081345
13,46,1.2095,0.12946,0.027874,0.023425,0.10955,0.11114,0,0.0094799,0.0076728
13,47,-0.14744,-0.43061,0.090213,0.14034,0.13948,0.25558,0.0094916,0.0063441,0.023928
13,48,0.89889,0.15957,0.053175,0.021235,0.12064,0.1101,0,0.0053461,0.016222
13,49,0.44504,-0.28285,0,0.033154,0.1,0.1197,0,0.004467,0
13,50,0.66058,-0.45158,0.021235,0,0.10723,0.1,0,0.0046514,0.019088
13,51,0.71089,-0.35865,0.014417,0,0.10407,0.1,0,0.0045427,0.0048521
13,52,0.18586,-0.33417,0,0.020145,0.1,0.11065,0,0.0054139,0
13,56,-0.017282,0.057976,0.15495,0.15764,0.16137,0.22628,0.0071568,0.0049264,0.0038237
13,57,-0.032482,-0.097746,0.01468,0,0.10414,0.1,0,0.0048378,0.0041376
13,58,0.28186,0.23563,0,0.01468,0.1,0.10698,0,0.0058641,0
13,59,0.30119,-0.30063,0.02026,0,0.106,0.1,0,0.0035863,0.015913
13,60,-0.30492,-0.068446,0.088134,0.092447,0.13698,0.16346,0.0075795,0.0043691,0.0053736
13,61,0.78542,0.060898,0.017692,0.046059,0.10499,0.1313,0,0.0062836,0.0078735
13,62,0.83863,-0.11105,0.018771,0,0.10529,0.1,0,0.003122,-0.0027519
13,64,-0.1466,-0.10232,0,0.069158,0.1,0.13394,0,0.0057932,0
13,67,0.97773,-0.11009,0.051265,0,0.11692,0.1,0,0.0062194,0.0033491
13,68,1.198,0.33263,0,0.021476,0.1,0.11021,0,0.0080331,0
13,69,0.81944,-0.35685,0.044769,0,0.11718,0.1,0,0.0079524,0.053063
13,71,0.058803,-0.10585,0.060326,0,0.11701,0.1,0,0.005246,0.046447
13,72,0.33655,0.054306,0,0.014417,0.1,0.10685,0,0.0043918,0
13,74,-0.11457,0.074748,0.023182,0,0.10654,0.1,0,0.004209,0.020119
13,75,-0.1069,0.25195,0.028987,0,0.10989,0.1,0,0.0049452,-0.0038361
13,76,-0.14594,0.092289,0.11603,0.023158,0.14298,0.118,0.0033278,0.0061848,0.010894
13,77,-0.23701,-0.25836,0.015343,0.041285,0.10433,0.13089,0,0.0055255,0.022998
13,78,-0.026268,0.40671,0,0.019594,0.1,0.11645,0,0.0062742,0
13,79,0.27527,0.033841,0.054962,0.10606,0.12135,0.15604,0,0.0046578,0.019669
13,81,0.22817,0.30988,0,0.013996,0.1,0.10785,0,0.0054601,0
13,83,0.22936,-0.17782,0.017085,0.037024,0.10583,0.14633,0.013296,0.0043438,-7.4038e-05
13,88,0.10873,0.32363,0,0.019438,0.1,0.10924,0,0.004103,0
13,90,0.8679,-0.16757,0,0.040876,0.1,0.11943,0,0.0049785,0
13,93,-0.11916,-0.30368,0,0.020381,0.1,0.10969,0,0.0039792,0
14,1,2.0952,0.94382,0.024743,0.0259,0.10472,0.10841,0.013343,0.0060838,0.029364
14,5,1.0993,-0.024332,0.024355,0.024463,0.10616,0.10916,0,0.0073742,0.011472
14,6,1.0409,-0.15086,0.022797,0,0.10561,0.1,0,0.0052992,0.006946
14,7,1.3944,-0.17864,0,0.022466,0.1,0.10729,0,0.0075726,0
14,8,1.2088,-0.092449,0.022466,0,0.104,0.1,0,0.0052017,0.031327
14,11,1.1636,0.33769,0.27733,0.065198,0.16393,0.14123,0.0077526,0.0059387,0.28314
14,12,1.2809,-0.055783,0.038489,0.03196,0.10817,0.11257,0,0.0099144,0.039511
14,13,1.7851,0.15825,0.036441,0.029104,0.10805,0.11288,0.015544,0.013081,0.064235
14,15,1.0265,0.44226,0.10056,0.059225,0.11934,0.12123,0,0.0049675,0.20329
14,16,1.8307,0.25586,0.11452,0.078455,0.12248,0.13103,0.0059383,0.0097192,0.17877
14,17,2.1676,0.029972,0.12334,0,0.12598,0.1,0.0031192,0.011283,0.13767
14,18,2.2032,0.42063,0.082319,0,0.11558,0.1,0.0044477,0.0042545,0.13464
14,19,2.1237,0.15567,0.040883,0.033325,0.10776,0.11311,0,0.005142,0.072605
14,22,1.3887,0.062517,0.087524,0.036426,0.12187,0.11696,0.028734,0.004199,0.10826
14,25,1.7759,0.28621,0.03563,0.040883,0.10663,0.11501,0,0.0063673,0.089579
14,26,2.3275,0.86374,0.038707,0,0.10738,0.1,0,0.013571,0.045936
14,27,2.0019,-0.38537,0.019149,0.029149,0.10423,0.11977,0,0.010292,0.033754
14,28,1.3202,0.18985,0.02668,0,0.10475,0.1,0,0.014889,0.064507
14,29,1.091,0.21384,0.044427,0.03354,0.10817,0.11538,0,0.0042945,0.03927
14,30,1.2634,0.3424,0.071593,0.039058,0.11369,0.11661,0.012725,0.0055545,0.069654
14,31,1.6774,0.41476,0,0.024727,0.1,0.10802,0,0.0052645,0
14,36,1.202,0.79409,0.028254,0,0.10534,0.1,0,0.0074219,0.014504
14,39,1.2176,0.3686,0.034794,0,0.10619,0.1,0,0.0080435,0.031647
14,40,0.54944,0.34007,0.036006,0.071903,0.10911,0.15827,0.012128,0.0078669,0.01696
14,41,0.51335,0.12983,0.025295,0.057803,0.10627,0.13334,0.010154,0.0038447,0.039934
14,42,0.66143,0.3156,0.17168,0.28309,0.14203,0.2803,0.010878,0.0047947,0.15612
14,45,0.89139,0.15982,0,0.046524,0.1,0.14837,0.029094,0.0046554,0
14,47,2.3604,0.47912,0.054306,0.089788,0.11032,0.1364,0.0036993,0.0065482,0.083502
14,48,1.3725,0.35379,0.023109,0,0.10411,0.1,0,0.0034479,0.039178
14,49,0.63951,0.0030578,0.067462,0.018676,0.11272,0.10651,0,0.0047434,0.10898
14,51,1.1276,0.22947,0.2347,0.1123,0.15758,0.14342,0.0081114,0.0055769,0.25565
14,52,1.1654,0.15157,0.079252,0.085486,0.11685,0.13685,0.0034647,0.0039864,0.043173
14,53,2.5963,0.34603,0.043963,0.094521,0.10839,0.15653,0,0.0084708,0.052174
14,54,0.62003,0.2532,0,0.052465,0.1,0.11802,0,0.0079582,0
14,57,1.4129,0.42076,0.019769,0,0.10555,0.1,0,0.0035311,0.022291
14,58,0.30469,0.18496,0.16881,0.15343,0.13819,0.20888,0.008152,0.0040434,0.22787
14,59,0.74427,-0.11053,0.040252,0.034599,0.10768,0.11309,0.018605,0.0042817,0.047771
14,64,0.48718,-0.11643,0.13634,0.027939,0.13329,0.11281,0.011021,0.0035248,0.12749
14,65,0.81196,0.52787,0.047491,0,0.10845,0.1,0,0.0038735,0.059083
14,67,2.4178,-0.30155,0,0.053967,0.1,0.11809,0,0.010578,0
14,68,2.5141,1.048,0.022806,0.03563,0.10459,0.1133,0,0.0089483,0.023439
14,70,1.0247,0.062078,0.02285,0,0.10444,0.1,0,0.0063232,0.0025575
14,73,1.7627,0.020544,0.11938,0.086862,0.12419,0.13094,0.0048862,0.0066015,0.20485
14,76,1.0277,-0.013305,0.052992,0.15779,0.11315,0.1701,0.0036755,0.0048095,0.083661
14,77,1.1868,-0.063064,0.037517,0.33348,0.10723,0.22932,0.0020799,0.0082151,0.097407
