ibrain,stage,cellid,x,y,dist,lat,ac,af,as,selfc,selsc
8,46,94,392,328,419.95,612,0.0037048,0.0028777,0.0040614,0.49888,-0.1747
8,46,95,332,276,346.34,408,0.0065757,0.0048097,0.0065816,0.63017,-0.001936
8,46,96,164,344,233.83,324,0.0085699,0.0049765,0.0092606,1.3837,-0.24131
8,46,97,88,440,277.03,360,0.0072127,0.0052845,0.0075066,0.70549,-0.09734
8,46,98,248,288,271.57,456,0.0054859,0.0037424,0.0066212,0.75325,-0.45086
8,46,99,152,244,165.97,360,0.0069759,0.0039885,0.0083708,1.3386,-0.59792
8,46,100,228,152,229.38,324,0.0062556,0.0039202,0.0076469,1.0774,-0.559
8,46,101,452,104,457.89,288,0.0019364,0.0015463,0.0018543,0.71694,0.13065
8,46,102,448,312,467.79,636,0.0043465,0.0040397,0.0049086,0.098064,-0.17191
8,46,103,100,156,102.23,336,0.0079641,0.005988,0.0084508,0.91691,-0.21548
8,46,104,412,156,412.54,612,0.0039465,0.003653,0.0038194,0.12538,0.064907
8,46,105,424,216,425.75,516,0.0033416,0.0031108,0.0036366,0.11734,-0.15584
8,46,106,220,244,229.87,360,0.0072719,0.0042313,0.0085507,1.1728,-0.4568
8,46,107,284,296,307.79,408,0.0053811,0.0037219,0.0062424,0.70224,-0.36023
8,46,108,116,284,157.59,360,0.0044772,0.0026233,0.0056575,1.5057,-0.77854
8,46,109,360,60,378.62,576,0.0028071,0.0022258,0.0030691,0.77708,-0.27621
8,46,110,368,112,373.73,396,0.0029842,0.0024766,0.0034331,0.53375,-0.41882
8,46,111,392,408,454.83,528,0.0018782,0.0016902,0.0020897,0.32588,-0.35889
9,46,1,208,256,315.48,948,0.0052116,0.0049575,0.0061299,0.10548,-0.27491
9,46,2,108,248,401.99,744,0.0066847,0.0057752,0.0066497,0.25184,0.0085104
9,46,3,32,160,513.81,804,0.0045635,0.0046225,0.0046508,-0.025918,-0.042831
9,46,4,52,136,512.24,756,0.0060956,0.0058073,0.0059302,0.08739,0.043566
9,46,5,96,196,440.83,948,0.005705,0.0057399,0.0055036,-0.014199,0.074432
9,46,6,124,208,411.19,876,0.0078413,0.0076359,0.0077077,0.03827,0.025303
9,46,7,164,316,320.22,768,0.018549,0.032999,0.019611,-0.83034,-0.079143
9,46,8,224,416,231.48,780,0.0067556,0.0077057,0.0077999,-0.19471,-0.21889
9,46,9,232,276,284.24,720,0.0045957,0.0049547,0.00653,-0.14699,-0.46783
9,46,10,260,300,247.38,180,0.0064743,0.0068507,0.0073414,-0.075774,-0.15544
9,46,11,260,336,226.41,1464,0.0058051,0.0069963,0.0073501,-0.47168,-0.42235
9,46,12,228,360,243.7,792,0.0084183,0.0071735,0.0076627,0.25027,0.14244
9,46,13,176,392,283.32,876,0.0070074,0.0072475,0.0082608,-0.050145,-0.19786
9,46,14,180,356,289.79,756,0.0068244,0.0067627,0.0069901,0.013567,-0.032525
9,46,15,148,392,310.66,804,0.0054633,0.0054577,0.0055719,0.0017594,-0.027842
9,46,16,156,244,364.08,828,0.0073008,0.0079268,0.0083301,-0.12521,-0.17142
9,46,17,44,196,483.79,708,0.0056732,0.00623,0.0053709,-0.12694,0.08075
9,46,18,36,228,474.38,804,0.0040724,0.004243,0.0040075,-0.10537,0.037538
9,46,19,72,228,443.14,864,0.0066622,0.0074733,0.0069038,-0.13265,-0.039509
9,46,20,168,212,374.41,840,0.006626,0.0059238,0.0067693,0.23032,-0.036319
9,46,21,180,140,416.93,816,0.0074014,0.0067616,0.0073522,0.13244,0.0078617
9,46,22,120,152,450.14,744,0.004572,0.0048588,0.0052029,-0.12691,-0.21535
9,46,23,152,156,424.25,780,0.0060107,0.0059947,0.0063715,0.0054644,-0.10392
9,46,24,92,132,484.32,684,0.0059984,0.0066651,0.0067421,-0.12007,-0.12774
9,46,25,72,100,520.7,804,0.0060996,0.0066947,0.0071143,-0.10478,-0.15607
9,46,26,300,380,169.93,792,0.0043639,0.0046028,0.0045977,-0.13165,-0.1126
9,46,27,300,348,186.45,720,0.0050875,0.0047027,0.0056448,0.16007,-0.18432
9,46,28,192,288,309.55,720,0.0067502,0.0054021,0.0066569,0.51563,0.025755
9,46,29,204,320,282.83,624,0.006542,0.0053852,0.0069503,0.41801,-0.10739
9,46,30,336,396,130.59,1128,0.0054188,0.0056649,0.0053584,-0.083436,0.020151
9,46,31,376,416,85.875,588,0.0086442,0.0053934,0.0064301,0.70718,0.43807
9,46,32,348,444,104.69,744,0.0045229,0.0055588,0.0056094,-0.3563,-0.29443
9,46,33,440,424,34.16,1068,0.0041518,0.0042365,0.0053576,-0.037563,-0.38261
9,46,34,424,392,69.841,780,0.005247,0.0056921,0.0060008,-0.11811,-0.16589
9,46,35,432,324,133.49,1656,0.0051606,0.0053864,0.0057104,-0.077737,-0.16178
9,46,36,348,316,174.39,888,0.0071744,0.0071025,0.0082853,0.012905,-0.16413
9,46,37,352,356,141.41,756,0.0051066,0.005566,0.0062234,-0.14002,-0.27259
9,46,38,352,280,202.41,744,0.0079949,0.0078259,0.0083591,0.022193,-0.048352
9,46,39,360,204,268.25,588,0.0060682,0.0046562,0.0054277,0.52483,0.20346
9,46,40,372,236,234.08,648,0.0041923,0.004194,0.0047593,-0.0011152,-0.33008
9,46,41,396,264,199.98,1332,0.0054488,0.0061742,0.0065627,-0.19426,-0.27794
9,46,42,424,288,170.3,1224,0.0071445,0.0059408,0.0065801,0.28748,0.1416
9,46,43,392,356,116.6,708,0.0061111,0.0068824,0.0068786,-0.15454,-0.14915
9,46,44,372,156,310.47,72,0.0041161,0.00422,0.0049606,-0.056756,-0.31086
9,46,45,328,156,324.6,852,0.0047137,0.0043531,0.006221,0.18159,-0.41244
9,46,46,284,88,404.52,792,0.0057949,0.0048295,0.0064188,0.44639,-0.20396
9,46,47,288,28,458.33,276,0.0057322,0.004326,0.0054811,0.64457,0.09253
9,46,48,280,160,342.33,840,0.0080054,0.0072249,0.0082766,0.13505,-0.040301
9,46,49,248,248,291.33,768,0.0047652,0.0055058,0.005593,-0.34419,-0.29574
9,46,50,316,232,262.04,1008,0.0069296,0.0053763,0.0066229,0.46466,0.065519
9,46,51,188,68,469.28,792,0.0076657,0.0086683,0.0079445,-0.13008,-0.040265
9,46,52,152,292,341.89,792,0.0091946,0.0083513,0.0080657,0.14705,0.2218
9,46,53,332,48,425.26,420,0.0040147,0.0037038,0.0039618,0.27646,0.040353
9,46,54,104,100,497.82,804,0.0047938,0.0050113,0.0059744,-0.082336,-0.31387
9,46,55,208,180,368.38,792,0.0054947,0.007038,0.0072672,-0.32915,-0.32704
9,46,56,56,272,436.65,792,0.0056237,0.0049828,0.0055306,0.2763,0.03776
9,46,57,76,312,402.63,720,0.007793,0.0079071,0.0069267,-0.02673,0.19228
9,46,58,52,372,408.72,744,0.0062169,0.0053709,0.0057172,0.33124,0.18247
9,46,59,116,420,337.92,888,0.0054181,0.0055854,0.0062066,-0.067581,-0.23467
9,46,60,120,368,343.46,660,0.0057779,0.0055276,0.005825,0.10216,-0.013655
9,46,61,416,220,238.71,972,0.0056137,0.0044962,0.0063,0.52126,-0.17342
9,46,62,412,136,322.47,300,0.0049677,0.0042944,0.0045196,0.44741,0.24832
9,46,63,124,40,529.74,816,0.006005,0.0056515,0.0071374,0.085201,-0.19499
9,46,64,328,92,384.52,1140,0.0046095,0.004382,0.0051371,0.080838,-0.15351
9,46,65,436,456,16,840,0.0085334,0.0055645,0.0072337,0.63564,0.22354
9,46,66,56,52,565.7,768,0.0050579,0.0052811,0.0050202,-0.099691,0.015707
9,46,67,268,380,199.07,672,0.0059309,0.0055872,0.0060133,0.15768,-0.029027
9,46,68,324,192,293.38,1404,0.0049722,0.0045879,0.0063619,0.18236,-0.30928
9,46,69,292,452,160.05,900,0.004898,0.0049715,0.0055724,-0.029854,-0.20893
9,46,70,376,444,76.939,1068,0.0052859,0.006454,0.00641,-0.31057,-0.26394
9,46,71,172,104,449.77,816,0.0064892,0.0070015,0.0071441,-0.096542,-0.10405
9,46,72,220,116,411.6,720,0.0072653,0.0073344,0.0074213,-0.015227,-0.028363
9,46,73,104,288,386.42,804,0.0045793,0.0053756,0.00498,-0.34042,-0.16408
9,46,74,68,156,487.28,708,0.0076587,0.011481,0.0076881,-0.46732,-0.0041762
9,46,75,40,72,563.19,924,0.0054578,0.0059291,0.0068789,-0.13831,-0.29979
9,46,76,144,120,455.79,732,0.0058557,0.0055363,0.0064537,0.097505,-0.13957
9,46,77,284,236,276.8,780,0.0060185,0.0054203,0.006539,0.23537,-0.12485
9,46,78,244,156,365.04,792,0.0062513,0.0063202,0.0077141,-0.017964,-0.24668
9,46,79,88,64,534.93,816,0.0066316,0.008379,0.0078494,-0.24713,-0.1827
9,46,80,204,380,259.38,780,0.0081873,0.0072967,0.0082339,0.18686,-0.0072134
9,46,81,184,20,511.77,1080,0.0043497,0.0046682,0.0048999,-0.20092,-0.25932
9,46,82,392,324,144.98,780,0.0075086,0.0066443,0.0068811,0.19584,0.12758
9,46,83,412,172,286.79,1128,0.0048999,0.0040501,0.0044251,0.42645,0.22076
9,46,84,452,252,203.98,504,0.0064998,0.00614,0.0067455,0.089717,-0.055918
10,46,1,292,332,292.37,600,0.0034305,0.0042417,0.0041492,-0.33478,-0.39755
10,46,2,148,416,177.92,540,0.0072313,0.0068499,0.0081325,0.10331,-0.29468
10,46,3,208,416,230.25,528,0.0066209,0.005736,0.0076871,0.25891,-0.31059
10,46,4,240,416,259.52,660,0.0051899,0.0055661,0.0063803,-0.13605,-0.44992
10,46,5,280,424,299.66,336,0.0045572,0.0040783,0.0063915,0.20917,-0.88649
10,46,6,240,464,281.31,564,0.0034451,0.0034707,0.0033673,-0.010202,0.053457
10,46,7,212,356,215.51,648,0.0052958,0.0058227,0.0064428,-0.20227,-0.47552
10,46,8,188,380,198.19,360,0.0047206,0.0061964,0.0073985,-0.53047,-1.2828
10,46,9,248,376,254.86,264,0.0062203,0.0054001,0.0074313,0.43246,-0.68198
10,46,10,424,232,432.49,1380,0.0042422,0.0039141,0.0050419,0.10766,-0.21009
10,46,11,432,200,447.63,756,0.0081896,0.0076126,0.0086856,0.097967,-0.089934
10,46,12,440,172,463.36,1068,0.0029816,0.0035266,0.0037134,-0.33755,-0.50712
10,46,13,400,152,432.79,432,0.0053511,0.0053958,0.010229,-0.012619,-1.2692
10,46,14,408,116,454.94,252,0.00319,0.0033177,0.0031412,-0.096315,0.045272
10,46,15,388,76,456.89,1596,0.0023646,0.0027074,0.0029328,-0.36229,-0.53813
10,46,16,348,84,418.94,1080,0.002258,0.002616,0.0024356,-0.34284,-0.22994
10,46,17,304,92,378.36,636,0.0029356,0.0032732,0.0031806,-0.29808,-0.21774
10,46,18,260,100,338.82,708,0.0036022,0.0028996,0.0042806,0.33914,-0.22602
10,46,19,288,132,342.44,732,0.0029716,0.0029572,0.0033536,0.011999,-0.36214
10,46,20,256,156,302.55,1116,0.0041625,0.0048308,0.0063586,-0.20669,-0.59512
10,46,21,164,112,262.73,372,0.01075,0.0093308,0.020667,0.22778,-1.6308
10,46,22,108,124,221.38,456,0.024659,0.016602,0.035273,0.90115,-1.1456
10,46,23,64,88,238.02,468,0.012515,0.02052,0.027411,-1.0142,-1.7585
10,46,24,68,136,193.59,324,0.008596,0.0096451,0.030007,-0.18046,-2.9532
10,46,25,108,156,194.08,276,0.020775,0.017484,0.036905,0.3058,-1.6376
10,46,26,92,224,131,372,0.0081124,0.0090036,0.017085,-0.14805,-1.9295
10,46,27,80,180,158.87,600,0.0056748,0.0066527,0.01291,-0.23517,-2.2178
10,46,28,20,168,150.59,480,0.0064605,0.0055564,0.019645,0.29802,-2.5114
10,46,29,188,152,250.3,612,0.009827,0.0099826,0.015142,-0.023636,-0.86532
10,46,30,148,80,279.63,768,0.0057001,0.0052498,0.01146,0.12959,-1.4795
10,46,31,124,56,289.19,288,0.0053908,0.0053524,0.011348,0.011981,-1.9681
10,46,32,96,40,293.4,480,0.0053497,0.0049769,0.0098255,0.13935,-1.795
10,46,33,168,32,331.05,444,0.0030624,0.0028704,0.0038767,0.20268,-0.8491
10,46,34,248,48,366.06,324,0.00278,0.0025186,0.0028744,0.24421,-0.080585
10,46,35,208,104,297.89,624,0.0031429,0.0032379,0.0064569,-0.064085,-1.6323
10,46,36,380,216,393.26,624,0.0032947,0.0031946,0.0038413,0.067541,-0.38333
10,46,37,124,176,187.96,456,0.0169,0.011172,0.02682,0.73763,-1.1082
10,46,38,104,300,105.42,624,0.0060571,0.0061138,0.015746,-0.019173,-2.2867
10,46,39,92,276,100.83,492,0.0054924,0.0071835,0.013605,-0.45099,-2.7847
10,46,40,40,272,60.397,252,0.0039197,0.0045232,0.0083444,-0.22617,-2.1459
10,46,41,148,248,163.4,624,0.014903,0.011191,0.023896,0.65293,-1.8359
10,46,42,136,208,174.45,564,0.0086828,0.0068384,0.013104,0.34676,-0.82189
10,46,43,152,148,227.49,624,0.0086081,0.0065433,0.014017,0.57133,-1.5966
10,46,44,120,344,122.94,612,0.0042624,0.0040247,0.0055241,0.15108,-0.93907
10,46,45,60,312,60.229,540,0.0057018,0.0064921,0.013168,-0.2571,-2.3978
10,46,46,216,292,217.47,528,0.0035018,0.0034131,0.0042892,0.051825,-0.46136
10,46,47,188,316,188,600,0.0032435,0.0034059,0.0045193,-0.11282,-0.87898
10,46,48,140,276,145.95,540,0.0067015,0.0057871,0.011928,0.30152,-2.014
10,46,49,164,292,165.93,612,0.0045997,0.0044201,0.0080913,0.073462,-1.474
10,46,50,184,252,195.23,288,0.0043853,0.004599,0.006214,-0.082295,-1.1371
10,46,51,200,188,238.13,624,0.0045107,0.0039703,0.0070857,0.21489,-0.97686
10,46,52,236,216,256.8,648,0.0045705,0.0045595,0.0058051,0.0042185,-0.4949
10,46,53,236,176,275.04,636,0.0044002,0.0043328,0.0051389,0.023768,-0.25468
10,46,54,204,220,226,528,0.0045233,0.0040978,0.0063028,0.1526,-0.56101
10,46,55,324,208,341.92,456,0.003295,0.0028935,0.0038576,0.24855,-0.30236
10,46,56,304,232,315.73,552,0.0038169,0.004137,0.0039618,-0.18913,-0.090261
10,46,57,288,268,292.18,612,0.0032007,0.0030581,0.0035214,0.082977,-0.21367
10,46,58,308,172,340.53,624,0.0031495,0.0039987,0.0052325,-0.2894,-1.1036
10,46,59,356,180,381.54,1428,0.0039046,0.0033078,0.0038112,0.32693,0.052457
10,46,60,360,152,396.12,924,0.002862,0.0029807,0.0031072,-0.098893,-0.24674
10,46,61,440,316,440,564,0.0032797,0.0028663,0.0035775,0.23051,-0.15117
10,46,62,416,276,418.04,528,0.0037068,0.0030288,0.0037237,0.4092,-0.0085737
10,46,63,400,348,401.18,732,0.0043697,0.0037865,0.0040254,0.20362,0.1277
10,46,64,440,352,441.37,492,0.0054235,0.0046277,0.0067058,0.15517,-0.22765
10,46,65,432,384,437.13,588,0.0034345,0.0032977,0.0046205,0.053557,-0.38847
10,46,66,456,396,462.75,840,0.0038929,0.0054183,0.0055537,-0.24844,-0.39
10,46,67,388,320,388.01,660,0.0084276,0.0079149,0.0077938,0.099079,0.12043
10,46,68,236,324,236.1,816,0.0030698,0.0030324,0.0039,0.027091,-0.61164
10,46,69,264,316,264,624,0.0043542,0.0038908,0.0051903,0.20608,-0.33612
10,46,70,252,292,253.26,600,0.0028999,0.0028238,0.0035358,0.065987,-0.57
10,46,71,324,296,324.7,564,0.0031362,0.0029808,0.0032457,0.10659,-0.084344
10,46,72,356,344,357,636,0.0043598,0.0032283,0.0045047,0.43949,-0.047223
10,46,73,308,388,316.02,300,0.0045944,0.0043543,0.004345,0.1003,0.12562
10,46,74,324,416,338.71,348,0.0034707,0.0033262,0.0032377,0.065277,0.12393
10,46,75,336,380,341.81,396,0.0027823,0.0027605,0.0030818,0.016604,-0.2548
10,46,76,368,408,379.02,636,0.0030967,0.0031911,0.0034226,-0.051934,-0.18833
10,46,77,388,380,393.04,828,0.0030409,0.0029724,0.0030343,0.040098,0.004619
10,46,78,256,20,392.29,624,0.0025128,0.0027199,0.0026874,-0.24431,-0.26636
10,46,79,276,200,299.87,696,0.005331,0.0066704,0.0057137,-0.33625,-0.11762
10,46,80,236,260,242.85,516,0.0031589,0.0033134,0.004265,-0.10262,-0.72837
10,46,81,252,236,264.78,612,0.0030049,0.0030975,0.0040311,-0.063274,-0.69199
10,46,82,268,256,274.91,612,0.0028871,0.0030112,0.004024,-0.080186,-0.64825
10,46,83,360,308,360.12,624,0.0037847,0.0045759,0.003682,-0.33531,0.054315
10,46,84,388,260,392.2,636,0.0030278,0.0033531,0.0038491,-0.15299,-0.40148
10,46,85,328,244,336.08,732,0.0041512,0.004535,0.0043788,-0.10918,-0.073529
10,46,86,360,460,387.27,432,0.0020833,0.0022606,0.0024333,-0.22342,-0.37358
10,46,87,176,176,225.67,612,0.013904,0.011493,0.020532,0.33295,-0.96204
10,46,88,452,136,486.99,804,0.0028117,0.002889,0.0030041,-0.057438,-0.14793
10,46,89,168,212,198.25,600,0.0085195,0.0062569,0.013093,0.48346,-1.0406
10,46,90,136,108,249.57,492,0.017474,0.014726,0.027343,0.58155,-1.9763
10,46,91,100,408,135.04,468,0.005601,0.0061504,0.0078312,-0.18642,-0.80023
10,46,92,320,116,378.02,156,0.0032549,0.003026,0.0031591,0.20809,0.098879
11,46,1,272,52,272.37,204,0.030279,0.024845,0.027585,0.71677,0.33496
11,46,2,172,216,112.41,168,0.012794,0.0099504,0.014429,0.65705,-0.31522
11,46,3,240,56,245.51,312,0.02815,0.021632,0.03128,1.1342,-0.4535
11,46,4,192,40,225.55,384,0.012863,0.013147,0.015925,-0.055717,-0.56187
11,46,5,168,60,195.43,288,0.022126,0.020905,0.027099,0.2071,-0.66205
11,46,6,144,80,165.73,216,0.02517,0.022611,0.024504,0.35472,0.097417
11,46,7,344,216,284.28,372,0.0071452,0.012893,0.0054443,-1.1035,0.53189
11,46,8,352,244,292.98,456,0.0063146,0.011772,0.0058832,-0.99025,0.10021
11,46,9,372,212,312.39,324,0.0039124,0.0050735,0.0038714,-0.49151,0.022729
11,46,10,256,124,219.65,204,0.023553,0.016401,0.021872,1.5502,0.32108
11,46,11,224,108,200.32,372,0.011524,0.01141,0.012467,0.023955,-0.1963
11,46,12,168,104,160.65,228,0.018791,0.019052,0.022061,-0.032124,-0.41591
11,46,13,136,116,131.15,216,0.017172,0.021473,0.019364,-0.60905,-0.30223
11,46,14,148,192,93.408,216,0.010067,0.013763,0.013316,-0.48045,-0.43418
11,46,15,136,240,78.133,192,0.016405,0.010422,0.016607,0.905,-0.031395
11,46,16,60,208,14.744,204,0.016639,0.0094962,0.014538,0.96069,0.26822
11,46,17,92,172,60.099,204,0.012118,0.013621,0.0098975,-0.38953,0.67961
11,46,18,124,148,98.532,156,0.01409,0.014217,0.014245,-0.019984,-0.027934
11,46,19,112,196,58.655,144,0.019172,0.018002,0.019552,0.15415,-0.052146
11,46,20,88,116,110.41,204,0.0104,0.010841,0.012403,-0.075972,-0.36031
11,46,21,24,96,131.7,240,0.012579,0.012911,0.013932,-0.047005,-0.20882
11,46,22,80,28,195.79,324,0.013244,0.015446,0.015674,-0.38412,-0.50927
11,46,23,388,116,345.13,300,0.0049965,0.0062479,0.005122,-0.5145,-0.051263
11,46,24,328,128,284.45,348,0.0046801,0.0041894,0.0051626,0.37668,-0.2783
11,46,25,272,240,212.9,612,0.0088962,0.013079,0.011088,-0.51059,-0.28894
11,46,26,236,292,189.33,288,0.009775,0.012093,0.010352,-0.50978,-0.12512
11,46,27,284,352,258.79,408,0.0049329,0.0054005,0.0057483,-0.25868,-0.39511
11,46,28,348,316,302.92,420,0.0052372,0.0045503,0.0053664,0.42741,-0.071851
11,46,29,372,288,318.95,420,0.00454,0.0054894,0.0043906,-0.43831,0.081495
11,46,30,404,284,349.61,300,0.0072828,0.0092547,0.0061011,-0.50093,0.33761
11,46,31,380,256,321.93,528,0.005065,0.0056816,0.0052786,-0.2761,-0.088801
11,46,32,420,216,360.27,300,0.0028392,0.0027351,0.0027681,0.14624,0.089193
11,46,33,440,116,394.9,396,0.0026639,0.0030523,0.0026983,-0.481,-0.048198
11,46,34,300,32,306.73,240,0.010732,0.013765,0.010977,-0.68963,-0.05711
11,46,35,280,100,252.1,408,0.0096714,0.014146,0.011837,-0.95408,-0.48183
11,46,36,376,80,346.93,324,0.0062202,0.0088854,0.007276,-0.62886,-0.2406
11,46,37,308,64,294.63,408,0.011458,0.01039,0.014542,0.28211,-0.6751
11,46,38,188,132,157.07,180,0.019041,0.015431,0.017355,0.9144,0.46394
11,46,39,260,164,208.64,300,0.0072649,0.0092569,0.0098016,-0.39858,-0.53694
11,46,40,232,184,176.51,168,0.0076346,0.0085428,0.010247,-0.28063,-0.68512
11,46,41,228,148,184.06,192,0.0088737,0.013434,0.0096457,-1.0113,-0.26459
11,46,42,184,252,127.6,240,0.012167,0.01036,0.012397,0.37305,-0.050433
11,46,43,72,392,169.7,312,0.012172,0.0091126,0.0097705,0.69632,0.58237
11,46,44,36,468,246.41,744,0.0030446,0.0021746,0.0029795,0.36143,0.024171
11,46,45,160,444,242.89,216,0.01091,0.0099005,0.0083916,0.37211,1.1702
11,46,46,120,412,198.6,192,0.012149,0.011019,0.011013,0.43364,0.47241
11,46,47,116,364,152.03,300,0.0067362,0.0065972,0.006018,0.050953,0.28675
11,46,48,72,344,121.87,228,0.0077237,0.0093137,0.0079705,-0.33741,-0.056603
11,46,49,96,292,78.149,264,0.0097455,0.010879,0.010113,-0.23823,-0.081343
11,46,50,100,324,108.95,180,0.010816,0.012674,0.010758,-0.45295,0.015025
11,46,51,72,316,94.053,156,0.0097836,0.010052,0.010994,-0.061238,-0.315
11,46,52,56,292,69.361,180,0.0050281,0.0049432,0.0045864,0.048273,0.26463
11,46,53,244,460,300.37,624,0.0060363,0.0066588,0.0061309,-0.21563,-0.035853
11,46,54,196,460,273.57,360,0.0057948,0.0067614,0.0047298,-0.41371,0.51535
11,46,55,292,436,315.27,348,0.0069417,0.0091402,0.0070951,-0.59034,-0.044617
11,46,56,204,428,250.85,360,0.0067224,0.0071077,0.0060895,-0.15061,0.24608
11,46,57,192,400,221.13,348,0.0062943,0.0074695,0.0066681,-0.44624,-0.13979
11,46,58,204,340,185.86,228,0.007765,0.010412,0.0090042,-0.67998,-0.31101
11,46,59,152,340,149.17,204,0.006952,0.0075994,0.0076031,-0.22049,-0.23348
11,46,60,392,456,405.92,360,0.0042969,0.0070688,0.0047591,-0.95088,-0.18189
11,46,61,236,400,249.94,288,0.0063575,0.0084718,0.0073411,-0.78279,-0.32485
11,46,62,252,212,192.5,228,0.006638,0.0065386,0.0094205,0.038657,-0.62641
11,46,63,216,228,156.29,168,0.0071419,0.0080614,0.0081038,-0.21528,-0.21217
11,46,64,296,308,251.12,528,0.0068768,0.0058546,0.0086522,0.36111,-0.51567
11,46,65,304,188,246.66,240,0.0041644,0.004935,0.0044626,-0.46095,-0.17534
11,46,66,332,160,279.34,180,0.0035387,0.0039242,0.0036092,-0.30072,-0.058914
11,46,67,300,400,298.53,432,0.0070608,0.010446,0.0067406,-0.7723,0.087547
11,46,68,344,364,317.37,372,0.006472,0.0080556,0.0062525,-0.4484,0.06609
11,46,69,452,364,416.87,504,0.0061138,0.010133,0.0069398,-0.91148,-0.18771
11,46,70,448,300,395.82,432,0.006953,0.0076629,0.007414,-0.18151,-0.11189
11,46,71,408,316,360.48,288,0.0061279,0.0078804,0.0065713,-0.46989,-0.12678
11,46,72,440,332,395.59,432,0.0050304,0.0062553,0.00569,-0.39758,-0.21461
11,46,73,400,376,373.13,540,0.0056205,0.0082622,0.0059199,-0.69059,-0.08897
11,46,74,292,264,235.84,348,0.0038259,0.0044952,0.0039101,-0.44459,-0.064858
11,46,75,152,292,115.32,192,0.0081069,0.0087098,0.0071139,-0.18292,0.33611
11,46,76,88,256,43.606,144,0.0072252,0.0072611,0.0073153,-0.0086268,-0.022532
11,46,77,28,348,129.23,444,0.0044527,0.0052255,0.0054237,-0.31768,-0.42255
11,46,78,180,372,191.64,324,0.010463,0.011756,0.0099447,-0.33177,0.15077
11,46,79,228,260,172.28,336,0.0081177,0.0093453,0.0089621,-0.30016,-0.19466
11,46,80,268,324,231.52,204,0.0054779,0.006439,0.0061355,-0.43877,-0.29703
11,46,81,208,376,213.2,312,0.0086236,0.011658,0.0091576,-0.78231,-0.13708
11,46,82,376,412,368.51,384,0.0059777,0.0081766,0.0053423,-0.67493,0.21756
11,46,83,376,36,367.23,564,0.0037112,0.003975,0.0040627,-0.18883,-0.24139
11,46,84,236,340,211.65,240,0.0075616,0.0085107,0.008373,-0.30051,-0.24487
11,46,85,344,92,312.83,360,0.0056974,0.0086036,0.0059684,-0.78549,-0.079336
11,46,86,296,132,253.03,300,0.0078485,0.0062297,0.007431,0.60405,0.12198
11,46,87,120,56,177.28,216,0.011222,0.011909,0.013789,-0.12136,-0.4469
11,46,88,112,96,137.07,192,0.019538,0.020197,0.0186,-0.14708,0.19724
11,46,89,180,16,239.15,228,0.024906,0.019953,0.028186,0.76055,-0.47246
11,46,90,204,72,208.61,384,0.0070897,0.0082774,0.0071291,-0.46936,-0.01852
11,46,91,336,460,364.11,420,0.0033154,0.0038072,0.0033607,-0.46735,-0.0507
11,46,92,384,152,331.83,360,0.002923,0.0032676,0.0030107,-0.32704,-0.092085
11,46,93,288,480,343.89,468,0.0029307,0.0031179,0.0030553,-0.22797,-0.15249
11,46,94,400,180,342.88,540,0.0027295,0.0029907,0.0028435,-0.33435,-0.15391
11,46,95,444,236,384.43,564,0.0026835,0.0029752,0.0025852,-0.36637,0.121
11,46,96,60,108,114.74,216,0.0065107,0.0060152,0.0056863,0.20108,0.37932
11,46,97,112,228,52.468,192,0.013129,0.012264,0.012587,0.24268,0.15917
11,46,98,468,272,411.16,672,0.0043166,0.006135,0.0050672,-0.74566,-0.30073
11,46,99,436,400,415.87,372,0.004045,0.0055397,0.0041306,-0.68524,-0.044272
12,46,1,456,220,466.61,336,0.0050725,0.0047316,0.0053124,0.17823,-0.1254
12,46,2,448,148,448.81,-12,0.0050734,0.0053406,0.0049997,-0.12332,0.036381
12,46,3,184,116,184.07,240,0.013933,0.0074382,0.011155,1.0449,0.38871
12,46,4,84,124,84.052,216,0.027966,0.0076561,0.032705,2.2558,-0.27935
12,46,5,72,100,75.016,216,0.031966,0.0087887,0.04136,2.1539,-0.51309
12,46,6,180,448,373.22,204,0.0048176,0.0044156,0.0048549,0.19875,-0.018964
12,46,7,384,344,444.03,444,0.012536,0.0088451,0.012177,0.67344,0.0714
12,46,8,412,228,425.65,240,0.0084815,0.0060956,0.0099465,0.89496,-0.4408
12,46,9,400,200,407.72,312,0.0072102,0.0055373,0.0075711,0.96958,-0.19027
12,46,10,356,220,369.49,408,0.0072968,0.0056831,0.007946,0.69075,-0.28243
12,46,11,360,184,365.46,228,0.0089199,0.006205,0.0092949,1.2292,-0.13009
12,46,12,408,92,409.03,372,0.0056168,0.0051646,0.0053282,0.24641,0.14848
12,46,13,428,68,431.28,72,0.0060471,0.0054606,0.0052747,0.24218,0.27983
12,46,14,344,24,357.43,1680,0.005843,0.0052748,0.0054739,0.28186,0.16584
12,46,15,356,52,362.64,1344,0.005956,0.0051098,0.0056637,0.39564,0.11533
12,46,16,352,80,354.39,408,0.006773,0.004981,0.0079959,0.58937,-0.34343
12,46,17,248,80,251.38,312,0.010326,0.0063111,0.011042,0.85769,-0.14681
12,46,18,232,60,239.9,180,0.0063504,0.0049331,0.0067983,0.52587,-0.1496
12,46,19,200,44,214.33,252,0.0073038,0.0054179,0.0078215,0.81006,-0.19477
12,46,20,124,52,141.93,192,0.0072488,0.0052335,0.0086359,0.94995,-0.50644
